page,eng,twi
31,Homowo custom,Homowo
32,Paramount Chief,Omanhene
32,Nation,Oman
32,King,Ohene
32,Kings,Amanhene
32,Kings,Amanahenfo
32,Kings,Ahenfo
32,"Mother-of-mothers, i.e. grandmother or grandfather",Nana
32,"Ever-thankful, ever deserving thanks",Dasebre
32,"Ever-thankful, ever deserving thanks",Daseɛnsa
32,Mighty or majesty,Otumfo
32,Maker of good deeds or benefactor,Deefo
32,The valiant,Katakyi
32,King of Akyem,Okyenhene
32,King of Kwahu,Kwahuhene
32,King of Asante,Asantehene
32,King of Akuapem,Akuapemhene
32,King of Akim Abuakwa,Abuakwahene
32,King of Akim Kotoku,Kotokuhene
32,District,Oman
32,King or ruler,Ohin
33,"King or Chief of a nation, town or village",Omanhene
33,King of an Akan State,Oman
33,Supreme head of the state,Omanhene
33,Paramount Chief,Omanhene
34,Paramount Chief,Omanhene
34,Chief,Ohene
34,Golden stool,Sika Dwa
34,Silver stool,Dwete Dwa
34,A set of drums,Mpentin
34,A set of drums,Fontomfrom
35,Paramount Chief,Omanhene
35,Chief,Ohene
35,Drums,Boma
35,Drum set,fontomfrom
35,Sunday festival,Kwasidae
35,Festival,Ohum-Kyire
35,Festival,Odwira
35,Festival,Ohumkan
35,Festival,Banmu
35,Clan,Asona
35,Queen-Mother,Ohema
36,Paramount Chief,Omanhene
36,Chief,Ohene
36,Palanquin,Apakan
36,Sedan-chair,seko
36,Chiefs,Ahenfo
36,Disputes or legal cases,palavers
36,Twin born,Abam
36,Adowa dance,Adowa
36,Odoto dance,Odoto
37,Paramount Chief,Omanhene
37,Queen,Omanhema
37,Queen,Ohema
37,Queen-Mother,
37,Head-Chief or Chief,Ohene
37,Head-Chief or Chief,Opakani
37,Nana,Nana
37,old dame,Aberewa
37,mistress or lady,Awura
38,Head-Chief,Ohene
38,subdivision,Ohen-man
38,province,Omansin
38,Palanquin Chiefs,Mpakanfo
38,Advance-guard,Adontenfo
38,provinces,Ahen-man
38,provinces,Amansin
39,Paramount Chief,Omanhene
39,Chief of the Adonten division,Adontenhene
39,Chief of Tafo,Ohene of Tafo
39,Chief of Asuom,Ohene of Asuom
39,Chief of Apapam,Odikro of Apapam
39,Chief of the Right Wing,Nifahene
39,Chief of the Takwa division,Takwahene
39,Chief of the Left Wing,Benkumhene
39,Alternative name for the Chief of the Left Wing,Fanteakwahene
40,Commander or general of the left wing of the army,Benkumhene
40,Chief of the Stool Guard,Oseawuhene
40,Paramount chief,Omanhene
40,Chief of Osenase and Otwereso,Odauhene
40,Chief of Apinaman,Ohene
40,Chief of Osino,Odikro
40,Chief of Apedwa,Odikro
40,Commander or general of the right wing of the army,Nifahene
40,Chief of the Adonten division,Adontenhene
40,Chief of Asamankese,Ohene
40,Chief of Abomosu,Pomasehene
40,Chief of Abomosu,Ohene
41,Jasehene,Jasehene
41,Body-guard,Jase
41,Paramount Chief,Omanhene
41,Abontendomhene,Abontendomhene
41,Asona clan,Asona
41,Agona clan,Agona
41,Omanhene's sons,Ahenema
41,Odikro,Odikro
41,Ohene,Ohene
42,Head-Chiefs,Ahenfo
42,administration of his ohen-man,ohen-man
42,Omanhene,Omanhene
42,Okyeman Council,Okyeman
42,the manly,Barima
42,the valiant,Barima
42,Paramount stool,
42,oath of allegiance,
42,Odwiratuo,Odwiratuo
42,Sub-Chiefs,Adikrofo
42,Asafohene,Asafohene
42,owner or ruler of a town,Odikro
43,Odikro,Odikro
43,Head-Chief,
43,Paramount Chief,
43,Ohene,Ohene
43,sedan-chairs,seko
43,Mpintin drums,Mpintin
43,black linguist-staff,Amampam Poma
43,horse's tail,Mponkofi
43,horn,
43,drum,Twenesin
43,Omanhene,Omanhene
43,stool,
43,The Brave,Bafuor
43,sub-chief,
43,Chief,Ohene
44,Chief of Body-guard,Ankobeahene
44,Chief of the Home or House Guard,Ankobea
44,Chief,hene
44,Chief of Personal Guard or Chamberlain,Jasehene
44,Chief of the place of fire,Ja-se-hene
44,Chief's attendants,Nhenkwa
44,Paramount Chief,Omanhene
44,Ankobea order,Ankobeani
44,Appellation of the Ankobeahene,Bafuor
45,Chief of Rear Guard,Kyidomhene
45,Rear Guards,Kyidomfo
45,Chief Councillor,Osomanyawa
45,Chief Councillor,Omankrado
46,The first person after the chief or king of the council,Abontendomhene
46,He who carries the legs of a town or district,Osomanyawa
46,He who carries the legs of a town or district,Osokuro-nnyawa
46,Chief of a town,Odikro
46,Stool-holders or Captains-on-Stools,Osafohene
46,Drum,Twenesin
46,Horn,Abentia
46,Stool heir,Odehye
47,Stool,
47,Akan State,Akan
47,Stool heir,
47,Prince,
47,Succession through the female line,
47,Issue resulting from an unlawful connection,aguamanba
47,Stool heiress,
47,Council of the reigning Chief,
48,stool heir,
48,stool heiress,
48,fetish,
48,Paramount Chiefs,
48,Head Chiefs,
48,Chiefs,
48,Sub-Chief,Odikro
49,Blood Royal,Odehyeɛ
49,Elderly stool heir,Barima
49,Elderly stool heir,Bafuor
49,Linguist or Spokesman,Okyeame
49,Linguist or Spokesman (Fanti),Kyiam
49,Paramount Chief,Omanhene
49,Chief,Ohene
49,Sub-chief,Odikro
49,So says the king,Sɛ ohene se ni
50,Linguist,
50,Paramount Chief,
50,The 'Kid' (or small boy) ignorant of the prowess of the Lion,Akaa bi a onmim gyata
51,Linguist,
51,Chief,Omanhene
51,The king's wife or private adviser,Ohen-ye
51,Stool carriers,Nkonnuasoafo
51,Chieftaincy of stool-carriers,Nkonnuasoafo-hene
51,Throne,Ahennua
52,The regalia in the stool-house,
52,Abontendomhene,Abɔntendomhene
52,Stool celebrations,
52,Chief stool-carrier,
52,Odwira,Odwira
52,State funeral customs,
52,Stool-house,
52,Black Sacred Stool,
52,Akan ancestor-worship,
52,Sacred Order of Stool Worship,
52,Fetish worship,
52,Akan-Fanti nations,
53,Stool-carriers,
53,Black Stool,
53,Golden Stool,
53,State Treasurer,Sannafo
53,State Treasurer,Fotosanfo
53,Chest of State,
53,Balance for weighing gold,Fotoo
54,the person who unties the weights,Fotosanfo
54,the opener of the safe or chest,Fotosanfo
54,leopard cap,Akrobonkye
54,multi-coloured,topresono
54,Soul-keepers,Nkrafo
54,Breast-plate Bearers,Nkrafohene
54,soul of a person,Okra
54,gold plate,Ekyerɛ
54,cooking-place or kitchen,Sanna
55,Ntoro Family,Ntoro
55,Bosompra,Bosompra
55,Bosomtwe,Bosomtwe
55,Asona dynasty,Asona
55,common monkey,Kwakuo
55,tree-climbing snails,tamira
55,white-nosed squirrel,anwenhema
55,Akrafo,Akrafo
55,Okrafo,Okrafo
55,Chief of Nkrafo,Nkrafohene
55,okraguarefo,okraguarefo
55,Ekyere performances,Ekyere
55,Awoso,Awoso
55,war head-and-collar-dress of the Omanhene,Awoso and Fodoo
56,Paramount Chief,Omanhene
56,Palanquin-bearers,Asoamfo
56,Chief of palanquin-bearers,Asoamfohene
56,Palanquin,Apakan
56,Stool-insignia Bearers,Tumtofo
56,Stool-insignia Bearers,Mmenatofo
56,Stool-insignia Bearers,Fenasoafo
56,Stool-insignia Bearers,Bankyini-yetufo
57,"A boy below the age of puberty who wears the awoso dress and carries the sceptre, sitting in front of the Omanhene in his palanquin.",Awoso
57,Paramount Chief,Omanhene
57,A minor chief,Ohene
57,Court Criers or Heralds,Nsenefo
57,Court crier or herald,Esen
57,The chief court-crier's cap,Adamasa
57,Chief of black monkeys,Efohene
58,Royal Gun-bearers,Tumtufo
58,A gun with a large brass barrel,Ohum
58,"Bearers of elephant tails, ostrich feathers, etc., used in State functions",Mmenatofo
58,Paramount Chief,Omanhene
58,Messenger groups,Nhenkwa
58,Sub-chief,Odikro
58,Bearers of the Sword with the Gold Handle,Mfenasoafo
59,State Umbrella Bearers,Bankyiniyetufo
59,Captain of Drummers and Horners,Asokwahene
59,Captain of the set of Mpintin Drummers,mpintikafohene
59,Drummers and Horners,"Asokwafo, Akyeremadefo and Mpintinkafo"
60,The great Odwira festival,Odwira
60,The two atumpan or kettle drums,Atumpan Kese
60,The large two trunk drums which are ornamented with human skulls,Fontomfrom
60,The large two trunk drums which are ornamented with human skulls,Bomata
60,Short pipes,adukrogya
60,Short pipes,apasoa
60,Short pipes,mmemma
60,The large drum,yedruso
60,The gonggong,gonggong
61,Single-air drums,Atwenesin
61,"When you go, return",Korabra
61,Fate's decree,Nkrawiri
61,Immediate presence,woni-mini
61,Deny or be partial to no one,Mpebi
61,Adodonkurwa,Aburukua
61,Minstrels,Amomafo or Abrafo
61,Leopard,Etwie
61,Ponder over something,Susubribi
61,Give honour where honour is due,Susubribi
61,Despise nobody,Susubribi
61,Immunity from oath penalty,Kantamanto
62,Brass Drum,
62,Mpintin,Mpintin
62,Horns,
62,speaking horns,Aseseben
62,speaking horns,Asokoben
62,short horns for single airs,Mmentia
62,general term for horners and drummers,Asokwafo
62,Horn-blowers,Mmenhyenfo
62,Horn-blowers,Mmentiahyenfo
62,Omanhene,Omanhene
63,Atumpan drummer,Atumpan
63,King's Jesters,amema
63,Executioner,Obrafo
63,Professional executioners,abrafo
63,Jesters,Memafɔ
63,Minstrel poets or bards,Omemafo
63,Gloomy Occiputs,Atikosum
63,Small bells,Nnawa
63,Bunch of knives,Asekantwa
63,Chimpanzee skins,kontromfi
64,Hereditary Councillors,
64,Nominated Councillors,
64,Elders,
64,Chiefs,
64,Sub-chiefs,
64,Heads of houses,
64,Families,
64,Towns,
64,Patriarch,
64,Chief's Council,
64,Akan Council,Akan
64,Monarchical democracy,
65,The Memafo,Memafo
65,Omanhene,Omanhene
65,Gormandizers,Amindifo
65,Fetish Law,
65,Dabehene,Dabehene
65,Jasehene,Jasehene
65,Bed-chamber,Dabere
66,"It is so, O Majesty!","Tramen, tramen"
66,Nominated Councillors,
66,sitters,atrafo
67,The traditional leaders or members of the council,Councillors
67,"A traditional office or role, often associated with the council or military companies",atrafo
67,Captains of the Asafo companies,Asafoatsefo
67,Companies formed by the young men of the town,Asafo
67,The act of removing a chief or official from office,destoolment
67,The traditional seat or symbol of office for a chief,stool
68,Tribal party,
68,Royalists' party,
68,Nationalists' party,
69,The Legislature,Okyeman Mpanyin Nhyiam
69,Okyeman Council,Okyeman Mpanyin Nhyiam
69,Sovereign-President of the Council,Omanhene
69,Place of meeting,Ofori Panin Fie
69,Linguist,
69,Committee,
69,Executive councillors,
69,Linguist of the Mpakanfo,Mpakanfo
69,Adonten linguist,Adonten
70,Sovereign-President,Omanhene
70,Council members,Mpakanfo
70,Sub-chiefs,Adikrofo
70,Amantoo-mmiensa Council,Amantoo-mmiensa
70,Court Crier or Herald,Esen
70,Wing Chief,Opakani
71,The supreme ruler or paramount chief,Omanhene
71,A specific oath used to define the penalty for breaking a law,Wakuda
71,A specific oath used to define the penalty for breaking a law,Kwanyako
71,A fine or penalty nominally valued at £7,Bena
71,The council with the right to make laws affecting the whole country,Okyeman
71,The most important and leading members of the Council,Mpakanfo
71,The Adontenhene of Kukurantumi,Adontenhene
71,The Nifahene of Asiakwa,Nifahene
71,The Benkumhene of Begoro,Benkumhene
71,The Oseawuhene of Wankyi,Oseawuhene
71,The Jasehene of Kwabeng,Jasehene
72,minor chiefs,Adikrofo
72,premier sub-divisional chief,Apakan
72,ordinary sub-chiefs,mpakanfo
72,senior minor chief,Odikro
72,premier sub-divisional chief,Opakani
72,state,Oman
72,Okyeman Council,
72,Kibbi Council (the executive),
72,Amantoo-Mmiensa Council,
72,state,Oman
72,sub-state or division,Omansin
73,Amantoo-mmiensa,Amantuo-mmiensa
73,Kibbi Councils,Kibi
73,State Council,
73,Okyeman Council,Okyeman
74,King of the town or nation,Ohene
74,Stool-owning Chief,
74,Tribunal,
74,Akan state system,
75,Tribunal,
75,Chief,
75,Elders,
75,Councillors,
75,Town Tribunal,
75,Odikro,Odikro
75,Ohene,Ohene
75,Pakani,Pakani
75,Sub-Divisional Tribunal,
75,Sub-chiefs,
75,Adikrofo,Adikrofo
75,Omanhene,Omanhene
75,Omanhene's Tribunal,
75,Paramount Chief,
75,Abontendomhene,Abontendomhene
75,Jasehene,Jasehene
76,Akan Laws and Customs,Akan
76,Omanhene's supreme Tribunal,Omanhene
76,Opakani,Opakani
76,Amantoo-Mmiensa,Amantuo-Mmiensa
76,Ahemfo,Ahemfo
76,Mpakanfo,Mpakanfo
76,Okyeman,Okyeman
76,Adikrofo,Adikrofo
76,Akyem-Abuakwa,Akyem-Abuakwa
76,Oath,
76,Procedure by Summons,
76,Amanenya (Criminal Cases),Amanenya
77,Omanhene's Tribunal,Omanhene
77,Ohene's Tribunal,Ohene
77,Odikro's Tribunal,Odikro
77,judicial department of the Okyeman (State) Council,Okyeman
77,head of family,Obusuapanin
77,Fetish Oath,Duabo
77,A Chief's Personal Oath,Brepo
77,A Chief's Personal Oath,Nhyira
77,National Oath,Okyenhene Ntam
77,invoking the penal wrath of a Fetish on one's own life,dinse
77,invoking the penal wrath of a Fetish on the life of another person,bo obidua
77,striking (with) wood,bo dua
78,The three great Oaths,Ntankɛseɛ mmiɛnsa
78,A forbidden oath formula,Tram Kese
79,Fetish curse,
79,Fetish oath,
79,"Anokye Fetish, take thou away the curse",Anokye Kɔkɔtwea
79,National Oath,
79,Chief's court,
79,Pacification money,
79,Stool,
80,fetish oath,
80,Ancestral Stool Worship,
80,Hereditary Stool,Akonnuatuntum
80,associate members of the order of Stool Worship,Nkrafo
81,lesser stools,Nkonnua-wa
81,fetish oath,Duabo
81,Chief's personal oath,Brepo
81,Chief's personal oath,Nhyira
81,invoking fetish on one's own life,di nse
82,Chief's oath,
82,solemn (palm leaves) oath,brepɔ
82,Linguist,Okyeame
82,the knot of palm leaf,brepɔ
83,the oath of Solemn palm leaf,Brɛpɔ
83,tie the knot of palm leaf,bo brɛpɔ
83,wave away,hugya
83,direct brɛpɔ,Asita
83,sworn in the bold direct manner,sii Asita
83,red oath,Ntamkɔkɔ
83,bumped his head against the wall,ode ne ti apem dan
83,to bless,Hyira
83,blessedness,Nhyira
83,step or walk boldly,Si Asita
84,Akan oath,Brepo
84,Superior chief,Ohene
84,Paramount chief,Omanhene
84,Soul guardians,Nkrafo
84,Soul,Kra
85,Chief's personal oath,Brɛpo
85,Personal oath of a private person,dua-bo
85,A type of oath,Ntamkoko
85,A minor chief or village head,Odikro
85,A chief of a higher rank,Ohene
85,A paramount chief,Omanhene
86,Brepo oath,Brɛpɔ
86,persons under torture,atopre
86,National Oath,Okyenhene Ntam
86,The National Oath of Akyem Abuakwa,Wukuda nè Kwanyako
87,A special celebration held every six weeks on a Wednesday,Awukudae
87,National Oath,Ntankeseɛ Mmiensa
87,Omanhene's Oath,
87,Wukuda nè Kwanyako oath,Wukuda nè Kwanyako
87,National Oath of the State of Akyem Abuakwa,
87,Action commenced by both parties to a dispute swearing the national oath in vindication of their respective claims,Ntamkekã
87,Action commenced by oath,Ntamkãguso
87,Action commenced by oath,Ntamto
88,National Oath,
88,Wukuda and Kwanyako oath,Wukuda ne Kwanyako ntam
88,sworn oath severally,ke ka ntam
88,oath prisoners,
88,State messengers,Nhenkwa
88,oath reporting fee,Apasobode
88,oath reporting fee (minimum),domafa
88,oath reporting fee (high),osua ne doma
89,National Oath,
89,Ofori Stool,
89,Odikro,Odikro
89,Ohene,Ohene
89,Omanhene,Omanhene
89,Ntamsuso,Ntamsuso
89,State Messenger,Ahenkwa
90,Wukuda oath,Wukuda
90,Kwanyako oath,Kwanyako
90,Chief,Ohene
90,Paramount Chief,Omanhene
90,Sworn on or against,ntam agu ... so
90,Oath prisoners,
90,Ntamkeka oath,Ntamkeka
90,Violation of oath,Ntamto
91,Procedure by Summons,Fre wo mpanin anim
91,called the other party before elders,wafre no wo mpanin anim
91,head-of-family,Obusua-panin
91,deciding a cause,di asem
91,investigating a cause,bo nkuro
91,Arbitrators,Baguafo
91,Arbitrators (short form),Bagua
91,Elders,Mpaninfo
91,place of palaver,Asenii
92,public assembly of chairs,Baguam
92,head-of-family,Obusuapanin
92,hearing fee,dwentade
92,spokesman,Okyeame
92,witness,Odanseni
92,he who-reverts-fetish oath,O-dan-se-ni
92,fetish oath,nse
93,payment of money,adansede
93,judgment fee,abene
93,Bagua,
93,Nkrobo case,
93,National Oath,
94,A tribunal or informal hearing body,Bagua
94,To swear on the other party for the case to be commenced afresh in a proper tribunal,Ntamkaguso
94,A village head or chief,Odikro
94,A chief or king,Ohene
94,A paramount chief,Omanhene
94,Head of a family,Obusuapanin
94,A de facto oath case,Ntamkeka
94,A procedure that can take place before a head-of-family or before a chief in camera,Nkrobo
94,Accused Summons,Amanenya
95,A case involving a penalty or fine,Amanenya-sem
95,A mere civil case,Mansɔtwe-sem
95,A habitual litigant,Omansotwefo
95,The Omanhene's Linguist,Okyenhene Kyeame
96,Amanenya case,Amanenya
96,National Oath,Ntam
96,Violator of oath,Ntamtofo
96,Violation of oath,Ntamto
96,Omanhene's Linguist,Okyeame
96,"Elders I run (i.e. appeal) to you to intercede with the Linguist (i.e., the Omanhene) on my behalf, for he is right","Mpanin me dwan toa mo, moma Okyame dibem ma me"
97,A runaway (prisoner),Mpanin odwanefo bi aba ha
97,"Nana, you are right","Nana, wodi bem"
97,Oath prisoner,Ntamtofo
98,criminal offence,Amanenya-sem
98,torture,atopere
98,Chief's personal oath,Brepo
98,State messenger,Ahenkwa
98,spokesperson or linguist,Okyeame
99,national oath,
99,oath summons,Kwadjo Kotto se ɔnɛ Kwaku Kuma wo nkuro (anase akeka ntam) enti kohyia no bra
99,Jurisdiction,
99,Chiefs,Ahemfo
99,Sub-chiefs,Adikrofo
99,the knife of life and death,Osekan
99,Paramount Chief,Omanhene
99,to hold the knife of life and death,Ahemfo a wɔwɔ osekan
99,Chiefs with the power of life and death,Mpakanfo
99,Head of family,Obusua-panin
99,the Omanhene alone has the knife (of life and death),Okyenhene na ɔwɔ sekan
99,where there is the knife there power is,Nea osekan wɔ na tumi wɔ
100,The supreme ruler or paramount chief,Omanhene
100,Principal chiefs or elders,Mpakanfo
100,Sub-chiefs or village chiefs,Adikrofo
100,Secured to a log,bo no pam
101,a further stage of torture,atopre
101,personal oath,Brepo
101,a slender knife,sepo
101,State executioners,Abrafo
102,Omanhene's Tribunal,
102,State Tribunal,
102,Omanhene as presiding judge,Okyeman mpanin atra ase
102,Omanhene's Palace,Ofori Panin Fie
102,Council of Three Counties,Amantoo-mmiensa
102,State Messengers,Nhenkwa
103,entrusted to them,bo amanee
103,charges,asɛm ko a wɔwɔ ka
103,"Elders, so says the King",Mpanin se ohene see nen
103,judgment fee,abene
104,judgment fee,Abene
104,Abene hire,Abene
104,sureties who secured or bailed the condemned man,nea ode onipa a odiifo no koofie no
104,finest type of sheep,adwansae
105,A sacrificial sheep,wotua dua
105,On Hearing a Case,Diasem
105,A day of rest or custom excluding tribunal sittings,Awukudae
106,The drum used to summon the Tribunal,Kantamanto
106,The drum used to summon the Tribunal,woni-mini
106,Hearing fee,Dwentadee
107,professional sponsors,Akyigyinafo
107,artful subtlety of cross-examination,Asem-misa
107,National Oath,
107,defendant's examination,bisa n'asem
108,Judgment,Atemmu
108,Linguist canes or staffs,Akyeame poma
108,The witness-box or dock,Asenii
109,Omanhene,Omanhene
109,Apesemakahene,Apesemakahene
109,"Elders, let us retire into council",Mpanin monsore mā yenkɔ agyina
110,Omanhene,Omanhene
110,Linguist,Okyeame
110,Court Crier,Esen
110,Chief,Ohene
110,Sub-chief,Odikro
111,Ankobea,Ankobea
111,Apesemaka,Apesemaka
111,Kyidom,Kyidom
111,Wentirem ne Anwanfi,Wentirem ne Anwanfi
111,Omanhene,Omanhene
111,Linguist,
111,private vengeance,
111,satisfaction money,
112,wand,festuca
112,hearing fee,dwentadee
112,assembly place,dwem
112,a forced sitting,ta
112,thing or money,de
113,Omanhene's Linguist,Okyeame
113,Court crier,Esen
113,"Aye, well said",Heii
113,"Elders, I run (i.e. appeal) to you for intercession, please say with me to the Linguist (which is meant for the Omanhene) that he is right.","Mpanin me dwan toa mo, mo ma Okyeame dibem ma me."
113,"Nana, you are right, oh Majesty.","Nana wudi bem, Amen"
113,National Oath,
113,Omanhene,Omanhene
114,judgment fee,Abene
