page,eng,twi
9,concave mirror,ɛkwan a ɛda biribi a akoa te sɛ kyensee mu a ɛyɛ ahwehwɛ (kɔkefi ahwehwɛ)
9,concept,Adwene/nsusuwii
9,concrete,pɔtee
9,concurrent forces,ahoɔdenneɛ a ɛreyɛ adwuma berɛ korɔ mu
9,condensation,sɛ yɛredane nsuo abɛyɛ biribi a ɛmu yɛ duru (mframa dan nsu)
9,condense,redane nsuo abɛyɛ biribi a ɛmu yɛ duru (redan nsu)
9,conduct,"rema kanea, ɛhyew, anaa nnyegyeeɛ afa mu"
9,conduction,"sɛ biribi rema kanea, ɛhyew, anaa nnyegyeeɛ afa mu"
9,conductivity,"sɛ biribi renya tumi ama kanea, ɛhyew, anaa nnyegyeeɛ afa mu"
9,conductor,biribi a anyinam ahoɔden tumi fa mu
9,cone,kon
9,confine,reka biribi ahyɛ wɔ beaeɛ pɔtee bi
9,congruent,kɔŋrɔente/di nsɛ
9,consciousness,ani reba ne ho so
9,consequence,nsunsuansoɔ
9,conservation,sɛ yɛrekora biribi so
9,conservation law,adekora ho mmara
9,consider,dwene ho
9,consist,ɛka ho/nea ɛwom
9,consonance,baakoyɛ
9,constant,Daa/nea ɛnsesa
9,constructive,deɛ ɛfa mpuntuo ho (nea ɛde mpontu ba)
9,constructive interference,sɛ biribi reba mu abɛboa
9,contact,di nkitaho
9,contain,ɛwɔ mu
9,contract,nhyehyɛeɛ/apam
9,contraction,sɛ ntini repua na ɛmu repi (sɛ ade mu remoa)
9,contrast,abirabɔ
9,control,tumi
9,control rod,tumi abaa
9,convalescence,ayaresa mmere mu
9,convection,sɛ ɛhyew refiri beaeɛ bi ako baabi foforɔ
9,convenient,ahogono mu (ne papa mu)
10,converging lens,ahwehweɛniwa a ɛtumi de ani hwɛ adeɛ baako berɛ korɔ mu
10,conversion,nsesaɛ
10,convert,sesa
10,Convex,biribi a ɛmu apu aba
10,convex lens,ahwehweɛniwa a nkanea fa mu a ɛhwete
10,convex mirror,ahwehwɛ a apu aba
10,Copper,kɔbere
10,Cord,ahoma bi a ɛmu go
10,Cornerstone,tweatiboɔ
10,Corresponding,biribi ne biribi hyia
10,Cosine,nsensaneɛ mmiɛnsa nhyiaeso nsusuie (Kosain)
10,Coulomb,anyinam ahoɔden nsusuie wɔ anibuo mu
10,Coulomb's Law,Coulomb Mmara (a ɛfa anyinam ahoɔden nsusuie wɔ anibuo mu)
10,Crack,pae/bɔ
10,Craft,Adwinnie yɛ
10,Crate,amena a topaeɛ gya wɔ asase ani
10,Crest,beaeɛ a ɛwɔ soro pa ara wɔ kanko mu
10,Critical,beaeɛ pɔtee bi a ɛpaepae kɔ mmeaeɛ ahodoɔ (Titiriw)
10,critical angle,beaeɛ pɔtee bi a nkanea tumi dane ne ho fa akwan afoforo so
10,Crowded,biribi abɔ apee so
10,crown glass,"ahwehwɛ bi a kanea fa mu, ɛntaa nhwete"
10,Crystal,biribi a ɛyɛ den a yɛtumi sɔ mu (Ahwehwɛbo)
10,crystal lattice,Abɔde mu adewa ahorow a wɔahyehyɛ
10,Crystalline,"biribi a ɛyɛ den a yɛsɔ mu a, ɛyɛ yie"
10,Cube,adaka
10,Cubic,biribi a ɛte sɛ adaka
10,cubic meter,afidie a wɔde susu biribi te sɛ adaka
10,Curious,mfeefeemu
10,Curvature,sɛdeɛ biribi koa fa
10,Curve,Koa yɛbea
10,Cyan,ahosuo a ɛhyɛ bluu ne ahabanmono ntam
10,Cycle,deɛ ɛtwa ne ho kɔ ba
10,Cymbal,plɛɛte bi a wɔde braase ayɛ a wɔde abaa bɔ so a ɛyɛ dede pa ara
10,Cylinder,biribi a ne yɛbea te sɛ ankorɛ anaa kuruwa (silinda)
10,Damage,sɛe
10,Dart,bɔtwi (bɛmma ketewa)
10,Data,nsɛm
10,de Broglie Principle,deBroglie mmara
10,Decay,prɔe/ade reporɔw
10,Deceleration,anoden nhwansoɔ (biribi mmirika a ano brɛ ase)
10,Deci,edu mu abupɛn baako
10,Decibel,nnyegyeeɛ anoden susudua
10,Decimeter,mita edu mu abupɛn baako
10,Deck,suhyɛn mu
10,Decrease,te so/hwane so
11,Define,kyerɛ mu
11,Definite,pɛpɛɛpɛ
11,Definite,pɔtee
11,Deformation,ɔsɛɛ (Yɛbea a ɛresɛɛ)
11,Degree,mpɔmpɔnsɔ
11,deka = deca,edu
11,Decameter,mita du
11,Deliver,de kɔma
11,Demonstration,ɔyɛkyerɛ
11,Density,ɛmu duro
11,Depend,De ho to so
11,dependent variable,Mfamho nsesae (nsakraede a egyina foforo so)
11,Derive,Nya firi
11,derived unit,Nnyafirimu susudua
11,Descend,Siane
11,Descent,Famkɔ
11,Design,hyehye
11,Destructive,deɛ ɛsɛe ade
11,destructive interference,sɛ asorɔkye mmienu ahyia na wɔn nsunsuansɔ no akɔyɛ ohunu
11,Detection,Nhunumu
11,Detection,Biribi hu
11,Detector,Afidie a wɔde hwehwɛ biribi mu
11,Determine,biribi Hu
11,Deviate,Kyea
11,Device,Adeyɔdeɛ
11,Device,Adwinnade
11,Device,Afiri
11,Dewdrop,bɔsuo
11,dew point,beaeɛ a bɔsuo hyehyɛ
11,Diameter,nsaneeɛ a ɛkyɛ kɔntɔnkrɔn mu mmienu (kɔntɔnkrɔn mu tenten)
11,Diamond,Dɛnkyɛmmoɔ
11,Diaphragm,Honam akwaa a ɛda ɛbo ne yafunu ntam
11,Differ,Da nso (Yɛ soronko)
11,difference in electric potential,Anyinam mu tumi a ɛsono
11,Diffract,Si kanea anaa nnyegyeeɛ asorɔkye ho kwan
11,Diffraction,Kanea anaa nnyegyeeɛ asorɔkye anosie
11,diffraction grating,adeyɔdeɛ a ɛtete kanea nsensaneeɛ ntam
11,Diffuse,bebree Trɛ kɔ mmeaeɛ
11,diffuse reflection,kanea anaa asorɔkye sunsuma a ɛhwete kɔ mmeaeɛ ahodoɔ
11,Digit,Nɔma
11,Dimension,Tentenye
11,Dimmer,Asusudeɛ a wɔde sesa kanea hyerɛn
11,Dip,De hyɛ mu
11,Direction,Kwan
11,Directly,Tee
11,Discover,Hunu
11,Disintegrate,Tete mu
11,Disorder,kyema
11,Disorder,basabasayɛ
11,Disorder,sakasaka
11,Disperse,paapae mu
11,Dispersion,mpaapaemu
11,Displace,biribi refiri ne gyinabea
12,Displacement,sɛ yɛrey ibiribi a firine gyinabea
12,Disprove,rekyerɛ sɛ ɛnyɛ nokware
12,Disregard,Emmu (Bu ani gu so)
12,Dissipate,Ma ntetewmu mmra
12,Dissonance,nnigyei ahorow a enhyia
12,Distance,kwan a ɛda mmeaeɛ mmienu ntam
12,Distant,emu twe
12,Distort,resesa biribi tebea (ma biribi hwere ne yɛbea)
12,Distortion,Yɛbea/Su nsesaeɛ
12,Distribute,kyekyɛ
12,Disturb,Teetee/haw adwene
12,Disturbance,Ateetee
12,Dive,Dɔ asukɔ
12,Diver,Obi a ɔdɔ asukɔ
12,Diverge,Fa kwan foforɔ so
12,diverging lens,ahwehwɛ a ɛma kanea nsensaneeɛ a ɛbom manemane
12,Divide,Kyɛ mu
12,Divider,Deɛ ɛkyɛ biribi mu
12,Division,Nkyekyɛmu
12,Dock,Beaeɛ suhyɛn gyina wɔ nsuo so
12,Dockhand,suhyɛn mu Deɛ ɔboa yiyi anaa hyehyɛ akoradeɛ wɔ
12,Dog,Ɔkraman
12,Domain,Aheman (Beae a biribi nkɛntenso wɔ)
12,Doppler,susudeɛ a wɔde susu kanea anaa nnyegyeeɛ asorɔkye
12,Doppler effect,nsesaeɛ a ɛba wɔ mpɛn dodoɔ a kanea anaa asorɔkye bi da adi wɔ berɛ a ɔhwɛfoɔ no ani kyerɛ beaeɛ a asorɔkye no firi reba no
12,Doppler shift,nsesaeɛ a ɛba wɔ mpɛn dodoɔ a kanea anaa asorɔkye bi da adi wɔ berɛ a ɔhwɛfoɔ no ne beaeɛ a asorɔkye no firi reba no di nhwɛanim
12,Double,Mmienu (Mmɔho abien)
12,double slit diffraction,sɛ hann repue ntokuro mmienu mu apue
12,Drag,tase we
12,Draw,Yɛ mfonin
12,Drop,Asusue (Nsosɔe)
12,Droplet,asusue kumaa (nsosɔe)
12,Drum,Twene
12,Ductility,dadeɛ su baako a ɛboa ma wɔkoakoa mu a ɛnsɛe
12,Dust,Mfuturo
12,Dynamics,Tumi ahorow a ɛma biribi kɔ
12,Ear,Aso
12,Eardrum,Aso no fa baabi a ɛma onipa te asɛm
12,Echo,Nnyegyeeɛ a ɛsane kɔ ɔkasafoɔ so ma ɔte
12,Eclipse,Berɛ a bosome kata awia so
12,eclipse of the sun,Berɛ a bosome no akɔtɔ awia ne asaase ntam
12,ecological,Twaka a ɛda nneɛma a nkwa wom ne wɔn atenaeɛ ntam
13,Ecology,Nneɛma a nkwa wom ne wɔn atenaeɛ nkitahodie
13,economical,Ahwɛyie wɔ biribi die mu (nea ɛka pii nnim)
13,Effect,Nsunsuansoɔ
13,Effective,Nsunsuanso pa (Di dwuma yiye)
13,effective resistance,adeɛ a ɛne adeɛ a ɛma anyinam ahoɔden kyekyɛ anyinam mu dodoɔ ye pɛ
13,effectively,Deɛ ɛdi mu (dwumadi yiye )
13,efficiency,Mmɔdemmɔ
13,Effort,Anammɔntuo
13,Einstein,Einstein
13,Elastic,Deɛ ɛsɔ (Wotumi twe mu)
13,elastic collision,ahyiaeɛ a ahoɔden a ɛwɔ honam mmienu no mu no so nte
13,Elasticity,Twannyɛ
13,Electric,Anyinam ahoɔden
13,electric current,Anyinam ahoɔden
13,electric field,Beaeɛ a anyinam ahoɔden fa wɔ biribi ho
13,electric field intensity,Ahoɔden a beaeɛ a anyinam ahoɔden fa wɔ biribi ho wɔ
13,electric field line,nsaneeɛ a anyinam ahoɔden fa so wɔ beaeɛ bi
13,electric force,Tumi a ɛwɔ anyinam ahoɔden mu
13,electric generator,Deɛ/afiriɛma anyinam ahoɔden
13,electric potential,anyinam ahoɔden
13,electrode,Deɛ ɛma anyinam ahoɔden ho kwan ma no fa mu
13,electromagnet,Dadeɛ a yɛayɛ no tweboɔ a anyinam ahoɔden fa mu
13,electromagnetic,Deɛ ɛma anyinam ahoɔden kwan ma no fa mu
13,electromagnetic force,ahoɔden a ɛwɔ anyinam ahoɔden a ɛnenam tweboɔ ho
13,electromagnetic induction,anyinam ahoɔden a wɔde ma adeɛ a anyinam ahoɔden tumi fa mu
13,electromagnetic wave,asorɔkye a ɛda adi wɔ beaeɛ a anyinam ahoɔden a ɛnenam tweboɔ ho
13,electromagnetism,nkitahodie a ɛkɔ so wɔ anyinam ahoden ne tweboɔ ntam
13,electromotive (EMF),deɛ ɛma anyinam ahoɔden (EMF)
13,Electron,Elektrɔn
13,electron cloud,ɛkyerɛ beaeɛ a elektrɔn bi wɔ bere a ɛnenam atɔm mfimfini
13,electroscope,Adeyɔdeɛ a wɔde susu anyinam ahoɔden
13,Elevator,Afidie a ɛpagya biribi
13,eliminate,Yi firi mu
13,Ellipse,Deɛ ne bɔbea te sɛ kosua
13,elongation,Tentenye
13,Embed,Sie/Fa hyɛ
13,Emerge,Pue fi
13,emergency,Deɛ ɛhia sɛ wɔma ani kɔ ho (tebea egye ntɛmpɛ)
13,emission spectrum,asorɔkyeɛ dodoɔ a anyinam ahoɔden de ma
13,Emit,Firi/yi adi
13,empirical,nnyinasodeɛ/gyina nea ɛrekɔ so ankasa so
13,Enable,ma obi tumi di dwuma
13,Enclose,fa ade hyɛ mu
13,Encounter,Hyia
14,Energetic,Ahoɔdenne
14,Energetic,Keka ne ho
14,energetic state,Ahoɔden tebea mu
14,Energy,Ahoɔden
14,Energy,Anyinam
14,energy crisis,anyinam ho haw
14,energy level,anyinam/ahoɔden dodow
14,Engineer,Hyehye biribi
14,Engineer,Afiri hyehyeɛfo
14,Enormous,Deɛ ɛso
14,Enrichment,Ahosiesie a ɛdi mu
14,Enter,Wuram
14,Entropy,ɛntropi
14,Equation,Equahyen/akontaabu mu pɛyɛ asɛm
14,Equator,asase so hama a ɛkyɛ mu abien fi benkum kɔ nifa
14,Equilibrant,Ma ɛbi nso nsene obi
14,equilibrant force,Tumi a ɛmma ɛbi nso nsene obi
14,Equilibrium,ɛbi nso nsene bi
14,equilibrium position,Gyinabea a ɛbi nso nsene obi
14,Equipment,Mfidie
14,Equipment,adwinnade
14,Equipment,nnwinnade
14,Equivalent,Yɛ pɛ
