eng,twi,count,source_files
"= bo mu, s. bo, v. 16. 23. 36. 46. 58.",bom',0,17_A Dictionary of the Asante and Fante Language_mono
= diṅ bone; dim-pa = diṅ pa.,dim-mone,0,17_A Dictionary of the Asante and Fante Language_mono
"= dánta, amōase, loin cloth; mekofaa od. memōe.",o-denā,0,17_A Dictionary of the Asante and Fante Language_mono
= ho; pini do = twiw ko ho; s. dóhàá.,"do, Ak.",0,17_A Dictionary of the Asante and Fante Language_mono
"= nneduafo fi, prison.",dedua-fí,0,17_A Dictionary of the Asante and Fante Language_mono
"= nŋipa mma; s. adasā, odesāní.",ádèsā-mmá,0,17_A Dictionary of the Asante and Fante Language_mono
= oboayifo. [pr. 1643.,o-boapawfo,0,17_A Dictionary of the Asante and Fante Language_mono
"= ofi no anim, the place before the entrance to a dwelling.",aboboním',0,17_A Dictionary of the Asante and Fante Language_mono
= okomfó; onipa a otumi fre nsamaŋfo nè abosom nè mmonsam mā wobɛkā woŋ anom' asɛm.,buwfréfó,0,17_A Dictionary of the Asante and Fante Language_mono
"= onimdefo, a well-instructed, prudent, clever man.",o-denimfó,0,17_A Dictionary of the Asante and Fante Language_mono
"= onipabone, a bad, wicked man; nuipa yi, wòye abòné. - 2. = okwaseá, a foolish man.",o-bòné,0,17_A Dictionary of the Asante and Fante Language_mono
"= piti; to b. = to p. Mt. 15,32. Mk. 8,3.",bitsi,0,17_A Dictionary of the Asante and Fante Language_mono
"= so, Ak. soo.","do, F.",0,17_A Dictionary of the Asante and Fante Language_mono
"= sãara, so, even so, the same, likewise.",demara,0,17_A Dictionary of the Asante and Fante Language_mono
"=ara, s. under R.",ā,0,17_A Dictionary of the Asante and Fante Language_mono
"=bafaŋ, obubuafo? obusufo? pr. 52.",basafáwa,0,17_A Dictionary of the Asante and Fante Language_mono
A Chief's Personal Oath,Brepo,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
A Chief's Personal Oath,Brepo or Nhyira,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
A Chief's Personal Oath,Brɛpɔ or Nhyira,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
A Chief's Personal Oath,Nhyira,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
A Phylogeny of the Akan Clans,Akan Abusuakuo,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
A Short Handbook of Bible Knowledge,Anyamesem mu Kwaṅkyerefo,0,02_english-twi-dictionary
A Supreme Being see No. 1.,Onyàmè.,0,10_ashantiproverbst00rattuoft_parallel
A bad child does not take advice.,Oba-bone nnim kasakyere.,0,10_ashantiproverbst00rattuoft_parallel
"A body of water like the great sea, which is so very salt, there must be a reason for that.","Asu a ɛte sɛ bosɔ̃rɔpo na ṅkyene atĭwam' yi, na ɛwɔ ase.",0,10_ashantiproverbst00rattuoft_parallel
"A boy below the age of puberty who wears the awoso dress and carries the sceptre, sitting in front of the Omanhene in his palanquin.",Awoso,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
A case involving a penalty or fine,Amanenya-sem,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
A ceremony to revert the curse of a fetish,Asɔmmɔ,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
"A chief is like an odum tree, he has no front and no back.","Ohene te sɛ odum, onni anim nni akyiri.",0,10_ashantiproverbst00rattuoft_parallel
A chief of Jase.,Jasehene,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
A chief of a higher rank,Ohene,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
A chief of a town.,Odikro,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
A chief of the Abontendom division.,Abontendomhene,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
A chief or head of a division,Ohene,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
A chief or king,Ohene,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
A chief with the right to ride in a Palanquin,Opakani,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
A chief's child does not run to look at a head that has been cut off.,Ohene ba ntutu 'mirika ṅkofwɛ tiri.,0,10_ashantiproverbst00rattuoft_parallel
"A chief's oath is like the hole a yam is planted in, no one falls into it and gets out again unhurt.","Ohene ntam te sɛ bayɛrɛ amɔa, obi ntɔ mu mfa nehɔ tɔtrɔtɔ mfi adi da.",0,10_ashantiproverbst00rattuoft_parallel
A chief's personal oath,Brɛpo,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
A chief's servant eats fish and gets ideas.,Ahenkwā di adwene na wadwɛn asɛm.,0,10_ashantiproverbst00rattuoft_parallel
"A child breaks a snail, but he does not break a tortoise.",Abofra bo ṅwaw na ommo akyere yere.,0,10_ashantiproverbst00rattuoft_parallel
A child does not look into the soup pot for nothing he expects to be given some.,Abofra ṅfĩwe ọkwanseṅ ase kwa.,0,10_ashantiproverbst00rattuoft_parallel
"A child may be like his father, but he belongs to the mother's side from which he takes his name.","Oba se ose, nanso owo abusua.",0,10_ashantiproverbst00rattuoft_parallel
A child's gold dust is like a firebrand of the anyankoma tree; when it is broken up it soon burns out.,"Abofra sika te se anyaŋkôma gya, wotwa so a, na adum.",0,10_ashantiproverbst00rattuoft_parallel
"A child's ring does not go on an elder's finger, but as for his the child's food it goes into the elder's mouth.","Abofra kā na ẹŋkọ opanyiŋ nsa, na n'aduaŋ de ẹko panyiŋ anom.",0,10_ashantiproverbst00rattuoft_parallel
A crab does not give birth to a bird.,Okótó ṅwo anõmã.,0,10_ashantiproverbst00rattuoft_parallel
A crocodile's skin is sweeter than any other skin.,Odeŋkyem weree sene were-pá de.,0,10_ashantiproverbst00rattuoft_parallel
A custom of satisfaction for adultery,Brabbu,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
A custom regarding the rights of a husband over his ex-wife,Asommo,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
A custom related to marriage and divorce claims,Asommo,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
A customary payment made in respect to a girl's marriage,Tiri-sika,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
A customary payment made to the family of a bride,Aseda,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
A dance established and managed by elderly men or appointed young people,Adowa,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
A dance established and managed by elderly men or appointed young people,Densem,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
A dance established and managed by elderly men or appointed young people.,Adowa,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
A dance established and managed by elderly men or appointed young people.,Densem,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
A day kept sacred with no regular occupation,Fofie,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
A day of rest or custom excluding tribunal sittings,Awukudae,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
A de facto oath case,Ntamkeka,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
A dead sheep does not choose the knife it is to be cut up with.,Oguaṅ funu mpaw ọsekaṅ.,0,10_ashantiproverbst00rattuoft_parallel
A dispute or legal case,palaver,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
"A dog's thoughts lie in his chest, but not in his head. That is, he is always barking (talking and never keeps anything to himself.)","Okrãmãñ ne atiremsẹm da ne bo, na ẹna ne tirim.",0,10_ashantiproverbst00rattuoft_parallel
A fee paid forthwith if the son admits adultery,Ntarekyire,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
A fee paid forthwith if the son admits adultery,Nteho,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
A festival involving initiation into sacred ceremonies,Ohum,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
A festival involving the dance of boys between the ages of 8 and 12,Ohum-tufo,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
A festival of the Gã-Adangwe people,Homowo,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
A festival of the harvest and worship of ancestral Stools,Ohum,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
A fine or penalty nominally valued at £7,Bena,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
A fixed penalty for the breach of an oath,Tasuanu,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
A forbidden oath formula,Tram Kese,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
A form of Asiwa followed by a Chief or a rich man by laying hand on an infant girl as his future wife,Abaso Kyekyere,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
"A form of wrestling involving arm-to-arm and leg-to-leg combat, similar to Japanese Ju-jitsu",Aguma,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
"A form of wrestling involving arm-to-arm and leg-to-leg combat, similar to Japanese Ju-jitsu",Avensin,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
"A form of wrestling involving arm-to-arm and leg-to-leg combat, similar to Japanese Ju-jitsu.",Aguma,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
"A form of wrestling involving arm-to-arm and leg-to-leg combat, similar to Japanese Ju-jitsu.",Avensin,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
"A fowl has no ears, so does not get them boxed, but it gets its beating all the same.","Akokɔ nni asõ nanso ónnyã ne sõtore a, wode bɔ no ara.",0,10_ashantiproverbst00rattuoft_parallel
A free man's name is never lost.,Odehye din nyera da.,0,10_ashantiproverbst00rattuoft_parallel
"A general term applicable to all the Akan tribes, and it is just probable that it was the original name borne by the Akan-Fanti-tribes before the disintegration. Asante is unto this day called Asantii Kotoko.",Kotoko,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
A ghost does not wait for the living to begin to eat before it begins to partake.,Osamañ ṅtẽeñ teasefo ansã-na wadidi.,0,10_ashantiproverbst00rattuoft_parallel
A good case is not difficult to state.,Asẹm-pa nye ọkã-nã.,0,10_ashantiproverbst00rattuoft_parallel
A good spirit ghost looks after its child.,Osamaṅ-pa hyira ne ba.,0,10_ashantiproverbst00rattuoft_parallel
A gun does not burst in Europe and wound a man in Africa.,Otuo mpae Abŭrokyiri mmɛkã onipa wo Abibirim'.,0,10_ashantiproverbst00rattuoft_parallel
A gun with a large brass barrel,Ohum,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
A gun-shot does not wound one animal and cause pain to another animal. Lit. the skin of another.,Otuo ntow aboa bi nnyae ṅkohyehye aboa bi ĭwere mu.,0,10_ashantiproverbst00rattuoft_parallel
"A horse does not turn to the side without a cause. That is, it is answering to the rein.",Opoŋko mmaŋ kwa.,0,10_ashantiproverbst00rattuoft_parallel
"A horse has a tail and an elephant has a tail, but that of the horse is a little larger than that of the elephant.","Opoŋko wo dua, esóno wo dua, na opoŋko de kyeŋ sóno de kākrā.",0,10_ashantiproverbst00rattuoft_parallel
A knave for one is a good man for another.,Obi busuyefoo ne bi nipa-pa.,0,10_ashantiproverbst00rattuoft_parallel
A man is brought forth; his enemy has already been born.,"Wowo nipa, na woawo ne tamfo.",0,10_ashantiproverbst00rattuoft_parallel
A man is made in the forefront of battle and not by remaining at home.,"Obarima, voye no dom āno, na woṅyé no fie.",0,10_ashantiproverbst00rattuoft_parallel
A man of royal blood does not need to have his name proclaimed.,"Odehye, wompae.",0,10_ashantiproverbst00rattuoft_parallel
"A matter which in one place is a subject of mirth, in another place is the cause of tears.",Asẹm a wọkã serew wọ bãbi na wọkã sũ wọ bãbi.,0,10_ashantiproverbst00rattuoft_parallel
"A meal of pounded coco-yam, plantain or yams",Fufuo,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
A mere civil case,Mansɔtwe-sem,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
A method of commencing an action at the tribunal,Ntamkekã,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
A method of commencing an action at the tribunal,Ntamkãguso,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
A method of commencing an action at the tribunal,Ntamto,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
A minor chief or village head,Odikro,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
A month after Christmas,Buronya akyi bosome baako,0,01_medical_glossary
A month after Christmas.,Buronya akyi bosome baako,0,01_medical_glossary
"A nation is can be destroyed, how much more one home lit. a gate.","Oman bo, na menné abobow.",0,10_ashantiproverbst00rattuoft_parallel
A parrot lays its eggs in the hollow of a tree because it does not wish any one to see them.,Akō mpe se obi hū ne ṅkesua nti na otow gu duam'.,0,10_ashantiproverbst00rattuoft_parallel
"A parrot's feather, if you see but a single one, do not throw a stone at it, for it comes from where there are a great many more.","Akō ntakŭra, se wuhū ne ṅko a, ntow no bo, na ofi dodow mu.",0,10_ashantiproverbst00rattuoft_parallel
A path has ears.,Okwaŋ wɔ asõ.,0,10_ashantiproverbst00rattuoft_parallel
A payment or institution related to the control of a child's individuality and freedom between the father and maternal uncle,Tamboba,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
A payment or institution related to the control of a child's individuality and freedom between the father and the maternal uncle,Tamboba,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
"A people are like unto a load containing many things, you cannot perceive all the contents in a single day.","Omaṅ te se adesoa, woṅhũ mu ade dakoro.",0,10_ashantiproverbst00rattuoft_parallel
A person born of an unlawful connection,aguamanba,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
"A person in full attire, often associated with the King's household or ritual duties",Akrafo,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
"A person in full attire, often associated with the royal household or specific ceremonial roles",Akrafo,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
A political head of a town,Odikro,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
A poor man does not chose his sleeping-place.,Ohĩani mpaw dabere.,0,10_ashantiproverbst00rattuoft_parallel
A private matter is not like the old cloth that has been spread to dry in the market-place.,Afisẹm nye atamagow na woasi ahatá gua sò.,0,10_ashantiproverbst00rattuoft_parallel
A procedure that can take place before a head-of-family or before a chief in camera,Nkrobo,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
A procedure which can take place either before a head-of-family having no recognized tribunal or before a chief in camera and out of his ordinary course of procedure,Nkrobo,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
A proud slave is taken and buried with the corpse of his master.,"Akoa ohantanni, wode no sie funu.",0,10_ashantiproverbst00rattuoft_parallel
A rat is inside the hole.,Kúsíé hyɛ́/ dá àmèná nó mú.,0,15_twi-sample_parallel
A river does not flood out the toucans which roost on the tops of high trees.,Asu nyiri ṅwam.,0,10_ashantiproverbst00rattuoft_parallel
A river lit. water you would not bathe in is not drunk from.,"Asu a wońńuare no, wońnom.",0,10_ashantiproverbst00rattuoft_parallel
A runaway prisoner,Mpanin odwanefo bi aba ha,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
A sacred day falling on the second Friday following Awukudae,Fofie,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
A section of the palace where firewood is kept,Jase,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
A set of drums,Fontomfrom,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
A set of drums,Mpentin,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
A sheep does not give birth to a goat.,Oguanteṅ ṅwo aberekyi.,0,10_ashantiproverbst00rattuoft_parallel
A slave does not choose his master.,Akoa mpaw wura.,0,10_ashantiproverbst00rattuoft_parallel
A slave does not eat the second yam crop without good reason.,Akoa nni mpow kwa.,0,10_ashantiproverbst00rattuoft_parallel
A slave does not make up his own mind about going to war.,Akoa ṅhyẹ nehõ ntu sa.,0,10_ashantiproverbst00rattuoft_parallel
A slave does not point out where good sticks for building are to be found.,Akoa ṅkyere nnannua.,0,10_ashantiproverbst00rattuoft_parallel
A slave is as a matter of course guilty.,Akoa di fo.,0,10_ashantiproverbst00rattuoft_parallel
"A slave is like the flint on the striker of the gun which, if it were wanting, would make the gun useless. He is a necessary member of the community.","Akoa te se twerebo; enni otuo ano a, enye 'ye.",0,10_ashantiproverbst00rattuoft_parallel
"A slave is like unto corn ground into flour; when a little water is sprinkled on it, it becomes soft. A slave is easily influenced by kind treatment.","Akoa te se kyekyire, wode nsu kakra gu no so a, na ahono.",0,10_ashantiproverbst00rattuoft_parallel
A slave knows his master.,Akoa nim wura.,0,10_ashantiproverbst00rattuoft_parallel
A slave who knows how to serve succeeds to his master's property.,Akoa a onim sɔ̃m di ne wura ade.,0,10_ashantiproverbst00rattuoft_parallel
A slave wife or bought-wife,tò-yere,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
A slave's wisdom is in his master's head.,Akoa nyansa wo ne wura tirim.,0,10_ashantiproverbst00rattuoft_parallel
A small amount of money paid to witnesses,Doma-fa,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
A snake does not bite a man without a cause.,Ọwọ ṅka onipa kwa.,0,10_ashantiproverbst00rattuoft_parallel
"A snake is like rope, but it is not for that reason taken to bind a thing with.","Ọwọ te sẹ hãmã, na wọmfa ṅkyekyere ade.",0,10_ashantiproverbst00rattuoft_parallel
A special celebration held every six weeks on a Wednesday,Awukudae,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
A specific oath used to define the penalty for breaking a law,Kwanyako,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
A specific oath used to define the penalty for breaking a law,Wakuda,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
A spider which does not really wish to spin spins its web on a much frequented road where the people passing soon break it.,"Ananse a ọmpe aṅwene bi aṅwene, na ọṅwene tempoṅ mu.",0,10_ashantiproverbst00rattuoft_parallel
A spirit or ghost that is seen at intervals by living persons.,Osamaṅ-twẽn-twẽn.,0,10_ashantiproverbst00rattuoft_parallel
"A spirit world, inhabited by asamanfo spirits see note on No. 34, osaman.",Asaman.,0,10_ashantiproverbst00rattuoft_parallel
A stranger causes one to get money but he also is the cause of one getting bad debts.,Ohoho ama woanya sika ama woanya kaw.,0,10_ashantiproverbst00rattuoft_parallel
A stranger does not break laws.,Ohoho nto mmara.,0,10_ashantiproverbst00rattuoft_parallel
A stranger does not carry the head of the corpse.,Ohoho nsoa funu ti.,0,10_ashantiproverbst00rattuoft_parallel
A stranger is like a child.,Ohoho te se abofra.,0,10_ashantiproverbst00rattuoft_parallel
A stranger is like unto the water running over the ground after a rain storm which soon dries up and leaves little trace behind.,Ohoho te se sunsuansu.,0,10_ashantiproverbst00rattuoft_parallel
"A stranger may have big big eyes, but he does not see into what is going on among the people he is among, whereas the town's man, with little little eyes, he knows all the town's affairs.","Ohoho ani akese-akese, nanso enhu man mu asem, na nea ode kurow aniwa nkete-nkete na ohu mu asem.",0,10_ashantiproverbst00rattuoft_parallel
"A symbol of authority and office, often associated with ancestral spirits",Stool,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
"A symbol of authority or office, often used to refer to the throne or the ancestral spirit associated with it",Stool,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
A system by which an owner of land arranges with a tenant for payment to him of one-third share of the proceeds of crops realizable from the tenanted property.,Abusa,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
A third order of councillors who are elected representatives of the community as an integral whole.,Asafoatsefo,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
"A traditional office or role, often associated with the council or military companies",atrafo,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
A tree does not grow bent for thirty years that one should expect to straighten it in one.,"Dua mfa mfe aduasã ǹkyea, na womfa afe koro ntɛe no.",0,10_ashantiproverbst00rattuoft_parallel
A tribunal or informal hearing body,Bagua,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
"A tribunal presided over by a Chief or Ohene with sub-chiefs, captains, and elders of the sub-division.",Sub-Divisional Tribunal,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
A type of oath,Ntamkoko,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
A type of talking drum,Atumpan,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
A village head or chief,Odikro,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
"A vulture's body is a foolish looking thing, yet even he does not eat without first having had his bath.","Opete hō na eye ṅkwasea, nanso okyi aguare-anni.",0,10_ashantiproverbst00rattuoft_parallel
A war captain does not take the oath before going to fight.,Osafohene nsua na wakɔ.,0,10_ashantiproverbst00rattuoft_parallel
A wax bullet is not used to shoot an elephant.,Womfá akărā ntow sóno.,0,10_ashantiproverbst00rattuoft_parallel
"A white ant is like a louse, and yet they are not really the same.","Mfotee te se dǐwie, nanso o nè no nse.",0,10_ashantiproverbst00rattuoft_parallel
"A wife is like a blanket; when you cover yourself with it, it irritates you, and yet if you cast it aside you feel cold.","Oyere te sɛ kũntũ; wòdè katá wo sò a, wo hɔ̃ keka wo, wuyi gu hɔ nso a, awɔw de wo.",0,10_ashantiproverbst00rattuoft_parallel
A wife is not meat that she should be parcelled up and sent out to others.,Oyere nye nãm na woakyekye amãnã.,0,10_ashantiproverbst00rattuoft_parallel
"A witch is passing! a witch is passing! some one cries, but if you are not a witch you do not turn your eyes to look.","Obayifo oreko e! obayifo oreko e! na wonye obayifo a, wuntwa wo ani.",0,10_ashantiproverbst00rattuoft_parallel
"A word that when spoken you would wish back, let it remain unspoken in your head.","Asẹm a wobese na wobẹsaŋ no, fa sã mã ẹŋka wo tirim.",0,10_ashantiproverbst00rattuoft_parallel
A young crab has no meat in its claws.,Okótó foforó aperew mu nni nãm.,0,10_ashantiproverbst00rattuoft_parallel
AIDS acquired immunodeficiency syndrome,AIDS Babasowerɛmfo yadeɛ a ɛte bammɔ a obi anya so,0,07_hs_living_environment_twi_parallel
ATP adenosine tri-phosphate,nkwaboa a ɛkora ahoɔden a nipadua no de di nkwammoa ahoɔdɔ ho dwuma adenosine triphosphate (ATP),0,07_hs_living_environment_twi_parallel
Abdominal distention.,M'afuru ahyɛ / ahono,0,01_medical_glossary
Ability,ahoɔden nea wutumi yɛ,0,07_hs_living_environment_twi_parallel
Abiogenesis,Onni nkwa-nkwanya sɛnea yenya nkwa fi nea nkwa nnim mu,0,07_hs_living_environment_twi_parallel
Abiotic,Onni nkwa nea nkwa nnim,0,07_hs_living_environment_twi_parallel
Abofosie Hunters' and executioners' dances,Abofosie,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
Aboriginal,Fa mfiase kuromfo ho,0,12_hs_global_history_twi_parallel
Abortion,Nyinsɛn tuguo/ Nyinsɛn yiguo,0,01_medical_glossary
Accumulate,boa ano boaboa ano,0,07_hs_living_environment_twi_parallel
Achilles heel,nipadua no fa' a ɛyɛmmɛɛ a wɔfa hɔ toa obi,0,09_Twi-Dictionary_parallel
Acromegaly,"Akromigali etire, nsa ne nan nyinimmorosoɔ yadeɛ",0,07_hs_living_environment_twi_parallel
Action commenced by both parties to a dispute swearing the national oath in vindication of their respective claims,Ntamkekã,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
Action commenced by oath,Ntamkãguso,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
Action commenced by oath,Ntamto,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
Actual connexion with penetration,Obarima no pɛ ɔbea no pɛ pa,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
Addiction,deɛ aka obi hɔ nkahɔ,0,07_hs_living_environment_twi_parallel
Adenine,nkwammoa mu nhyehyɛeɛ no bi adenin,0,07_hs_living_environment_twi_parallel
Adolescence,Abaayaewa anaasɛ abarimaa berɛm mmabun bere,0,07_hs_living_environment_twi_parallel
Adrenaline,Anigyedeɛ ade a ɛma yenya ahoɔden de di ehu/ɔhaw so,0,07_hs_living_environment_twi_parallel
Adsorption,Efi twee gas mu nneɛma nketenkete a ɛka biribi so,0,07_hs_living_environment_twi_parallel
Adultery fine or compensation,Ayefare,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
Adultery fine or damages,Ayefare,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
Adultery or compensation for adultery,ayefare,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
Adultery or seduction fine,ayefare,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
