page,eng,twi
7,Federal Cybersecurity Enhancement Act of 2015,Aban Nkabom Ntentanfidie ho Mpotuo Mmara a wɔyɛɛ no 2015 (Federal Cybersecurity Enhancement Act of 2015)
7,federal funding,mmoa a ɛfiri aban nkabom ho
7,federal government,aban nkabom
7,federal law,aban nkabom mmara
7,federal program,aban nkabom dwumadie
7,female (adjective),ɔbaa
7,field materials,adwuma no ho nnoɔma
7,field staff,dwumadie no ho adwumayɛfoɔ
7,field work,dwumadie
7,field worker,dwumayɛni
7,first name,din a wode too no (first name)
7,for rent,de ma ahan
7,for sale only,retɔn nkoara
7,foster child,abɔfra a owofoɔ foforɔ na ɛretete no (foster)
8,friend,adanfoɔ
8,fund (verb),fotoɔ
8,funding,resɔ asene
8,government,aban
8,government office,aban asoeɛ
8,government worker,aban dwumayɛni
8,governor,aban panin a ɔwɔ mantam
8,grandchild,nana
8,grandparent,nana (m'awofo awofo)
8,group quarters,nnipakuo atenaeɛ
8,guide,nhwɛsoɔ
8,hard-to-count population,nnipakuo a wɔn kan yɛ den
8,home,efie
8,home equity loan,efie wo de bosea na anya
8,homeownership data,efiewura ho nsɛm
8,hotel,ahomegyebea (hotel)
8,house,ɛdan
8,household,efie kɛse
9,household question,efie kɛse mu nsɛmmisa
9,householder,efie kɛse mu nnanoni
9,housing assistance,efie ho nhyehyɛɛ mmoa
9,housing data,adan ho nsɛmfua
9,housing unit,afie (housing unit)
9,identification,w’ahyɛnsodeɛ
9,infant,abɔtɔfoa
9,infographic,mfonin
9,in-law,asew
9,in-person interview,rebisa nsɛm anim ne anim
9,Integrated Communications Campaign,Nkitahodie Nkabomu Dawurobɔ
9,Integrated Partnership and Communications,Ayɔnkofa Nkabom ne Nkitahodie
9,Internet,Ntanɛte
9,interview,rebisa nsɛm
9,interviewer,obi a wɔbisa nsɛm
9,invitation,nsatoɔ
9,jail,afiase
9,language,kasa
10,language guide (guide to complete the 2020 Census),kasa akwankyerɛ (nhwɛsoɔhwɛ ɛbɛboa ama w’awie 2020 Nnipakan)
10,last name,abusua din (last name)
10,law,mmara
10,lease,awowa
10,library,nwoma korabea
10,lien,akwanya sɛ wode kora obi agyapadeɛ kɔpem sɛ wɔbetua ne ka
10,limited-English-speaking household,fidua a emu nnipa ntumi nka Brɔfo kasa yie
10,live-in employee,dwumayɛni wɔ efie hɔ
10,living quarters,nnipa atenaeɛ
10,loan,bosea
10,loan secured by real estate,bosea w’agye na wode agyapadeɛ asi awowa
10,local housing market,adansie ho dwa a ɛwɔ mpɔta mu
10,male (adjective),ɔbarima
10,mandated,wɔahyɛ no
10,mandated by law,ɔhyɛ a ɛfiri mmara mu
10,mandated by the Constitution,ɔhyɛ a ɛfiri Mmarakunini mu
10,mandatory,ɔhyɛ
10,mayor,amankrado
11,media,nkratofoo
11,member of Congress,badwani
11,methodology,ɛkwan
11,migrant worker,atukɔtena dwumayɛni
11,military assignment,asraafoɔ dwumadie
11,mobile home,ɛdan a wɔyɛ no mfidihyehyɛbea ansa na wɔde apue akɔ beaɛ wɔpɛ sɛ wɔde kɔ
11,month,bosome
11,mortgage,asiwa
11,motel,ahomegyebea (motel)
11,mother,ɛna
11,National Partnership Program,Oman Ayɔnkofa Dwumadie
11,neighborhood,mantamu
11,newborn,abɔfra a wowoo no nkyɛɛ
11,newspaper,dawubɔ krataa
11,non-profit organization,ekuo a ɛnyɛ adwuma mpɛ mfasoɔ
11,Nonresponse Followup,Sankɔhwɛ a wɔyɛ berɛ a mmuaeɛ biara amma
11,Notice of Visit,Saneba Nkra
11,nursing home,nteteɛbea
12,occupancy,rebetena mu
12,occupied without payment of rent,te mu a ɛtɔɔ tua biara nni mu
12,Office of Management and Budget (OMB),Asoeɛ a ɛhwɛ Ntotoeɛ ne Sika Ntotoeɛso (OMB)
12,OMB approval number,OMB ngyentumu nɔma
12,online,abɛɛfo ntentanfidie
12,opposite-sex husband/wife/spouse,bɔbeasu sonoko kunu/yere/hokani
12,opposite-sex unmarried partner,bɔbeasu sonoko a wɔnwareɛ
12,other nonrelative,wɔn a wɔnyɛ abusuafoɔ
12,other relative,busuani foforɔ
12,owned free and clear,"wode, hwee nni mu, na emu da hɔ"
12,owned with a mortgage or loan,wo dea anaa sɛ obi a ɔwɔ fie ha na mode bosea na agye
12,paper questionnaire,nsɛmmisa a ɛwɔ krataa so
12,Paperwork Reduction Act,Rete Nkrataadwuma yɛso Mmara (Paperwork Reduction Act)
12,parent,owofoɔ
12,parent-in-law,asew (wo hokani awofoɔ)
12,partner (Census Community Partnership and Engagement Program or national partnership),dwumakuo nkahobom
12,partnership,nkabom
12,partnership specialist,nkabomu mu ɔbenfo
13,partnership toolkit,nkabomu no ho anwenade
13,permanent place to live,beaeɛ pɔtee a wo te
13,person experiencing homelessness,obi a wɔnni fie mu tena
13,person without a permanent place to live,obi a ɔnni baabi pɔtee te
13,personal information,wo ho nsɛm
13,personally identifiable information,wo ankasa ho nsɛm a wɔde bɛhu wo
13,physical location,beaeɛ wote
13,population,nnipakuo
13,population density,nnipakuo a ɛwɔ beaeɛ
13,Post Office Box Address,Post Ofise Adaka Adrɛɛse
13,postage-paid envelope,ɛnfolepo a w'atua ho ka dada
13,postcard,nkratoɔ krataa
13,prison,afiase
13,privacy,kokoamsɛm
13,Privacy Act System of Records Notice,Kokoam Mmara Nhyehyɛeɛ eho Nneɛma a wɔde sie ho Nkaebɔ (Privacy Act System of Records Notice)
13,private sector,ankorakora asoeɛ
13,protected by law,mmara bɔ ho ban
13,public relations,nnipakuo ho
14,published estimate,nsusuyɛ a wɔde ato dwa
14,Puerto Rico,Puerto Rico
14,questionnaire,nsɛmmisa
14,race,abusuakuo
14,race or origin,abusuakuo anaa baabi a wo firi
14,radio,kasafidie
14,recruit,refa obi adwuma mu
14,redistricting,rekyekyɛ mansini mu
14,Regional Census Center,Nnipakan Asoeɛ a ɛwɔ Mantam mu
14,Regional Director,Panin a wɔwɔ Mantamu
14,Regional Office,Mantamu Asoeɛ
14,regional partnership,mantamu ayɔnkofa
14,relationship,nkitahodie
14,relative,obusuani
14,rented,w'ahan
14,"rented, not occupied","w'ahan, obiara nte mu"
14,representative,nanmusini
14,required by law,mmara no hyɛ
15,residence,tenabea
15,resident (someone who lives or stays at the address),deɛ wote ha
15,respondent,mmuanoyini
15,response,mmuaeɛ
15,response options,mmuaeɛ wopɛ
15,roommate or housemate,deɛ wo ne no da dan mu anaa wo ne no te fie (roommate or housemate)
15,rural,kuro ketewa
15,rural route,kuro ketewa kwan (rural route)
15,same-sex husband/wife/spouse,bɔbeasukorɔ kunu/yere/hokani
15,same-sex unmarried partner,bɔbeasukorɔ a wɔnwareɛ
15,"seasonal, recreational, or occasional use","wɔde yɛ adwuma ɛberɛ, anigyeberɛ anaa ɛberɛ pɔtee bi"
15,separate structure,efie a ate ne ho
15,shelter,dabrɛ
15,small/local business,nwuma nketewa/nwuma a ɛfiri ɔman no mu
15,social media,sohyia midia
15,"sold, not occupied","y'atɔn, obiara nte mu"
15,son-in-law or daughter-in-law,asew (wo ba hokani)
15,sponsorship,asɔ asene
16,stakeholder,deɛ woka bi a ɛwɔ mu
16,state,ɔman (state)
16,State Data Center,ɔman Nsɛm Asoeɛ (State Data Center)
16,statistics,nkontabuo
16,Statistics in Schools,Nkontabuo wɔ Sukuu ahodoɔ mu (Statistics in Schools)
16,stepson,abanoma
16,stepdaughter,abanoma
16,street address,kwantenpɔn no aderɛse
16,street intersection,kwantenpɔn ahyiaeɛ
16,street name,kwantenpɔn no din
16,submitting your questionnaire,rede nsɛmmisa no resan akɔ
16,teacher,ɔkyerɛkyerɛni
16,television,tɛlɛbihyɛn
16,third-party data,nnipakuo foforɔ nsɛm
16,Title 13,Ti 13
16,"Title 13, U.S. Code, Sections 141, 193, and 221","U.S. Mmara, Ti 13, ɔfa 141, 193 ne 221"
16,Title 26,Ti 26
16,trailer,keteke ahyɛn
16,transitory location,beaɛ wontena hɔ
17,U.S. Census Bureau,U.S. Nnipakan Asoeɛ
17,U.S. Congress,U.S. Mmarahyɛbadwakuo
17,U.S. Constitution,U.S. Mmarakunini
17,U.S. House of Representatives,U.S. Anamusifoɔ
17,U.S. Senate,U.S. Mmarahyɛbadwa
17,United States,Amerikaman
17,Update Enumerate,Bɛba/Abɛkan
17,Update Leave,Bɛba/Wɔregya
17,urban,kuro kɛse mu
17,vacant and abandoned properties,agyapadeɛ a ɛdampan na w’agya no hɔ
17,voting,abatoɔ
17,voting rights,abatoɔ ho kwan
17,Web site,Wɛbsaite
17,year,afe
17,year of birth,awoda afe
18,African American,Bibini Broni
18,American Indian or Alaska Native,Amerika Indiani anaasɛ Alaskani
18,Asian Indian,Asia Indiani
18,Aztec,Aztecni
18,Black or African American,Nipa Tuntum anaa Bibini Broni
18,Blackfeet Tribe*,Blackfeet Tribe
18,Cambodian,Cambodiani
18,Chamorro,Chamorroni
18,Chinese,Chinani
18,Colombian,Colombiani
18,Cuban,Cubani
18,Dominican,Dominicani
18,Ecuadorian,Ecuadorni
18,Egyptian,Egyptni
18,English,Englandni
19,enrolled or principal tribe,w'adɔm anaa wo bɔ abusuakuo titire
19,Ethiopian,Ethiopiani
19,Fijian,Fijini
19,Filipino,Filipini
19,German,Germanni
19,Guatemalan,Guatemalani
19,Haitian,Haitini
19,"Hispanic, Latino, or Spanish origin","Hispani, Latinni, anaa Spaini"
19,Hispanic origin,Hispanifo
19,Hmong,Hmongni
19,Irish,Irelandni
19,Italian,Italini
19,Jamaican,Jamaicani
19,Japanese,Japani
19,Korean,Koreani
19,Lebanese,Lebanoni
19,Marshallese,Marshalni
19,Mayan,Mayani
20,Mexican,Mexiconi
20,Mexican American,Mexico Amerikani
20,Chicano,Chicanoni
20,Native Hawaiian,Hawaini nimpɔn
20,Native Village of Barrow Inupiat Traditional Government*,Native Village of Barrow Inupiat Traditional Government
20,Navajo Nation*,Navajo Nation
20,Nigerian,Alatani
20,Nome Eskimo Community*,Nome Eskimo Community
20,Other Asian,Asianfo Afoforo
20,Other Pacific Islander,Pacific Islandni foforɔ
20,Pakistani,Pakistani
20,Puerto Rican,Puerto Riconi
20,Salvadoran,Salvadorani
20,Samoan,Samoani
20,Somali,Somaliani
20,Some other race,Abusuakuo foforɔ bi
20,Spaniard,Spaini
20,Tongan,Tongani
21,Vietnamese,Vietnamni
21,White,Obroni Fitaa
