page,eng,twi
4,collective security,nyinaa ahobammɔ
4,colonialism,ɔman foforo sodi
4,colony,ɔman a wodi wɔn so
4,command economy,ɔman sikasɛm a wonya biribiara
4,commercial revolution,aguadi mu nsesa
4,common good,nea obiara pɛ
4,common law,sɛnnahɔ mmara
4,communication,nkitahodi
4,communism,nhyehyɛe a biribiara yɛ aban de
5,communist Party,kɔmunist Amanyɔkuw
5,community,mpɔtam
5,concentration camp,nneduaban
5,concept,nea wosusuw ho
5,conclusion,awiei asɛm
5,conflict,ntawantawadi
5,Confucianism,Confucius som
5,Congress of Vienna,Vienna Nhyiam
5,conquest,mmeae a wadi so nkonim
5,conquistadores,wɔn a woko gyee aman
5,consent,gye tom
5,conservation of resources,abɔde so a wɔkora
5,conservative,fa adekora ho
5,constitution,mmara nhoma
5,constitutional monarchy,obiakofo tumidi a mmara ta akyi
5,consumption,adedi
5,containment,ade mu kura
5,contemporary issues,bere koro mu nsɛm
5,continent,aman ahorow asase
5,contribution,ntoboa
5,controversial events,nsɛm a asisi a akasakasa bata ho
5,costs,ka ahorow
5,Counter Reformation,Atuatew Nsɔano
5,country,ɔman
5,coup d'état,aban yi denam asraafo so
5,Creoles,Kasa afrafra
5,crisis,ntɛmpɛ asɛm
5,Crusades,Ɔko ahorow
5,Cuban missile crisis,Cuba bɛmma ɔhaw mmere
5,cultural diffusion,amammere nkɛnɛnso
5,Cultural Revolution,Amammere Nsesae
5,culture,amammere
5,customs,amanne
5,Czar,Czar
5,Dark Ages,Sum Mmere
5,debt,ɛka
5,decline,kɔ fam
5,deforestation,nnua twitwa
5,democracy,ka bi ma menka bi amammu
5,demographic patterns,nea wɔhyɛ nsow wɔ nnipa dodow bi mu
5,desertification,anhwea pradada a wɔma ɛba
5,despot,kankabi sodifo
5,despotism,kankabi amammu
5,detente,akasakasa ho dwumadi
5,developing country,ɔman a afei na wɔrenya nkɔso
5,diaspora,aman afoforo mu
6,dictatorship,kankabi amammu
6,diplomacy,kasadɛ a wɔde di haw ho dwuma
6,direct democracy,ka bi ma menka bi amammu tee
6,discrimination,nhwehwɛanim
6,discuss,bɔ ho nkɔmmɔ
6,diseases,nyarewa
6,displaced persons,nnipa a wɔapam wɔn afi wɔn man mu
6,dissident,nea ɔsɔre tia
6,distance,kwan tenten
6,distribution,ade kyekyɛ
6,diversity,sɛnea egu ahorow
6,divine right,hokwan a efi Nyankopɔn hɔ
6,drug trafficking,nnubɔne ho aguadi
6,dynasty,abusuakuw bi tumidi
6,earth,asase
6,Eastern Hemisphere,Asase no Apuei
6,economic growth,sikasɛm mu nkɔso
6,education,nhomasua
6,effect,nsunsuanso
6,Egypt,Egypt
6,election,abatow
6,embargo,anohyeto
6,emigrate,fi ɔman mu
6,emperor,tumidifo
6,empire,tumidi
6,encomienda system,ɛnkɔmiɛnda nhyehyɛe
6,encounter,nhyiam
6,endangered species,mmoakuw bi a wɔn so retew
6,enforce,mmara a wɔma ɛyɛ adwuma
6,ENGLISH,ENGIRESI
6,English Bill of Rights,Engiresi Fahodi Mmara
6,enlightenment,anibue
6,environment,baabi tebea
6,epidemic,tebea a mpɔtamfo nya yare bi bere koro mu
6,equal,yɛ pɛ
6,era,bere
6,Estates-General,Franse Boayikuw
6,ethnic cleansing,abusuakuw bi a wɔtɔre wɔn ase
6,ethnic conflict,abusuakuw mu ntawantawadi
6,ethnic groups,abusuakuw ahorow
6,ethnic tension,abusuakuw mu akasakasa
6,ethnocentrism,obi abusuakuw a ɔpɛ
6,Eurasia,Eurasia
6,Eurodollar,Eurodɔla
6,European Union,Europa Aman Nkabomkuw
6,events,nsɛm a ɛresisi
7,excommunication,tu a wotu obi fi asɔre bi mu
7,expansion,kɛseyɛ
7,exploitation,de di dwuma kwammɔne so
7,exploration,ade foforo mu hwehwɛ
7,export,fa kɔ amanɔne
7,extraterritoriality,hye akyi
7,fact,nokwasɛm
7,factors,nneɛma a ɛde ba
7,famine,aduankɔm
7,Fascism,Kankabi aban nhyehyɛe
7,Fascist Party,Kankabi Amanyɔkuw
7,federation,ahorow nkabom
7,Fertile Crescent,Kɔntɔnkrɔn Fa Asasepa
7,feudalism,nnipa foforo sodi
7,fiefdom,ɔman a afoforo di wɔn so
7,folklore,anansesɛm
7,foreign,fi ɔman foforo
7,foreign aid,mmoa a efi ɔman foforo
7,foreign policy,aman afoforo nkitahodi gyinapɛn
7,free trade,aguadi a anohyeto nnim
7,French Revolution,Fransefo Aban Sesa
7,fundamentalism,nhoma kronkron mu nsɛm a wɔfa no saa ara
7,gender,bɔbeasu
7,generations,awo ntoatoaso
7,ENGLISH,ENGIRESI
7,genocide,abusuakuw ase tɔre
7,geographic factors,asase ani nneɛma a ɛde ba
7,geography,asase ani yɛbea nhomasua
7,ghetto,mpɔtam a ahiafo te
7,glasnost,Soviet aban hokwan ma
7,global economy,wiase sikasɛm nhyehyɛe
7,global history,wiase abakɔsɛm
7,global market,wiase aguadibea
7,global migration,wiase aman ntam akwantu
7,global trade,wiase aguadi
7,global village,wiase biako
7,globalization,trɛw kɔ wiase nyinaa
7,globe,wiase
7,Glorious Revolution,Anuonyam Nsesae
7,goals,botae horow
7,gothic,fa tete mmere mu ho
7,government,aban
7,groups,kuw ahorow
7,guerrilla warfare,atetee ɔko
8,Hammurabi Code,Hammurabi Mmara
8,Hellenistic,fa Hela ho
8,heretic,ɔsom ɔɔretiafo
8,Hinduism,Hindusom
8,Holocaust,Nnipa asetɔre
8,Holy Land,Asase Krɔŋkrɔn
8,human rights,nnipa fahodi
8,humanism,gyidi a ɛfa nnipa nkutoo ho
8,humanitarian,nea ɛfa nnipa ho
8,hunters and gatherers,abɔmmɔfo ne adesesafo
8,ideas,nsusuwii ahorow
8,immigration,aman ntam akwantu
8,imperialism,hye mu trɛw tirimbɔ
8,import,kra fi ɔman foforo mu
8,income,akatua
8,Indian Empires,India Tumidi ahorow
8,indulgences,nea wɔde ho hyehyem
8,Indus Valley,Indus Bun
8,Industrial Revolution,Nsesa kɔ Mfiridwuma mu
8,industrialism,mfiridwuma a wɔde adwene si so
8,inflation,nneɛma bo sorokɔ
8,ENGLISH,ENGIRESI
8,infrastructure,adan ne akwan
8,inquisition,Roman asɔre asɛnnibea
8,interdependence,mmoa ma wɔn ho wɔn ho
8,interpretation,nkyerɛase
8,invasion,baabi a wowura
8,invention,ade foforo a wɔda adi
8,Iron Curtain,Dade Ntama (Nkitahodi Kwansiw)
8,irrigation,nsu a wɔde kɔ afuw mu
8,Islam,Kramosom
8,isolationism,nteho nhyehyɛe
8,jihad,ɔko krɔŋkrɔn
8,Judaism,Yudasom
8,justice,atɛntrenee
8,knowledge,nimdeɛ
8,Koran,Koran
9,laissez-faire,fahodi a wɔde ma tumidi
9,land grants,aban asase a wɔde ma
9,land reform,nsase nhyehyɛe mu nsakrae
9,language,kasa
9,Latin America,Latin Amerika
9,latitude,tɛtrɛtɛ
9,legend,anansesɛm
9,legislature,mmarahyɛ bagua
9,liberal,fa hokwan ho
9,liberty,fahodi
9,Life expectancy,Asetena bere
9,literacy,akenkan ne akyerɛw
9,location,beae
9,longitude,tenten mu
9,Magna Carta,Magna Carta
9,maize,aburow
9,majority,dodow kɛse
9,Mandate of Heaven,Ɔsoro Tumi
9,manor,sodifo tenabea
9,maps,nsase mfonin
9,ENGLISH,ENGIRESI
9,Marshall Plan,Marshall Nhyehyɛe
9,Marxism,Karl Marx nsusuwii
9,massacre,nnipa kunkum
9,Mecca,Mecca
9,medieval,fa mfinimfini bere ho
9,Meiji Restoration,Meiji Nsiananmu
9,mercantilism,sikasɛm nhyehyɛe a aban nsa wɔ biribiara so
9,meridian,nkɔso mpenpenso
9,Mesoamerica,Mɛsoamerika
9,Mesopotamia,Mɛsopotamia
9,mestizos,obi a ofi mmeae horow
9,Mexican Revolution,Mexico Aban Sesa
9,Middle Ages,Mfinimfini Mmere
9,Middle East,Mfinimfini Apuei
9,migrant,tukɔtenafo
9,migration,aman ntam akwantu
9,militarism,ɔko kwan so
9,millennium,mfe apem
9,minority,dɔm ketewa
9,missionary,asɛmpatrɛwfo
9,modern,nnɛ mmere mu
9,monarchy,obiakofo tumidi
9,Mongol,Mongol
10,monotheism,Nyankopɔn biako mu gyidi
10,monsoon,mɔnsun(mframa a ɛde nsu ba)
10,mosque,kramodan
10,Mothers of the Plaza De Mayo,Plaza De Mayo Maamenom
10,mountains,mmepɔw
10,multicultural,fa amammere ahorow ho
10,Napoleonic Code,Napoleon Mmara
10,nation state,ɔmanpɔ amammere
10,nationalism,ɔmanpɛ
10,natural resources,ɔbɔade nneɛma
10,Nazism,Nazi nhyehyɛe
10,negotiate,di nkitaho
10,Neolithic,fa 10000 A.Y.B. reba ho
10,neutrality,fa biara a wonni
10,New Imperialism,Hye mu trɛw foforo
10,Ninety Five theses,Aduokrɔn Anum kyerɛwtohɔ
10,Nobel Peace Prize,Nobel Asomdwoe Nkonimbo
10,nobility,soronkoyɛ
10,nomads,atukɔfo
10,ENGLISH,ENGIRESI
10,nonalignment,nteho
10,non-violence,amimde a wɔnnyɛ
10,North America,Amerika Atifi
10,North America Free Trade Agreement (NAFTA),Amerika Atifi Aguadi Nhyehyɛe (NAFTA)
10,North Atlantic Treaty Organization (NATO),Atlantik Atifi Tirimbɔ Ahyehyɛde (NATO)
10,nuclear age,nuklɛ bere
10,Nuremberg Trials,Nuremberg Nsɛnni
10,oceans,po ahorow
10,official,nea adwumkuw agye atom
10,Old Imperialism,Hye mu trɛw dedaw
10,oligarchy,nnipa kakra bi tumidi
10,Olmec civilization,Olmec ɔmanpɛ
10,opinion,adwenkyerɛ
10,Opium War,Opium Ɔko
10,opposition,ɔsɔretia
10,oral tradition,abakɔsɛm a enni kyerɛwtohɔ
10,Organization of American States (OAS),Amerika Aman Ahyehyɛde (OAS)
10,Organization of Petroleum Exporting Countries (OPEC),Aman a wɔde Fango Mena Ahyehyɛde (OPEC)
10,organizations,ahyehyɛde horow
10,origin,fibea
10,Orthodox Christian Church,Ɔtɔdɔks Kristofo Asɔre
10,Ottoman,fa Turkfo kan tumidi ho
10,overpopulation,kurow mufo a wɔredɔɔso dodow
11,overthrow,tu aban
11,Paleolithic,"fa 750,000 kosi 50,000 A.Y.B. mmere ho"
11,Palestinian Liberation Organization (PLO),Palestine Fahodi Ahyehyɛde (PLO)
11,Panama Canal,Panama Nsuten
11,parallel,ne nsɛso
11,parliamentary system,mmarahyɛ nhyehyɛe
11,partition,nkyemu
11,passive resistance,ɔsɔretia a ɛnyɛ tee
11,patrician,ɔdehye
11,Pax Romana,Roman Asomdwoe
11,Pearl Harbor,Pearl Harbor
11,peasants,nkuraasefo
11,per capita income,akatua a nnipa biara gye
11,perestroika,kan Soviet Union sikasɛm nhyehyɛe mmara
11,persecution,ɔtaa
11,ENGLISH,ENGIRESI
11,Persian Gulf War,Persian Gulf Ɔko
11,perspective,nsusuwii
11,pharaoh,pharaoh
11,philosophy,nsusuwii
11,photograph,mfonin
11,physical map,asase mfonin
11,pilgrimage,ɔsom ho akwantu
11,plague,yare
11,plebeian,fa mpapahwekwa ho
11,plebiscite,asɛm bi ho abatow
11,pluralism,dodow kwanma
11,poem,anwensɛm
11,pogroms,ɔtaa a wɔde ba nnipakw bi so
11,point of view,adwenkyerɛ
11,political map,amammu nhyehyɛe mfonin
11,political party,amanyɔkuw
11,political systems,amammu nhyehyɛe ahorow
11,politics,amanyɔsɛm
11,pollution,afideyɛ
11,polytheism,anyame dodow mu gyidi
11,population,nnipa dodow
11,post-Cold War,Amanyɔsɛm mu Ntawantawadi akyi
11,poverty,ohia
11,power,tumi
11,Pre-Columbian civilizations,Aman a wodii Columbia anim
11,pre-history,nea edi abakɔsɛm anim
11,prejudice,animtiaabu
11,president,ɔmanpanyin
11,primary source,fibea titiriw
11,prime minister,ɔsoafo panyin
12,privatization,ankoroankoro nsam a wɔde hyɛ
12,productivity,dodow a wotumi yɛ
12,proletariat,adwumayefo kuw
12,propaganda,nnaadaa
12,protectionism,ɔman mu nneɛma bammɔ
12,protectorate,ɔman a wɔhyɛ foforo ase
12,Protestantism,Katoleksom ɔsɔretia nhyehyɛe
12,public,obiara de
12,public opinion,ɔmanfo adwenkyerɛ
12,Puritan Revolution,Puritan Nsesae
12,pyramids,piramid ahorow
12,queen,ɔhemaa
12,quota,dodow anohyeto
12,ENGLISH,ENGIRESI
12,racism,abusuakuw mu animhwɛ
12,rain forest,nsu kwae
12,raw materials,ɔbɔade nneɛma
12,rebellion,atuatew
12,Red Guards,Bammɔfo Kɔkɔɔ(China mmabun agyinatu)
12,reform,nsakrae
12,reformation,nsakraeyɛ
12,refugee,tukotenafo
12,regionalism,fa mantam bi ho
12,Reign of Terror,Ehu Tumidi bere
12,reincarnation,nkwa foforo mu sanba
12,relationship,abusuabɔ
12,religion,ɔsom
12,religion belief,ɔsom mu gyidi
12,religion group,ɔsom kuw
12,Renaissance,Foforoyɛ
12,representative democracy,ka bi ma menka bi amammu
12,republic,ɔmanfo amammu
12,resources,fam nneɛma
12,restoration,nsiananmu
12,revolution,nsesae
12,Revolutionary War,Nsesae Ko
12,river valley civilizations,asubɔnten bun aman
12,rivers,nsubɔnten
12,Roman Empire,Roma Tumidi
12,rural,fa akuraase ho
12,Russian Revolution,Russiafo Aban Sesa
12,Russification,Russia kwan so
13,samurai,Japan sraani tumidifo
13,satellite nation,ɔman a wɔwɔ wim nnwinade
13,scarcity,sɛnea biribi ho ayɛ na
13,scientific method,abɔde mu nhwehwɛmu kwan
13,secondary source,fibea a edi hɔ
13,secular,mfa ɔsom ho
13,segregation,nkyekyɛ mu
13,self-determination,ankasa si ho gyinae
13,self-government,ankasa sodi
13,senate,Amerika mmarahyɛ bagua
13,separation of church and state,asɔre ne ɔman nkyemu
13,Sepoy Mutiny,Sepoy Ɔsɔretia
13,serf,ɔmani
13,Shintoism,Shintosom
13,shogun,sogɔn
13,Silk Road,Silk Kwan(tete kwan bi a ɛda China ne Mediterranea)
13,slash and burn farming,adɔw ne nwura hye
13,slave trade,nkoa aguadi
13,slavery,nkoasom
13,social,fa nnipa ho
13,social class,ɔman mu nnipakuw bi
13,Social Darwinism,Darwin nkyerɛkyerɛ a ɛfa nnipa ho
13,socialism,aban agyapade nhyehyɛe
13,socialist,nea ogye aban agyapade nhyehyɛe tom
13,solidarity,nokwaredi
13,South America,Amerika Anafo
13,sovereignty,ɔman tumidi
13,Soviet Union,Soviet Union
13,sphere of influence,tumidi hye
13,stability,sɛnea egyina pintinn
13,standard of living,asetena mu mpɛnpɛnso
13,state,ɔman
13,status,gyinabea
13,steamboat,suwusiw korɔw
13,stereotype,nsusuwii
13,stratification,nkyekyem
13,structure,yɛbea
13,subcontinent,ɔman a atew ne ho
13,Sub-Saharan Africa,Afrika Sahara Anafo
13,superpowers,aman a wɔwɔ tumi kɛse
13,Supply and demand,Adetɔn ne adetɔ
13,symbols,nsɛnkyerɛnne
14,Taiping Rebellion,Taiping Atuatew
14,Taoism,Lao-tzu gyidi
14,technology,adɛɛfo mfiridwuma
14,terrorism,awudisɛm
14,theory,nsusuwii
14,Third World,Wiase Fa a Ehia wɔn
14,Tiananmen Square,Tiananmen Afanan
14,timeline,bere
14,Torah,Torah
14,totalitarianism,kankabi amammu
14,trade imbalance,aguadi mu nsisi
14,traditions,amammere
14,treaties,nkabom nhyehyɛe
14,Treaty of Versailles,Versailles Nkabom Nhyehyɛe
14,tribal group,abusuakuw
14,tribalism,abusuakuw nyiyim
14,tribunal,atemmufo kuw
14,Triple Alliance,Nkabom mmɔho Abiesa
14,Triple Entente,Adamfofa mmɔho Abiesa
14,truce,asomdwoe tebea
14,Twelve Tables,Pon Dumien
14,tyranny,kankabi amammu
14,United Nations,Amanaman Nkabom
14,uprising,ɔsɔretia
14,urban,fa kurow kɛse ho
14,urbanization,kurow a emu rebae
14,utopian reform,pɛyɛ nsakrae
14,value,bo
14,vassal,nea wɔredi no so
14,Vedas,Hindu tete nkyerɛwee ahorow
14,viceroy,mantam sodifo
14,vote,tow aba
14,war,ɔko
14,Warsaw Pact,Warsaw Nkabom Krataa
14,weapons,akode
14,Weimer Republic,Weimer Oman
14,Western Hemisphere,Asase no Atɔe
14,Westernization,Atɔe amammere a wɔyɛ bi
14,White Man’s Burden,Obroni Asɛyɛde
14,world,wiase
15,World Bank,Wiase Sikakorabea
15,World War I,Wiase Ko a edi kan
15,World War II,Wiase Ko a ɛto so abien
15,writing system,nkyerɛwee
15,Zionism,Yudafo fahodipɛ
15,Zulu,Zulu
