page,eng,twi
5,civil rights movement,ɔman mma fahodi kuw
5,civil wars,ɔman mu ɔko ahorow
5,civilization,ɔmanyɛ
5,civilizations,ɔman nhyehyɛe ahorow
5,clans,mmusuakuw
5,classroom,adesuadan
5,climate,wim tebea
5,clothing,atade
5,collect taxes,gye tow
5,colonial,ɔmansodi bere mu
5,colonial governments,aban a wodii aman afoforo so
5,colonies,aman a wodii wɔn so
5,colonists,aman ntam atukɔfo
5,colony,ɔman a wodi so
5,Committees of Correspondence,Nkitahodi Boayikuw
5,common good,obiara yiyedi
5,commonwealth,nnipakuw bi a wɔwɔ aban bi ase
5,Commonwealth of Nations,Aman ahorow a na wɔhyɛ Britain ase
6,communication,nkitahodi
6,communism,aban nhyehyɛe a ankoroankoro ntumi nne agyapade
6,communities,mpotam ahorow
6,community,mpotam
6,community service,mpotam adwumayɛ
6,compact,tirimbo
6,compare,fa toto
6,contrast,kyerɛ nsonsonoe
6,compass,kɔmpase
6,compromise,nsɛm mu gyae
6,compulsory education,nhomasua a ɛyɛ nhyɛ
6,computer,kɔmputa
6,confederacy,amanyɔkuw nkabom
6,conflict,akasakasa
6,conflict resolution,akasakasa a wɔsɔ ano
6,conflicts,akasakasa ahorow
6,congress,nhyiam
6,conquistador,nea okyin di nsase afoforo so
6,consequences,nsunsuanso
6,conservation,adekora
6,consideration,biribi ho susuw
6,Constitution of the State of New York,New York Mantam Mmara Kunini
6,Constitution of the United States,United States Mmara Kunini
6,constitutional democracy,ka bi ma menka bi amanmu a mmara ma kwan
6,consumer,ɔtɔfo
6,consumer,odifo
6,consumers,atɔfo
6,consumers,adifo
6,consumption,adidi
6,consumption of goods,nneɛma adidi
6,continent,amanaman mmoano
6,Continental Congress,Continental Congress kuw
6,Continental Divide,Amanaman mmoano a ate ne ho
6,continents,amanaman mmoano
6,contour,asase ani nhama mfonin
6,contrast,kyerɛ nsonsonoe
6,contributions,ntoboa
6,cooperation,biakoyɛ
6,costs,ɛka
6,cotton belt,asaawa bɛlt
6,credit,nkamfo
6,criteria,nea wogyina so
6,cultural characteristics,nea ɛwɔ amammere bi mu
6,cultural contributions,amammere ntoboa
7,cultural differences,amammere mu nsonsonoe
7,cultural diffusion,amammere a ɛka ɔfoforo
7,cultural diversity,amammere ahorow
7,cultural groups,amammere kuw ahorow
7,culture,amammere
7,"cultures - characteristics, distribution, complexity of","amammere ahorow - su ahorow, sɛnea ɛtrɛw, nea ɛwom"
7,currency,sika a ɔman bi di
7,customs,amammere
7,day,da
7,De Witt Clinton,De Witt Clinton
7,decade,mfe du
7,decision,gyinae
7,decision-making,gyinaesi
7,decisions,gyinae ahorow
7,declaration,mpaemuka
7,Declaration of Independence,Fahodi ho Mpaemuka
7,delta,beae a nsu kyem ansa na awura foforo mu
7,democracy,ka bi ma menka bi amanmu
7,Democratic Party,Ka bi Ma Menka bi Amanyɔkuw
7,democratic principles,ka bi ma menka bi gyinapɛn ahorow
7,democratic values,ka bi ma menka bi gyinapɛn ahorow
7,developed nations,aman a wɔwɔ sika
7,developing nations,aman a wonni sika
7,developments,nkɔso ahorow
7,diagram,mfonin
7,diagrams,mfonin ahorow
7,dictatorship,ka nnka bi amammu
7,different/same,sono/pɛ
7,direction,kwan a biribi kɔ
7,diseases,nyarewa
7,display,da no adi
7,disputes,akasakasa
7,distance,kwan tenten
7,distribution,ade kyekyɛ
7,diverse,gu ahorow
7,diversity,sɛnea egu ahorow
7,document,nhoma/nkrataa
7,due process,kwan pa a wɔfa so
8,Dutch colonies,aman a Dutchfo dii so
8,Dutch West India Company,Dutch West India Adwumakuw
8,earn,nya akatua
8,Earth's surface,Asase ani
8,economic,fa sikasɛm ho
8,economic capital,sikasɛm ahenkurow
8,economic concepts,sikasɛm ho nneɛma
8,economic decision making,sikasɛm ho gyinaesi
8,economic decisions,sikasɛm ho gyinae ahorow
8,economic development,sikasɛm mu nkɔso
8,economic factors,sikasɛm mu nsɛm
8,economic growth,sikasɛm mu nkɔso
8,economic interdependence,sikasɛm mu ayɔnkofa
8,economic systems,sikasɛm ho nhyehyɛe ahorow
8,economics,sikasɛm ho nhomasua
8,economies,ɔman sikasɛm
8,effects,nsunsuanso
8,elect,paw
8,elected leaders,akannifo a wɔapaw wɔn
8,elected office,gyinabea a wɔapaw obi ahyɛ
8,election,abatow
8,Ellis Island,Ellis supɔw
8,emigrants,wɔn a wɔatu afi ɔman mu
8,empathy,tema
8,employee,odwumayeni
8,employer,adwumawura
8,encomienda system,encomienda nhyehyɛe
8,encounter,nhyiam
8,enforce,fa di dwuma
8,English colonies,aman a Engiresifo dii so
8,environment,mpɔtam tebea
8,environmental factors,mpɔtam tebea mu nsɛm
8,equality,pɛyɛ
8,equality of opportunity,hokwan pɛ
8,era,bere
8,eras,mmere
8,ethnic,fa abusuakuw ho
8,ethnic group,abusuakuw
8,ethnicity,abusuakuw a obi fi
9,Europe,Europa
9,European encounter and exchanges-of technologies,Europa aman nkitahodi ne nhyiam - abɛɛfo mfiridwuma
9,plants,mfuwde
9,animals,mmoa
9,diseases,nyarewa ahorow
9,events,nneɛma a esisi
9,exchange,nsesa dwumadi
9,executive,tumidifo
9,executive,manpanyin
9,executive branch of government,aban mu fa a ɛne manpanyin tumi
9,expansion,ntrɛwmu
9,exploitation,de di dwuma boro so
9,exploration,adehwehwɛ
9,explorers,adehwehwɛfo
9,exports,nea wode rekɔ amannɔne akɔtɔn
9,facilities,akade ahorow
9,fact,nokwasɛm
9,opinion,adwenkyerɛ
9,factors of production,nea wøkeka bom de yɛ biribi
9,factory,adwumayɛbea
9,family,abusua
9,far,ware
9,near,bɛn
9,federal,fa ɔman ho
9,federal government,ɔman nyinaa aban
9,festival,afahyɛ
9,festivals,afahyɛ ahorow
9,flag,frankaa
9,folktale,anansesɛm
9,folktales,anansesɛm ahorow
9,food,aduan
9,forced relocation,atukɔ a ɛsɛ sɛ woyɛ
9,foreign policy,aman afoforo nkitahodi nhyehyɛe
9,foreign relations,aman afoforo ntam nkitahodi
9,Fort Orange,Orange Asraafo Atenae
9,foundation,ahyɛase
9,free enterprise,sikasɛm nhyehyɛe a aguadifo nkutoo hyɛ bo
9,free trade,aguadi a anohyeto nnim
9,freedom,fahodi
9,French Canadians,France Canadafo
9,French colonies,aman a Francefo dii so
9,frontier,hye
9,functions of government,nnwuma a aban yɛ
9,fundamental economic questions,sikasɛm mu nsɛmmisa a wodi kan bisa
10,fundamental values,nnyinaso gyinapɛn ahorow
10,future,daakye
10,game,agorɔ
10,gender,bɔbeasu
10,generation,awo ntoatoaso
10,geographic characteristics,nea ɛwɔ beae bi ho
10,geographic factors,beae bi mu nsɛm
10,geographic features,nea ɛwɔ beae bi ho
10,geographic features/areas,nea ɛwɔ beae bi ho
10,geographic information,beae bi ho amaneɛbɔ
10,geography,asase so mmeaemmae ho adesua
10,geological processes,nneɛma a ɛkɔ so wɔ asase no mu
10,global warming,wim a ɛreyɛ hyew
10,globe,asase
10,globes,nsase
10,"goods and services - production, distribution, exchange, consumption of","nneɛma ne nnwuma - ne yɛ, ne kyekyɛ, ne nsesa, ne di/di dwuma"
10,goods,nneɛma
10,govern,di so
10,governance,adedi
10,government,aban
10,Great Depression,Sikasɛm Ahokyere Bere
10,grid,asase mfonin nkyekyem
10,Gross Domestic Product,Nneɛma ne Nnwuma Bo
10,Gross National Product,Nneɛma ne Nnwuma a ɔmamma ayɛ Bo
10,groups,kuw ahorow
10,growth,onyin
10,Gulf Stream,Gulf Nsu
10,habitat,tenabea
10,Haudenosaunee,Haudenosaunee
10,health,akwanhosan
10,hemisphere,asase no nkyem abien mu biako
10,historic events,abakɔsɛm mu nneɛma a esisi
10,historical,fa abakɔsɛm ho
10,historical evidence,abakɔsɛm mu adanse
10,historical narratives,abakɔsɛm mu kyerɛwtoho
10,history,abakɔsɛm
11,"Holidays (Columbus Day, Election Day, Veterans Day, Thanksgiving, New Years Day, Dr. Martin Luther King Day, Presidents Day, Memorial Day, Flag Day)","Afofida ahorow (Columbus Da, Abatow Da, Asraafo Da, Aseda, Afe Foforo Da, Dr. Martin Luther King Da, Manpanyin Da, Nkae Da, Frankaa Da)"
11,home,ofie
11,hopes,anidaso ahorow
11,House of Representatives,Amerika Mmarahyɛ Baguafo Kuw
11,human,nnipa
11,human capital,adwuma a nnipa tumi yɛ
11,human migration,atukotena
11,human migrations,atukotena ahorow
11,human resources,adwuma a nnipa tumi yɛ
11,human rights,nnipa fahodi ahorow
11,human settlements,nnipa tenabea ahorow
11,human systems,nnipa nhyehyɛe ahorow
11,ideals of American democracy,Amerika ka bi ma menka bi amanmu no nsusuwii ahorow
11,ideas,nsusuwii
11,identity,nnipa ko a obi yɛ
11,immigrants,wɔn a wɔatu abɛtena ɔman no mu
11,immigration,atukotena
11,important,hia
11,imports,nneɛma a wɔkra fi amannɔne ba
11,inaugurated confederation,amanyɔkuw ahorow nkabom a wɔahyehyɛ
11,Incas,Inkafo
11,income,akatua
11,indentured servant,akoa/ɔsomfo a wɔde mmara akyekyere no
11,independence,fahodi
11,indigenous peoples,mpɔtam hɔfo
11,individual,ankoroankoro
11,individual rights,ankoroankoro hokwan ahorow
11,"individual rights to life, liberty, pursuit of happiness.","ankoroankoro hokwan sɛ ɔtena ase, de ne ho, di n'anigyede akyi."
11,individuals,ankoroankoro
11,industrial expansion,adwumakuw ntrɛwmu
11,industrial growth,adwuma mu nkɔso
11,industrial growth/expansion,adwuma mu nkɔso/ntrɛwmu
11,Industrial Revolution,Nsakrae fi kuayɛ kɔ mfiridwuma mu
11,industrialization,mfiridwumayɛ
11,industry,mfiridwuma
12,inhabitants,wɔn a wɔte
12,interdependence,ayɔnkofa
12,interdependent,de wɔn ho to wɔn ho wɔn ho so
12,international organizations,amanaman adwumakuw ahorow
12,interpret law,kyerɛ mmara ase
12,interpret laws,kyerɛ mmara ahorow ase
12,interpretations,nkyerɛase
12,Inuits,Wɔn a wɔtete Aktic aman mu
12,invention,ade foforo adiyi
12,inventions,nneɛma afoforo adiyi
12,Iroquois,Amɛrika Atifi Indiafo
12,Iroquois Confederacy,Amɛrika Atifi Indiafo Nkabom
12,irrigation,nsu a wɔtwe kɔ afuw mu
12,issues,nsɛm
12,isthmus,asase tiaa
12,judgments,atemmu ahorow
12,judicial,fa atemmu ho
12,judicial branch of government,aban mu fa a ɛyɛ atemmufo no
12,judicial branch,aban mu fa
12,junta,asraafo kuw a wodi ɔman so
12,jury,atemmufo kuw
12,jury service,atemmu adwumayɛ
12,justice,atɛntrenee
12,kindergarten,kindagatin
12,labor,adwumayɛ
12,labor force,adwumayɛfo
12,labor movement,adwumayɛfo fahodi kuw
12,labor union,adwumayɛfo nkabom
12,land formations,asase a wotwa
12,land masses,asase kɛse
12,languages,kasa ahorow
12,Latin America,Latin Amɛrika
12,latitude,tɛtretɛ
12,laws,mmara ahorow
12,laws/rules,mmara ahorow
12,leaders,akannifo
12,League of Nations,Amanaman Nkabom
13,learn,sua
13,legal,fa mmara ho
13,legends,anansesɛm
13,legislative branch,fa a ɛhyɛ mmara
13,legislative branch of government,aban mu fa a ɛhyɛ mmara
13,legislature,mmarafo
13,liberty,fahodi
13,library,nhomakorabea
13,library resources,nneɛma/mfiri a ɛwɔ nhomakorabea
13,life,nkwa/asetena
13,lifestyle,asetena kwan
13,like/dislike,pɛ/mpɛ
13,limited,wɔ anohyeto
13,limited resources,nneɛma/mfiri a ne dodow wɔ anohyeto
13,limited/unlimited,wɔ anohyeto/nni anohyeto
13,local,nea ɛwɔ mpɔtam hɔ
13,local government,mpɔtam baabi aban
13,local region,mpɔtam baabi mantam
13,location,beae
13,lock,tom
13,locomotive,keteke afiri
13,long ago,kan tete
13,longhouse,fie tenten
13,longitude,tentenyɛ
13,loyalist,nokwaredifo
13,loyalty,nokwaredi
13,maize,aburow
13,majority rule,dɔm kɛse akanni
13,make laws,yɛ mmara
13,manor,fie kɛse
13,manufacture,adeyɛ
13,manufacturing,ade a wɔreyɛ
13,maps,asase mfonin ahorow
13,markets,agua ahorow
13,mass starvation,ɔkɔm kɛse
13,Mayas,Mayafo
13,Mayflower Compact,Mayflower Tirimbo
13,megalopolis,nkurow akɛse a wɔaka abom
13,member,muni
14,memorials,nkae ahorow
14,merchant,oguadifo
14,meridians,mpɛnpɛnso ahorow
14,Midwest,Mfinimfini atɔe
14,migration,atukɔ
14,migration,atukɔ
14,immigration,atukɔtena
14,millennium,mfe apem
14,millennia,mfe mpempem
14,mining,fam agude hwehwɛ
14,"minority rights, respect for","dɔm kumaa hokwan, obu ma"
14,minutemen,akode a bɛmma hyehyem
14,Mississippi River,Mississippi Asubɔnten
14,modernization,nnɛ mmere mu nsakrae
14,modify,nsakraeyɛ
14,monarchy,abusua ahenni
14,money,sika
14,months,bosome ahorow
14,monument,nkae ade a esi ho
14,monuments,nkae ade ahorow
14,motives,adwene ahorow a ɛtaa akyi
14,movement of people and goods,nneɛma ne nnipa a wɔde fi baabi kɔ baabi foforo
14,multicultural,fa amammere ahorow ho
14,myself,m'ankasa
14,myths,anansesɛm
14,NAFTA,NAFTA
14,nation,ɔman
14,national,fa ɔman ho
14,national level of governments,ɔman aban ahorow
14,nation-state,ɔman
14,Native American Indian,Amɛrika Indiani
14,Native American Indians,Amɛrika Indiafo
14,natural resources,abɔde mu nneɛma
14,near/far,bɛn/ware
14,needs,ahiade ahorow
14,neighborhood,fipam
14,neutral,nni ɔfa biara
14,New Amsterdam,New Amsterdam
14,New Netherlands,New Netherlands
14,northwest passage,atifi atɔe kwan
15,now,seesei
15,nuclear family,abusua ketewa
15,OAS,OAS
15,objects,nneɛma
15,oceans,po ahorow
15,oligarchy,nipakuw kakraa bi tumidi
15,opportunity cost,nea wode bɔ afɔre nya biribi
15,oral history,abakɔsɛm a enni kyerɛwtohɔ
15,others,afoforo
15,parallel,ha ne ha a enhyia
15,parallels,nea ɛyɛ ha ne ha
15,parent,ɔwofo
15,Parliament,Mmarahyɛ bagua
15,participatory skills,adamfofa su
15,past,nea atwam
15,past,atwam/wɔ hɔ mprempren
15,present,atwam/wɔ hɔ mprempren
15,patriot,ɔmanba
15,patriotism,ɔmanbapɛ
15,patriotisms,ɔmanbapɛ
15,patriots,ɔmanmma
15,patroon,tete mmere mu nnipa bi a na ɔwɔ hokwan wɔ Amerika
15,people,nkurɔfo
15,person,nnipa
15,perspectives,nsusuwii ahorow
15,Peter Stuyvesant,Peter Stuyvesant
15,petition,asɛm a wode akɔdan
15,physical,nea wohu
15,physical characteristics,yɛbea a wohu
15,physical environment,mpotam tebea a wohu
15,physical feature,yɛbea a wohu
15,physical features,yɛbea ahorow a wohu
15,physical map,asase mfonin a wohu
15,physical setting,tebea a wohu
15,physical systems,nneɛma ahorow a wohu
15,places,mmeammeae
15,plan,nhyehyɛe
15,pledge,bɔ
16,Pledge of Allegiance,Nokwaredi ho Bohyɛ
16,points of view,nsusuwii ahorow
16,political,fa amanyɔsɛm ho
16,political boundaries,amanyɔsɛm hye
16,political map,aman nsase ho mfonin
16,political party,amanyɔkuw
16,political power,amammui tumidi
16,political systems,amammui nhyehyɛe ahorow
16,pollution,fi a wɔde fra ade koronyenn
16,population,nnipa dodow wɔ baabi
16,population density,pɛnpɛnso a nnipa aboa ano wɔ baabi
16,population distribution,nnipa dodow nkyekyem
16,population movement - rural to urban to suburban - 20th century,nnipakuw atukɔ - nkuraase kɔ nkurow akɛse mu - afeha a ɛto so aduonu
16,power,tumi
16,practices,nnwuma
16,prairies,mmeae a ɛsrɛ nkutoo wɔ
16,Preamble to the Constitution,Mmara Kunini Nnianim Nsɛm
16,present,mpremprem
16,president,ɔmanpanyin
16,Prime Meridian,Asase Mfonin Hama Tenten
16,Prime Minister,Ɔsoafo Panyin
16,principles of democracy,ka bi ma menka bi amammu ho gyinapɛn
16,problem solving,ɔhaw a wodi ho dwuma
16,problems,ɔhaw ahorow
16,producers,wɔn a wɔyɛe
16,production,adeyɛ
16,productivity,nneɛma dodow a wotumi yɛ
16,products,nneɛma a wɔyɛ
16,profit,mfaso
16,projects,dwumadi ahorow
16,property,agyapade
16,protect,bɔ hoban
16,protests,ɔyɛkyerɛ ahorow
16,province,mantam
16,public benefit,obiara mfaso
16,public education,ɔmanfo dawurubɔ
16,purpose of government,aban/akanni botae
16,pursuit of happiness,anigyede akyidi
17,quantities,dodow ahorow
17,race,akansi
17,radios,redio ahorow
17,railroad,keteke kwan
17,rain forest,kwae a nsu kɛse taa tɔ wɔ hɔ
17,raw material,nea wɔde yɛ ade foforo
17,reason,nea enti
17,receipts,nea nsa aka
17,recycling,ade a wɔdannan no yɛ biribi foforo
17,reference books,nhwehwɛmu nhoma ahorow
17,reform,yɛ nsakrae
17,region,mantam
17,regions,mantam
17,relationships,mmusuabɔ
17,relief (physical) map,asase ani yɛbea ho mfonin
17,religion,ɔsom
17,religious,nyamesompɛ
17,renewable resource,abɔde mu nneɛma a wotumi si ananmu
17,repeal,ntwamu
17,representation,sɛnkyerɛnne
17,representative,nanmusifo
17,representatives,ananmusifo
17,republic,oman a emufo na wɔpaw sodifo
17,Republican Party,Repɔblikan Amanyokuw
17,reservation,asɛm a ɛwɔ biribi ho
17,resources,nneɛma a wɔde yɛ biribi foforo
17,respect,obu
17,responsibilities,asɛyɛde ahorow
17,revolution,aban ɔsɔretia a ɛde nsakrae ba
17,Richard Nicholls,Richard Nicholls
17,rights,hokwan ahorow
17,Robert Fulton,Robert Fulton
17,role,dwumadi
17,roles,dwumadi ahorow
17,roles of citizens,omanmma dwumadi
17,roots of American culture,amerika amammere mfiase
17,rules,mmara ahorow
17,rural,fa akuraase ho
17,rural to urban to suburban migration,atukɔ fi akuraa kɔ nkurow akɛse mu
18,sachem,Amɛrika atifi fam kannifo
18,safeguarding individual liberties,ankoroankoro fahodi ahorow a wɔbɔ ho ban
18,safety,bammɔ
18,same,pɛ
18,different,nsonsoneɛ
18,satellite-produced images,mfonin a wim mfiri atwa
18,satisfy,ma ɔmee
18,scale,susude
18,scarce resources,nneɛma/mfiri a ne dodow wɔ anohyeto
18,scarcity,na a biribi yɛ
18,school,sukuu
18,science and technology,abɔde ho adesua ne mfiridwuma
18,scientific/technological exchanges and connections,nkitahodi a ɛfa abɔde ho adesua ne mfiridwuma ho
18,seaways,po kwan ahorow
18,secondary source,fibea a edi akyi
18,security,ahobammɔ
18,self,obi ankasa
18,selling,adetɔn
18,Senate of the United States,United States Mmarahyɛ Bagua
18,separatists,wɔn a wɔte wɔn ho
18,services,nnwuma
18,settle,tena
18,settlement,tenabea
18,settlements,tenabea ahorow
18,settler,nnipa a watu abɛtena
18,shape,yɛbea
18,shelter,ofie
18,similarities,nsɛdi ahorow
18,differences,nsonsonoe ahorow
18,slave,akoa
18,slave trade,nkoa aguadi
18,slavery,Nkoasom
18,social,fa nnipa ho
18,social/cultural changes and connections,nnipa ntam/amammere nsakrae ne nkitahodi ahorow
18,socialism,aban nhyehyɛe a biribiara yɛ ɔman de
18,societies,asafo ahorow
18,society,asafo
18,solutions,ano aduru ahorow
18,solving problems,ɔhaw ahorow anosiw
18,songs,nnwom
18,Sons of Liberty,Fahodi Mma
19,South America,Amɛrika Anafo
19,Spanish colonies,Aman a Spaniafo dii so
19,spatial organization,wim ahyehyɛde
19,speeches,anodisɛm ahorow
19,standard of living,asetena kwan mpɛnpɛnso
19,stars and stripes,Amɛrika frankaa
19,state,ɔman
19,state government,ɔman nyinaa aban
19,Statue of Liberty,Fahodi Nkaedum
19,steamboat,korɔw a suwusiw hyehye ma ɛkɔ
19,steamboats,korɔw ahorow a suwusiw hyehye ma ɛkɔ
19,stock market,agua a wɔtɔn adwumakuw mu kyɛfa
19,stories,asetena mu nsɛm
19,strategy,ɔkwan a wɔde bɛyɛ biribi
19,strengths,nea ɔbɔ mmɔden wom
19,strike,bɔ
19,student rights,hokwan a adesuafo wɔ
19,suburban,fa kurow kɛse fa bi ho
19,suburbs,kurow kɛse fa
19,subways,akwan a ɛnam asase ase
19,suffrage,abatow hokwan
19,supply and demand,adetɔ ne adetɔ
19,supply and demand 4 symbols,adetɔ ne adetɔ agyiraehyɛde anan
19,Supreme Court,Asɛnnibea Kunini
19,surplus,nea aboro so
19,symbolize,yɛ ho nsɛnkyerɛnne
19,symbols,agyiraehyɛde ahorow
19,systems,nneɛma ahorow nkabom
19,tables,pon ahorow
19,tariff,amannɔne nneɛma tow
19,tax,tow
19,taxes,tow ahorow
19,teach,kyerɛkyerɛ
19,teacher,ɔkyerɛkyerɛfo
19,technological,fa mfiridwuma ho
19,technologies - exchanges of,mfiridwuma ho nkitahodi
19,technology,adɛɛfo mfiridwuma
19,telegraph,tɛlɛgraf
19,television,tɛlɛfihyen
19,tenant farmer,obi asase so okuafo
20,themes,nsɛmti
20,then/now,kan/seesei
20,time,Bere
20,time zones,Mmere
20,timeline,bere dodow
20,today,nnɛ
20,tolerance,Nnyetom
20,tomorrow,ɔkyena
20,tools,nnwinnade
20,towpath,kwan a wotwe akorɔw wɔ so
20,trade,Aguadi
20,traditions,amammere ahorow
20,traffic lights,nkanea a ɛkyerɛ ahyɛn kwan
20,trains,Nketeke
20,traitor,ɔfatwafo
20,transmit,fa mena
20,transportation,akwan twa
20,transportation revolution,akwan twa mu nsakrae
20,treaty,nkabom krataa
20,trends,nea ɛrekɔ so
20,tribe,Abusuakuw
20,tributaries,nsuten nketewa a ɛsen kogu kɛse mu
20,Tropic of Capricorn,Capricorn asase ani hama
20,Tropic of Cancer,Cancer asase ani hama
20,trucks,ahyɛn a ɛfa nneɛma
20,truth,Nokware
20,tundra,Aktic beae a asase no ase yɛ nwini
20,turning points,nea ɛde nsakrae ba
20,turnpike,pon a esi kwan mu
20,unify,ka bom
20,unions,nkabom ahorow
20,unique,Soronko
20,unite,ka bom
20,United Nations,Amanaman Nkabom
20,United States of America,"United States,Amerika"
20,unlimited,nni anohyeto
20,unlimited needs and wants,ahiade ne apɛde ahorow a enni ano
20,up/down,soro/fam
20,urban,fa kurow ho
20,urbanization,nkurow kɛseyɛ
21,uses of geography,nea wode asase ani ho adesua ye
21,values,gyinapen ahorow
21,veteran,sraani a wapa adwumaye
21,veto,tumi a wode bara
21,village,akuraa
21,vote,tow aba/aba
21,voting,abatow
21,wampum,Amerikafo binom ahene
21,wants,apede ahorow
21,war,oko
21,war strategy,okwan a wode bedi ako
21,water masses,nsu akese
21,weaknesses,mmerewye ahorow
21,week,nnawotwe
21,Western Hemisphere,asase no nkyem abien mu nea ewo atoe
21,westward expansion,atoe fam ntrewmu
21,wigwam,Amerikafo binom tenabea
21,work,adwuma
21,worker,odwumayefo
21,world bank,wiase nyinaa sikakorabea
21,world in spatial terms,wiase no senea wohu no wo wim
21,writings,akyerew ahorow
21,year,afe
21,yesterday,nnera
