page,eng,twi
5,aberration,abira
5,abet,hyɛ nkuran
5,abeyance,sensen hɔ
5,abeyance,sensene hɔ
5,abeyance,sensen hɔ
5,abhor,kyi
5,abhor,kylri
5,abhor,kylr
5,abhorrence,okyiri
5,abide,tena
5,abide,te
5,abide,te
5,abide,tse
5,abide,kyɛ
5,abide,kyerɛ
5,abide,kyerɛ
5,abide,di so
5,abide,di so
5,abide,dzi do
5,Abigail,Agya dɔ ba
5,ability,nimdeɛ
5,ability,nimdeɛ
5,ability,nylmdzee
5,abject,tebea buruburoo bi a ɛyɛ awerɛho
5,abject,tese ohla buruburoo
5,abject,funu
5,abject,fun
5,abjection,ahuhusɛm
5,abjection,ahuhusɛm
5,abjection,ehuhusɛm
5,abjure,ka ntam san
5,abjure,kan ntam sane
5,abjure,ka ntam san
5,ablaze,biribi a ɛredɛ kɛse
5,ablaze,ɛhyerɛn
5,able,tumi
5,able,tumi
5,able,tum
5,able,nimdefo
5,able,nimdefoɔ
5,able,nylmdzefo
5,able-bodied,ɔhoodenfo
5,able-bodied,ɔhoodenfoɔ
5,able-bodied,hoodzenfo
5,able-bodied,wɔyɛ mmarima ara nko
5,ablution,aguare
5,ablution,adwares
5,ablution,eguar
5,ably,nimdeɛ ne yiyedie
5,abnegate,san
5,abnegate,sane
5,abnegate,san
5,abnegate,pa akyi
5,abnegate,pa akylre
5,abnegate,pa ekyir
5,abnegation,nsanakylri
5,abnegation,nsanakylre
5,abnegation,nsanekylr
5,abnormal,ɛho nte
5,abnormal,adi dɛm
5,abnormal,ɛmfata
5,abnormal,biribi a ɛha obi
6,aboard,hyɛm mu
6,aboard,hɛn mu
6,abode,trabea
6,abode,trabea
6,abode,tsenabew
6,abolish,gu
6,abolish,bara
6,abolish,bara tua
6,A-bomb,atom topaɛ
6,abolition,ogu
6,abominable,tan
6,abominable,fo
6,abominable,fo fun
6,abominate,kyi
6,abominate,kyirl
6,abominate,kyir
6,abominate,tan
6,abominate,tane
6,abominate,tan
6,abomination,akyide
6,abomination,akyiwadeɛ
6,abomination,ekyiwade
6,aboriginal,kan
6,aboriginal,mmusua a na'wɔte Australia kane
6,aborigine,kanfo
6,aborigine,kanefoɔ
6,aborigine,odzikannyi
6,abortion,nyinsen-nyiguo
6,abortion,ɔpon
6,abortion,pon
6,abortion,nylguo
6,abortionist,Doctor a ɔyl yɛfunu mu ba guo
6,abortive,adi nkuguo
6,abound,dɔ
6,abound,dɔre
6,abound,dɔ
6,about,ho
6,about,bɛyɛ
6,about,bɛyɔ
6,about,bɛyɛ
6,about,mmeammea
6,about,mmbeabea
6,above,so
6,above,so
6,above,do
6,above,soro
6,above,soro
6,above,sor
6,above,sen
6,above,sene
6,above,sen
6,above,bore
6,above,bore
6,above,bor
6,above-sea level,ɛsen po a ɛhɔye-dinn no
6,abracadabra,ɔkasa bi a nkonyaaylfoɔ de kankye
6,abrasion,ekuro
6,abrasive,ɔyɛ dwɛɛ
6,abrasive,na onni dɔ
6,abrasive,wɔde horo nneɛma ho fitaa
6,Abraham,dodɔo Agya
6,abreast,ade koro
6,abreast,sa so
6,abreast,sa so
6,abreast,sa do
6,abridge,yɛ tla
6,abridge,yɔ tlawa
6,abridge,yɛ tsla
6,abridgement,ntwaso
6,abridgement,ntwasoɔ
6,abridgement,ntwado
6,abroad,amannɔne
6,abroad,amannɔne
6,abroad,amangya
6,abroad,akyirikyiri
6,abroad,akyirikyiri
6,abrogate,gu mmara
6,abrogate,gu mbra
6,abrogation,mmaragu
6,abrogation,mmaraguo
6,abrogation,mbragu
6,abrupt,mpofirim
6,abrupt,mpofirem
6,abrupt,ly
6,abrupt,mpofirmu
6,absecess,akisikuru
6,absecess,akisikuro
6,absecess,pompo
6,abscond,birekyi
6,abscond,birekyi
6,abscond,guan
6,abscond,dwane
6,abscond,guan
6,absence,akyiri
6,absence,akyire
6,absence,ekyir
6,absent,nni hɔ
6,absent,nni hɔ
6,absent,nyl hɔ
6,absolute,awie yɔ koraa
6,absolute,nylnasosɛm a ɛyɛ nokware
6,absolutely,awie pɛyɛ
6,absolutely,awie yɔ
6,absolutely,ɔpene so
6,absolution,bɔnefafiri
6,absolution,bɔnefafire
6,absolution,bɔnafir
6,absolve,bu bɛm
6,absolve,fa bɔne firi
6,absolve,fa bɔne firi
6,absolve,fa bon fir
6,absorb,nom
6,absorb,men
6,absorb,mene
6,absorb,ɛnonom
6,absorb,susu ho
6,absorbed,anl ka ho
6,absorbed,enyl ka ho
6,absorbed,keka woho
6,abstain,tua
6,abstain,kyi
6,abstain,kyiri
6,abstain,kyir
6,abstain,yl wo fri ho
6,abstemious,ɔhotuafoɔ
6,abstemious,ɔhotuafoɔ
6,abstemious,ɔhotuanyi
6,abstention,onnto aba
6,abstract,yi fi mu
6,abstract,yi firi mu
6,abstinence,nneyɛɛ a ɛma wo-tua w'akɔnnɔdeɛ
6,abstruse,kusuu
6,abstruse,naa
6,absurd,nsɛm hunu
6,absurdity,nsɛm hunu
6,abundance,nkwaseasɛm
6,abundance,kwasea
6,abundance,mmoroso
6,abundance,mmorosoɔ
6,abundance,mbordo
6,abundant,pll
6,abundant,bebree
6,abundant,bebree
6,abundant,beberee
6,abuse,twa adapaa
6,abuse,sɛe
6,abuse,sɛe
6,abuse,sɛe
6,abuse,yaw
6,abuse,ya yaw
6,abusive speaking,keka obi ho nsɛmmone
6,abusive speeches,abusɛm
6,abusive speeches,nsekuro
6,abut,bɔ ɔhye
6,abut,bɔ ɔhyeɛ
6,abut,bɔ ehyɛ
6,abysmal,adeɛ a ɛnyɛ na edi hla
6,abyss,ebunu
6,abyss,ebunu kuron
6,abyss,ebunu donkodonko
6,abyss,mona tsetsen
6,acacia,dua bi a ɛso nhwiren fufuo-nketenkete ne akokɔ-sradeɛ
6,academic,obi a osua adeɛ
6,academic,nnwuma a wɔyɛ no wɔ sukuu akɛseɛ mu
6,academic,ɔde-suani a ɔyɛ nhwehwɛ-mu
6,academics,nwomanim
6,academy,suabea
6,accede,pene
6,accede,pene
6,accede,pen
6,accelerate,nsakraeɛ a ɛba ntɛmntɛm
6,accelerate,nante/ɛkɔ
6,accelerate,kanyan
6,accelerate,kanyane
6,accelerate,kenyan
6,accelerate,yɛ ntm
6,accelerate,yɛ ntɛm
6,accelerate,biribl dwumadie a ɛkɔ ntɛmtɛm
6,acceleration,biribl abosontɛmtɛm
6,acceleration,ntɛmyɛ
6,acceleration,etumi ma kal tu mmirika
6,accelerator,kal ho afidle bi a wɔtla so ma no tu mmirika kɛse
6,accent,ɛnne
6,accent,ɛnne
6,accent,endze
6,accentuate,ma ahooden
6,accept,gye
6,accept,pene
6,accept,pen
6,acceptable,anisɔ
6,acceptable,anisɔ
6,acceptable,enyiso
6,acceptance,ogye
6,acceptance,ogyɛ
6,acceptance,ogye
6,acceptation,ogye
6,acceptation,ogyɛ
6,acceptation,ogye
6,access,ho kwan
6,accessible,ho kwan
6,accessible,kwan wɔ ho
6,accessary,bɔne boafoɔ
6,accessary,bɔne boafoɔ
6,accessary,bɔn boafo
6,accession,Waforo adwa no
6,accession,akonguadi
6,accession,akonnwadle
6,accession,eguadzi
6,accessory,nkekaho
6,accessory,mmataho
6,accessory,mmatahoɔ
6,accessory,mbataho
6,accident,abɛ
6,accident,asiane
6,accident,aslan
6,accident,eslan
6,accident,nkwanhyia
6,accident,bɔ-ne
6,acclaim,yl ayɛ
6,acclaim,bɔ ose
6,acclamation,ayeyl
6,acclamation,ayeyl
6,acclimatize,bi ho
6,acclimatize,kokwaw ho
6,acclimatize,kokwa ho
6,accolade,nkanfoɔ/akyɛdeɛ a wɔde ma obi a wɔbu no yie wɔ badom
6,accommodate,sɔɛ
6,accommodate,gye
6,accommodating,yamyɛfoɔ
6,accommodating,yamyɛfoɔ
6,accommodating,yamuyefo
6,accommodation,asɔɛ
6,accommodation,asɔɛ
6,accommodation,asɔɛ
6,accommodation,fl
6,accommodation,efle
6,accommodation,fle
6,accompaniment,nkekaho
6,accompaniment,mmɔguo
6,accompany,gya
6,accompany,ka neho
6,accomplice,bɔne boafo
6,accomplice,bɔn boafo
6,accomplish,wie
6,accomplish,yɛ
6,accomplish,yɔ
6,accomplish,yɛ
6,accomplished,nimdefo
6,accomplished,nim
7,accomplishment,nimdɛɛ
7,accomplishment,nimdɛɛ
7,accomplishment,owle
7,accomplishment,owie
7,accomplishment,wle
7,accord,akoma korɔ
7,accord,nokoro
7,accord,nokoro
7,accord,nokor
7,accord,sɛ so
7,accord,sɛ so
7,accord,sɛ do
7,accordance,biakoyɛ
7,accordance,baakoyɔ
7,accordance,ekoryɛ
7,accordance,mfataso
7,accordance,mfataso
7,accordance,mfatadzl
7,according,sɛnɛ
7,according,sɛdɛ
7,according,dɛ mbrɛ
7,accordingly,saa nti
7,accordingly,saa nti
7,accordingly,dɛm nti
7,accordion,adakabɛn bi a wɔde bɔ nnwom
7,accost,frɛ
7,accost,obi a wotwe no gylna hɔ/wofrɛ no ne no kasa
7,account,bu akonta
7,account,sika ho akontabuo
7,account,akatua
7,account,ɛkaw
7,account,amanɛ
7,account,amanɛ
7,account,aman-dzet
7,accountable,biribi a wayɛ ho asodie
7,accountable,di fɔ
7,accountancy,sika adwuma ho twerɔtohɔ
7,accountant,obi a ɔhwehwɛ sika twerɔtohɔ mu
7,accounting,di asɛm
7,accounting,yɛne no wɔ asɛm
7,accoutrements,nneɛma a wɔwɔ ma dwumadie bi
7,accredit,ma tum
7,accredit,ma tum
7,accredit,ma tum
7,accredit,ma tum
7,accretion,mmoano
7,accretion,mmoaano
7,accretion,mboano
7,accrue,ba
7,accrue,hyla
7,accumulate,boa ano
7,accumulate,pii so
7,accumulate,taa do
7,accumulation,mmoano
7,accumulation,mmoaano
7,accumulation,mboano
7,accurate,pɛpɛɛpɛ
7,accurate,ɛyɛ nokware
7,accurate knowledge,nimdɛɛ
7,accursed,nnome
7,accursed,obusufo
7,accursed,obusufɔɔ
7,accursed,busuyɛnyi
7,accuse,toto ano
7,accuse,to
7,accused,nkurobɔfo
7,accused,nkurobɔfo
7,accused,nkurobɔnyi
7,accuser,dɛɛ wone no wɔ nkuro
7,accuser,ɔnototofo
7,accuser,ɔnototofoo
7,accuser,ɔnototofo
7,accusation,anototo
7,accusation,bɔ nkuro
7,accusation,bɔ bɔne ho kwaadu
7,accusation,ɛsɔ
7,accusation,ɛsɔ
7,accusation,ɛsɔ
7,accustom,kokwa ho
7,accustom,kokwa ho
7,accustom,kokwa ho
7,acerbity,wo dwumadie bi a annyɛ yie
7,ace,obi a onim biribi yɛ
7,ace,biribi a obi de di dwuma ma ne boa no
7,acetate,ntoma from bi a wɔde yɛ ataadɛɛ
7,acetylene,ogya-mframa-huhuo bi a wɔde sɔ nnadeɛ
7,ache,tutu
7,ache,ben
7,ache,pae
7,ache,pae paa
7,achieve,wie
7,achieve,yɛ
7,achieve,yɔ
7,achieve,yɛ
7,achievement,adwuma pa
7,achievement,adwuma pa
7,achievement,edwuma pa
7,Achilles heel,nipadua no fa' a ɛyɛmmɛɛ a wɔfa hɔ toa obi
7,acid,yɛtwyɛtw
7,acid,yɛtyɛt
7,acid,yɛrewyɛtw
7,acknowledge,hunu
7,acknowledge,nim
7,acknowledge,pene
7,acknowledge,pene
7,acknowledge,pen
7,acknowledge,bua
7,acknowledge,da ase
7,acknowledgement,aseda
7,acknowledgement,mmuae
7,acknowledgement,bo
7,acme,biribi a adi yie kɛse koraa
7,acne,obi a nsisilwa wɔ n'anim ne ne kɔn ho
7,acolyte,ɔsɔfo boafo
7,acolyte,ɔsɔfo
7,acolyte,boafoɔ
7,acolyte,sɔfo
7,acolyte,boafo
7,acoustic,ɛnɛɛ nyegyɛɛ
7,acquaint,fa woho bɔ
7,acquaint,kyerɛ
7,acquaint,ka
7,acquaintance,abusuafoɔ
7,acquaintance,ɔmanni
7,acquaintance,ornanyi
7,acquaintance,onlm
7,acquaintance,onlm
7,acquaintance,onylm
7,acquiesce,pene
7,acquiesce,pene
7,acquiesce,pen
7,acquiesce,mua ano
7,acquire,nya
7,acquirement,nimdɛɛ
7,acquirement,nimdɛɛ
7,acquirement,nyimdɛɛ
7,acquisition,adenya
7,acquisition,adenya
7,acquisition,adzenya
7,acquisitive,oniberefo
7,acquisitive,oniberefoo
7,acquisitive,enylkaberfo
7,acquit,gyae
7,acquit,gyae
7,acquit,gyaa
7,acquittal,ogyae
7,acrid,yɛtwyɛtw
7,acrid,yɛtyɛt
7,acrid,yɛrewyɛtw
7,acrimony,adwemmɔne
7,acrimony,adwemmɔne
7,acrimony,adwenbɔn
7,acrobat,apiriplragorɔdifo
7,acrobat,afunibuo
7,acrobat,epiriplra-gordzifo
7,acrobatics,apiriplragoru
7,acrobatics,apiriplragoro
7,acrobatics,afunibuo
7,acrobatics,epiriplragor
7,across,akyiri
7,across,akyire
7,across,ekylr
7,across,twa
7,across,bea
7,across-come,hyla
7,across-come,hu
7,across-come,nya
7,acrostic,nnwom ho ntwerɔɛt
7,acrostic,agyinaehyɛdɛɛ tese
7,act,bu bra
7,act,suasua
7,act,yɛ
7,act,yɔ
7,act,yɛ
7,action,nneyɛ
7,action,nneyɛɛ
7,action,ndze-yɛ
7,action,ɔko
7,action,oko
7,action,ko
7,active,ɔwɔ ahoɔden
7,active,kanyan
7,active,kamkam
7,activity,dwumadie
7,activity,adeyɛ
7,activity,ahokeka
7,actor,guasodeyɛ-fo
7,actor,dwasodeyɔfoo
7,actor,ɔyɛkyerɛfo
7,actual,ankasa
7,actually,ampa
7,actuate,ka
7,actuate,pla
7,acumen,nnam
7,acumen,nnam
7,acumen,ndam
7,acupuncture,panɛ a wɔde wɔwɔ oyarefoɔ-nipadua de sa no yadeɛ
7,acute,nnam
7,acute,ndam
7,acute,denden
7,acute,denden
7,acute,dzen-dzen
7,adage,ɛbɛ
7,adage,ɛbɛ
7,adage,bɛ
7,adamant,mpl
7,adamant,ahemmo
7,adamant,ahemmo
7,adamant,ahembo
7,adamant,twall
7,adapt,dan
7,adapt,dane
7,adapt,dan
7,adaptability,ahokokwa
7,adaptation,nnananl
7,adaptation,nnaneani
7,adaptation,ndanenyi
7,add,fa ka ho
7,add,si so
7,add,si so
7,add,si do
7,add,tia
7,add,tia
7,add,tsla
7,addendum,nsɛm a watwerɔ agu ɛnwoma bi akyl na' ekura nsɛm afoforɔ
7,adder,onanka
7,addict,nkentenso
7,addict,akoa
7,addict,akowaa
7,addict,fa
8,addiction,ɛbo wo
8,addiction,ofa
8,addictive,nnubonɛnom a ɛka obl ho
8,addition,nkekaho
8,addle,suw
8,addle,su
8,addle,suw
8,addle-head,okwasea
8,addle-head,okwasea
8,addle-head,kwasea
8,address,kasa
8,address,kyerɛw nhoma-koma
8,address,asoeɛ
8,address,ofi
8,address,efie
8,address,nnam
8,address,nnam
8,address,abrabo
8,adduce,de kyerɛ
8,adduce,de kyerɛ
8,adduce,dze kyerɛ
8,adenoidal,obl a okasa bo'ne hwene/okasafa ne hwenem
8,adenoids,menewa akyl nam
8,adept,nimdefo
8,adept,nimdefoo
8,adept,nylm-dzefo
8,adequate,ɛdɔɔso
8,adequate,so
8,adhere,fam
8,adhere,bata
8,adhere,yɛ aso
8,adhere,fie
8,adherent,ohokafo
8,adherent,ohoka-foo
8,adherent,kadofo
8,adherent,nea odi obl akyl
8,adhesive,amal bi a yɛde ka nnooma fam
8,adhesive,huaa
8,adhesive,huaa
8,adhesive,hwaa
8,adhesive,huaa
8,adieu,obl ma baabae/nante yle
8,adjacent,bɛn
8,adjacent,si anim
8,adjacent,sl anim
8,adjacent,sl
8,adjacent,anim
8,adjacent,slylm
8,adjective,edln nkyerɛkyerɛ-mu
8,adjective,edln nkyerɛkyerɛmu
8,adjective,dzin tamsl
8,adjoin,okunln
8,adjoin,osafohenekumaa
8,adjoin,osafohenekumaa
8,adjoin,safohen kumbaa
8,adjourn,tu hyɛ da
8,adjudge,hyehye
8,adjudge,kyerɛ se blrbl te saa/eyɛ ɔnoa
8,adjudicate,bu atɛn
8,adjudicate,bu atɛn
8,adjudicate,bu
8,adjunct,mmataho
8,adjunct,mmatahoo
8,adjunct,mbataho
8,adjust,slesle
8,adjustment,nsakraɛ
8,adjustment,nslesiel
8,adjustment,nslesieɛ
8,adjustment,nslesiel
8,admin,nhyehyɛ bl dwumadie
8,administer,som
8,administration,ahwɛfoo
8,administration,adwuma mu akwankyɛrefoo
8,administration,omansohwɛ
8,administration,amanyɛ
8,administrator,adwumam-kwankyɛrefoo
8,administrator,adwumam-hwɛfoo
8,administrator,ohwɛfoo
8,administrator,omanpanyin
8,admirable,ɛfata
8,admirable,nkanfoo
8,admiral,hyen mu sa-hene
8,admiral,hyen mu sahene
8,admiral,hɛn mu sa-hen
8,admiration,nkamfo
8,admiration,nkamfoo
8,admiration,nkamfo
8,admire,kamfo
8,admire,nkanfoo
8,admission,ogye
8,admission,ɔgyeɛ
8,admission,ogye
8,admission,ɔkwan
8,admission,kwan
8,admit,gye
8,admit,ma kwan
8,admittance,nya kwan
8,admonish,tu fo
8,admonish,kasa kyerɛ
8,admonition,afotu
8,admonition,afotuo
8,admonition,afotu
8,ad-nauseam,blrlbl a woyɛ traso ma ɛde abufuo ba
8,ado,blrlbl a woyɛ no ntɛmtɛm
8,ado,w'ahaw
8,ado,ntaneani
8,ado,ntanenyl
8,adolescence,mmaabun bere
8,adolescence,mmabuni bere
8,adolescence,mbaabun ber
8,adolescent,ababaa
8,adolescent,aba-baawa
8,adolescent,akatasla
8,adolescent,aberante
8,adolescent,aberantɛ
8,adopt,gye abayɛn
8,adoption,abaye
8,adoption,abayɛn
8,adoration,nkamfo
8,adoration,nkamfoo
8,adoration,nkamfo
8,adore,kamfo
8,adore,sore
8,adore,sor
8,adore,kotow srɛ
8,adore,koto srɛ
8,adore,kotow serɛ
8,adom,hyehye
8,adornment,ahyehyɛdeɛ
8,adornment,amlade
8,adornment,amladeɛ
8,adornment,ahyedyɛdze
8,adrenalin/adrenaline,nfifire firl nipadua no brɛ a w'ahaw anaa wobo afu na' ɛma wo ahoo den brɛ a w'akoma bo ntɛmtɛm
8,adrift,tew yera
8,adrift,te hra
8,adrift,tɛw kɔ
8,adroit,wɛwɛ
8,adulation,nkorɔkoro
8,adulation,nkokɔdɛ
8,adult,opanyin
8,adult,opanin
8,adult,opanyin
8,adulterate,sɛe
8,adulterate,sɛe
8,adulterate,sɛɛ
8,adulterate,fra mu
8,adulterate,fra mu
8,adulterate,-fora mu
8,adulteress(es),ɔwaresɛfoo
8,adultery,awaresɛ
8,adultery,awaresɛ
8,adulthood,mmrantebɛrɛ
8,adulthood,oberɛntowani
8,advance,slesie to ho
8,advance,Ma
8,advance,kɔ
8,advance,firl
8,advance,firl
8,advancement,akɔ so/kɔ so
8,advancement,kankɔ
8,advancement,kankoro
8,advancement,mpontu
8,advantage,mfaso
8,advantage,mfasoo
8,advantage,mfaso
8,advent,okwanhwɛbɛrt
8,advent,okwanhwɛbɛrt
8,advent,kwanhwɛbɛr
8,adventitious,nkekaho
8,adventitious,mmataho
8,adventitious,mbataho
8,adventure,aslane
8,adventure,aslan
8,adventure,eslan
8,adventurer,obadueduefo
8,adventurer,obadueduefoo
8,adventurer,obaduaduafo
8,adventuresome,nnam
8,adventuresome,nnam
8,adventuresome,ndam
8,adverb,nkasae mu kyerɛfo
8,adverb,nka-sae mu kyerɛfoo
8,adverb,nyɛ tamsl
8,adversary,ɔtanfo
8,adversary,osldlfo
8,adversary,osldlfoo
8,adversary,tamfo
8,adverse,bone
8,adverse,bone
8,adverse,bon
8,adverse,blrlbl a ɛnyɛ
8,adverse,ade bone
8,adversity,mmusubo
8,adversity,mmusuo
8,adversity,amanehunu
8,adversity,amandzehun
8,advert,bɔ dawuro
8,advertise,bɔ dawuru
8,advertise,bɔ ho dawuro
8,advertise,bɔ ho dawur
8,advertisement,dawuru
8,advertisement,dawuro
8,advertisement,dawur
8,advertiser,obl a ɔbɔ dawuro
8,advice,afotu
8,advice,afotuo
8,advice,fotu
8,advice,amanɛ
8,advice,amanɛ
8,advice,amandzɛɛ
8,advisable,nyansa wom
8,advise,tu fo
8,advise,susu kyerɛ
8,adviser,ode mmoa anaa afu-tuo ma wo blrbl ho
8,advocacy,badwom akyltaɛ
8,advocate,odimafo
8,advocate,odlmafoo
8,advocate,dzimafo
8,advocate,okylgylnafo
8,advocate,okylgyl-nafoo
8,advocate,okylrtafo
8,advocate,gylna akyl
8,advocate,gylna akyire
8,advocate,taa ekylr
8,adze,sosow
8,adze,soso
8,adze,sosow
8,aegis,akyltaɛ
8,aeon,mfesanten
8,aeon,mfesanten
10,Agnes,ahotɛ
10,agnostic,onnye Onyankopon a ɔwɔ hɔ nni
10,ago,dedadeda
10,ago,dadadada
10,ago,dadaada
10,agog,krado
10,agonize,biribi a wɔde anibere dwene ho bere tenten
10,agonize,gyinaeɛle a ɛyɛ dene
10,agony,yaw
10,agony,yea
10,agony,yaw
10,agony,aden no
10,agoraphobia,ehuu
10,agoraphobia,obi a osuro wɔ ne mu sɛ obefi adi
10,agoraphobia,osuro
10,agree,pene
10,agree,pen
10,agree,pɛ
10,agreeable,anisɔ
10,agreeable,anisɔ
10,agreeable,enyisɔ
10,agreement,hyla
10,agreement,anokorɔ
10,agreement,apam
10,agreement,opene
10,agreement,pen
10,agriculture,kuayɛ
10,agriculture,kua
10,agriculture,adow
10,agriculture,adɔ
10,agriculture,adow
10,aground,ase
10,aground,aseɛ
10,aground,ase
10,aground,fam
10,aground,famu
10,ague,atiridii
10,ague,atiridii
10,ague,etsirdii
10,aha,te biribi ase
10,aha,anigye biribi ho
10,ahead,kan
10,ahead,anim
10,ahead,enyim
10,ahoy,hyɛmfoɔ nteamuu
10,ald,boa
10,alde,yɛ obi mmoa
10,aiding-and-abetting,bu mmara so
10,Aids,babasowerɛmfoɔ
10,Aids,oyadeɛ bi ekum mmoawa a wɔbɔ nipadua ho ban
10,all,yare
10,all,yar
10,all,yɛ yaw
10,all,yɔ ya
10,all,yɛ yaw
10,allment,yare
10,allment,yadɛ
10,allment,yarba
10,aim,botae
10,aim,botaeɛ
10,aim,botae
10,aim,fa si anim
10,aim,fa si anim
10,aim,fa si enyim
10,aimless,onni atirimpo anaa nhyehyɛe blara
10,air,mframa
10,air,hata
10,air-base,baabi a asraafɔɔ wimhyɛn gyina
10,air-borne,wimhyɛn a ɛwɔ soro
10,air-ily,huuhuu
10,air conditioned,afidie bi a etumi ma ɛdan mu yɛ nyuuyuu-yunu
10,air conditioned,ɛdan a emu yɛ nwunu/wiri-duduu
10,aircraft,wimhyɛn
10,aircraft,wimhyɛn
10,airmall,nneɛma a wɔde soma wimhyɛn
10,airport,wim-hyɛn aginaeɛ
10,airport,ewiem hyɛn aginaeɛ
10,airport,wim hɛn gyinabew
10,air-raid,asraafɔɔ a wɔde wimhyɛn toto aprɛmboba
10,air tight,adaka bi a nframa nntumi nkɔ mu
10,air tight,etat-adaka ntem kwan a wimhyɛn nenam
10,airway,wlem kwan a wimhyɛn nenam
10,airy,odan kɛseɛ a nframa pii tumi kɔm
10,airy,obi a ɔnnfa nsɛm anaa adwuma anibre-sɛm
10,aisle,ɛkwan ketewa a ɛda nkonwa ntam
10,ajar,pan
10,akimbo,wɔ nsa a wɔde asoso wɔ sisi
10,akin,bɔ abusua
10,akin,bɔ abusua
10,akin,bɔ ebusua
10,alabaster,ɔboo fufuo bi a wɔde-yɛ nnipa ahonin ne nneɛma a
10,nnipa de hyɛhyɛ neho,nnipa de hyɛhyɛ neho
10,alack,agyael
10,alack,agyael
10,alack,egya
10,alacrity,ahoohare
10,alacrity,ahoɔherɛ
10,alacrity,ahoohar
10,a-la-mode,nea aba sɔɔ
10,alarm,teaamu bɔ kɔkɔ
10,alarm,ewibɔ
10,alarm,wibɔ
10,alarm,akomatuo
10,alarming,ɔhaw
10,alarming,bɔ hu
10,"Albert, Alberta",Animuonyam
10,albatross,opo so anomaa fufuo bi a ɔyɛ kɛse
10,albatross,dwumadie bi a ɛyɛ ɔhaw
10,albeit,asɛm a wɔka ma wɔhunu asɛm bi mu nsonoɛ
10,albino,ofiri
10,albino,ofiri
10,albino,ofir
10,album,nnwoma bɔha bi a wɔ-de nfonin hyem
10,album,nnwoma wurabea
10,album,bɔha
10,albumen,kosua honam fofuo no
10,alchemy,nyansahufoɔ a ɔhwehwɛ sɛ odane adeɛ sika kɔkɔɔ
10,alcohol,ɛbo
10,alcoholic,nsa a ɛbɔrɔ
10,alcoholic,Sadweam
10,alcoholic,sabokwafo
10,alcoholic,sabokwafo
10,alcoholic,kwafoɔ
10,alcoholic,sabokwanyi
10,alcove,pla
10,alder,dua bi a enyini wɔ atifi beɛ bi a ɛhɔ yɛ hyeɛ
10,alfalfa,afifideɛ bi a wɔde ma ayɛ-mmoa na wodin’aba
10,alfresco,aduane a wodin no badwom
10,algebra,akontaabuo bi a wɔde nsɛmfua -ntwerɛɛ ɛna ebu ho akonta
10,ale,ahal
10,alga,apopobire
10,alert,kradɔ
10,alert,wɛwɛ
10,Alexander,Odinkanfo
10,allas,anasɛ
10,allas,anasɛ
10,allas,ana
10,alibli,ahosan
10,Alice,Animuonyam
10,allen,ɔhɔhɔ
10,allen,ɔhɔhɔɔ
10,allen,hɔhɔ
10,allen,omanfranyi
10,allen,omanfrani
10,allen,mamfranyi
10,alienate,Ate neho
10,alienate,tew
10,alienate,te
10,alienate,tsɛw
10,alight,sian
10,alight,siane
10,alight,sian
10,alight,be-sɔ
10,align,akyitae
10,alike,pɛ
10,allment,aduan
