page,eng,twi
8,drug cartel,Nkrɔfokuo a wɔdi nnurobɔne ho dwa
8,due process,Mmara kwan so
8,Dust Bowl,Beae a mfutuma/mfuturu wɔ
8,economic development,sikasɛm mu mpontuo
8,economic growth,sikasɛm mu nkɔso
8,economic growth,sikasɛm mu yiyedi
8,economics,sikasɛm ho adesua
8,elastic clause,tumi a mmarahyɛ badwa de hyɛ mmara biara a ehia
8,election,abatoɔ
8,electoral college,nipakuo bi a wɔto aba
8,electors,obi a ɔwɔ hokwan sɛ ɔtow aba
8,emancipation,Faahodie
8,Emancipation Proclamation,Faahodie ho mpaemuka
8,Embargo Acts,Anohyeto ho Mmara
8,emigration,atutra
8,emigration,batatuo
8,employment,adwuma a wɔyɛ gye akatua
8,enlightenment,anibuei
8,entrepreneur,odwadini(nea okura n'ankasa adwuma)
8,enumerated powers,ankorankoro tumidi
8,environment,mmɔntenso
8,environment,mpɔtam
8,envoy,ɔman bi namusini
8,envoy,namusifo
8,Equal rights amendment (ERA),pɛrepɛreyɛ wɔ faahodie mu nsesaeɛ
8,equality,pɛrepɛreyɛ
8,escalation,ɛsorokɔ
8,espionage,akwansra
8,ethnic,abusuakuo
8,ethnocentrism,abusuakuo mu nyiyimu
8,ethnocentrism,abusuakuo mu nitan
8,Europe,Europeman
8,Europe,Europa
8,European Union (E.U),Europeman nkabomkuo
8,evolution,nkɔso
8,evolution,mpɔntu
8,evolution,adannandi
8,excise tax,ɛtoɔ a ɛda adetɔneɛ so
8,executive branch,aban fa a wɔma mmara yɛ adwuma
8,executive privilege,hokwan a ɔman de ama
8,expansion,mbaemu (ntrɛwmu)
8,exploration,mfeefeemu
9,extraterritoriality,nsusuwii a ɛne sɛ ɔman soafo bi te ɔman foforo so nanso ɛte sɛ nea ɔte ne man mu ara (ɔde ne ho).
9,faction,ɛfa bi
9,factors of production,neɛma a ɛkɔ adeyɔ mu
9,family,abusua
9,farmers,akuafoɔ
9,fascism,kankabi aban nhyehyɛe
9,federal deficit,ɔman ka
9,Federal Reserve System,ɔman sikakora nhyehyɛe
9,Federal System of Government,amanmuo nhyehyɛe bi a ɛma mantam biara di wɔn ho so/ de wɔn ho
9,federalism,sɛ wo ma mantam bi di wɔn ho so
9,felony,mmarato a emu yɛ duru
9,feminist movement,dɔm a ɛko ma mmaa yiedie
9,First Continental Congress,amanaman nhyiam a edi kan
9,flag,Frankaa
9,foreclosure,agyapade a wɔnam mmara kwan so gye de si bosea a wontumi ntua ananmu
9,foreign affairs,aman foforo so nsɛm/amanɔne nsɛm
9,foreign policy,ɔman nhyehyɛe fa ɔman foforo bi nkitahodi ho
9,Four Freedoms,faahodie anan
9,Fourteen Points,ɛpɔ dunan
9,franchise,tumi/hokwan
9,free enterprise system,nhyehyɛe a ɛma obiara tumi di dwa
9,free trade,edwadie a nhye nni ho(aguadi mu ahofadi)
9,freedom,faahodie/ahofadi
9,freedom of expression,faahodie a yɛde kasa/kasa mu ahofadi
9,freedom of religion,faahodie a yɛde som/ɔsom mu ahofadi
9,freedom of the press,nsɛntwerɛfoɔ faahodie
9,freedom riders,wɔn a wɔtutu akwan de hwehwɛ faahodie
9,freedom to assemble,faahodie wowɔ sɛ wo bɛyɛ nhyiamu
9,frigate,suhyɛn a yɛde di akoo
9,frontier,ɔhye
9,fugitive,nnipa w'adwane afri afiase
9,Fugitive Slave Law,Akoa a w'adwane ho Mmara
9,Fundamental Orders of Connecticut,Connecticut Ahyɛdeɛ a Edidikan
9,G.I Bill,G.I. Mmara
9,Gay Rights Movement,Kuw a wɔhwehwɛ ahofadi ma bɔbeasu koro ntam nna
9,gender bias,ɛkotia mmaa anaa mmarima (bɔbeasu mu nyiyim)
9,gender roles,mmea ne mmarima dwumadi ahorow
10,generations,awoɔ ntoatoasoɔ ahorow
10,genocide,nnipa dɔm akunkumakunkum
10,Geographic factors,nsɛm a ɛfa beae bi ho
10,geography,asase yɛbea ho nhomasua
10,Gettysburg,Gettysburg
10,Gilded Age,sikakɔkɔɔ mmerɛ
10,glasnost,Rusiafoɔ kasa a ɛkyerɛ dawurobɔ
10,globalization,amanaman nsɛm
10,Gold standard,Sikakɔkɔɔ Susudua(nea edi mu)
10,Good Neighbor Policy,Nhyehyɛe pa a ɛfa yɛne afoforo ntam abusuabɔ ho
10,goods and services,adetɔneɛ ne nnwuma
10,government,aban
10,graduated income tax,akatua toɔ a wɔakyekyem
10,graft,kataasehyɛ
10,grandfather clauses,mmara a atwam a yɛde di dwuma
10,Grange Movement,Mfuom Adɔmfokuo
10,graph,mfonini
10,grass roots campaign,ɔmanfo ɔsatu
10,Great (or Connecticut) Compromise,Connecticut Ntease Kɛse
10,Great Depression,Sikasɛm Ahohia Kɛse
10,Great Migration,Akwantu Kɛseɛ
10,Great Plains,Asase Kesee Kɛse
10,Great Society,Ekuo Kɛseɛ
10,Green Revolution,Kuayɔ mu Nsesae
10,greenbacks,amerikafoɔ dollar ( sika)
10,grievance,ɔhaw
10,grievance,nsɛnnennen
10,gross domestic product,ɔmanfo sika dodow
10,gross national product (GNP),ɔmanfo nkutoo sika dodow
10,guerilla warfare,ɔko a wotwitware atamfo nan mu
10,Harlem Renaissance,Harlem Mpegya
10,hate crimes,nsɛmmɔne a egyina ɔtan so
10,health care,apomuden
10,health care,ayarehwɛ
10,high crimes,amumɔyɛsɛm
10,historical figures,nnipa a wodi mu wɔ abakɔsɛm mu
10,history,abakɔsɛm
10,Holding company,adwumakuw a nnwuma afoforo hye ase
10,holocaust,Nnipa asehyɛɛ
10,Home Front,ɔko a esi wɔ ɔmanfo ntam
10,Homestead Act,asase tɔn Mmara
10,Hoovervilles,ahiafoɔ atenaeɛ
10,horizontal integration,nnwumakuw a wɔn ahoɔden ne nea wɔyɛ nyinaa yɛ pɛ a wɔaka abom de trɛw wɔn dwumadi mu
11,House of Burgesses,Kan Virginia mmarahyɛ baguafo kumaa
11,House of Representatives,United States Mmarahyɛ Baguafo kumaa
11,human needs,nnipa adehiadeɛ
11,human resources,adwumayefo
11,human rights,nnipa faahodie
11,identify,hyɛ no nsow
11,illegal alien,ɔhɔhoɔ a mmara mma no kwan
11,illegal immigration,akwantuo a etia mmara
11,immigration,akwantuo
11,Immigration Acts,akwantuo ho mmara
11,Immigration and Naturalization Service,Akwantuo ne sɛ Woreyɛ Ɔman bi ba Nhyehyɛeɛ
11,Immigration Quota Acts,nnipa dodow a ɛse sɛ wɔba ɔman bi mu ho mmara
11,immunity,banbɔ
11,impeach,bua fɔ
11,impeach,bɔ obi sobo
11,impeachment,afɔbuo
11,impeachment,bɔ obi sobo
11,imperialism,sɛ worehyɛ/di ɔman foforo bi so
11,imperialist,wɔn a wɔ hyɛ ɔman bi so
11,implied powers,tumidifo a wɔnna adi pefee
11,impressment,wɔhyɛ mmarima ma wɔ dɔm asraadɔm
11,imprisonment,wɔde obi ato afiase
11,income tax,akatua so tɔɔ
11,incumbent,nea ɔte adwaso
11,indemnify,ahobanbɔ fri neema bi ho
11,indentured servants,asomfo a mmara kyekyere wɔn
11,independence,faahodie
11,Indian Wars,indiafoɔ akoo
11,indigenous peoples,kuro no mu nnipa ankasa
11,industrial,nnwumakuw
11,industrial,mfiridwuma
11,industrial growth,mfididwuma ho nkankɔ/mpɔntu
11,Industrial Revolution,mfididwuma mu nsesae
11,industrialization,wɔ de mfididwuma redi dwuma
11,industry,mfididwuma
11,industry,nnwumakuw
11,inequality,ɛnnyɛ pɛrepɛreyɛ (nsisi
11,inequality,nea ɛnyɛ pɛ)
11,inflation,Nneɛma bɔɔ a ɛkɔ soro
11,initiative,anamɔntu
11,injunction,anohyeto/siw obi/biribi ho kwan
11,installment buying,nkakrankakra adetɔ (sɛ wobɛtɔ ade na watua no nkakrankakra)
11,institution,ahyehyɛde
11,institution,adwumakuw
11,integrity,nokorɛdie
11,integrity,mudi
11,interdependence,yɛsosɔ wɔn ho wɔn ho asene
11,interment camps,bea a wɔde nneduafoɔ kɔ
12,Internal Revenue Service (IRS),adwumakuo a ɛgyegye ɔman tɔɔ
12,international,amanaman ntam
12,internet,intanet
12,Interstate Commerce Commission,mantam ntam edwadie adwumadie
12,intervention,sɛ worete asim (sɛ wubegye agyinam)
12,investments,nneɛma a wode wo sika ahyem a ɛde mfaso ba
12,Iranian hostage crisis,Iran nneduafoɔ kyere.basabasayɛ
12,Iroquois Confederacy,Amerika Indiafoɔ Nkabomkuo
12,isolationism,sɛ wo yɛ woho ankonam/m’ate me ho
12,Jacksonian democracy,Jackson kabimamenkabi/dodow amammuo
12,Japanese-American,Japan Amerikani
12,Jeffersonian democracy,Jefferson kabimamenkabi/ dodow amammuo
12,Jim Crow laws,Mmara a na ɛko tia abibifoɔ
12,jingoism,ɔman ho dɔ a ɛbroso
12,joint-stock company,adwumamakuw a nnipa pii sika hyɛ mu
12,judicial branch,aban fa ɛhwɛ atenmuo so
12,judicial review,atenmuo nhwehwɛmu
12,judiciary,atenmuafoɔ kuw
12,Kansas-Nebraska Act,Kansas-Nebraska Mmara
12,Kellogg-Brand Pact,Kellogg-Brand Apam
12,Know-Nothing Party,Amanyɔkuo a wonnim hwee
12,Ku Klux Klan,Ku Kluxx Klan adɔmfokuo
12,labor,adwumayɛ
12,Labor Standards Act,Adwumayɛ ho Susudua Mmara
12,laissez-faire,fahodi ma wɔn a wodi wɔn so
12,land grants,asase bi a yɛde ma
12,Land-Lease Act,Asase han ho Mmara
12,Last Frontier,Atifi Atɔe Mantam
12,law (s),mmara
12,leader (s),(a)kandifoɔ
12,leadership,akandifoɔ/akannie
12,League of Nations,amanaman nkabomkuo/apam
12,legislation,mmara a efri mmarahyɛ badwam
12,legislative branch,aban fa a wɔhyɛ mmara
12,legislative process,mmarahyɛ badwam nhyehyɛeɛ
12,libel,dinsɛeɛ
12,life expectancy,nnipa nkwa nna
12,limited government,(aban a enni mu/ensi pi)
13,line item veto,tumi a manpanyin wɔ a ɔde yɛ mmoguo
13,literacy test,akyerɛw ne akenkan ho sɔhwɛ
13,lobbying,wore wurewuram sɛ wo nsa bɛka biribi
13,lobbyist,nnipa a ɔwurewuram de hwehwɛ biribi
13,local community,mpɔtam hɔfo
13,local government,mansini aban
13,lockout,adwumayɛfo a wɔka wɔn si abɔnten
13,loose constructionist,wɔn a wɔmmpɛ sɛ ɔman mmara bɛyɛ kyenkyenee
13,Louisiana Purchase,United States atɔe fam asase a wɔtɔ fii Fransefo hɔ
13,Loyalist,ɔnokwafo
13,MacArthur Constitution,MacArthur ɔman mmara kunin
13,machine politics,amanyɔfo a wɔpɛ wɔn ankasa mfaso sen ɔmanfo yiyedi
13,Magna Carta,Magna Carta mmarahyɛ
13,majority rule,dodoɔ amanmuo
13,maldistribution,adekyɛ a ankɔ yie
13,mandate,amanmuo tumi
13,mandate,tumi
13,mandate,hokwan
13,Manhattan Project,Manhattan Dwumadie
13,Manifest Destiny,Dan hyɛbrɛ adi
13,manufactured goods,adetɔneɛ a y'anwene
13,manufactured goods,aguade
13,market economy,ɔman sikasɛm a egyina edwadie so
13,Marshall Plan,Nhyehyɛeɛ a Amerika nam so san de pegyaa Europe Atɔeɛ aman
13,martial law,asraafoɔ de wɔn mmara hyɛ ɔman so
13,Mason-Dixon Line,Mason-Dixon Hyeɛso
13,Mayflower Compact,Mayflower Nhyehyɛeɛ
13,Medicaid,ɔmanfo apomuden nsiakyibaa
13,Medicare,ɔmanfo apomuden mu hwɛ
13,melting pot,framanframan a wɔaka abom
13,mercantilism,sikasɛm nhyehyɛeɛ a egyidi sɛ edwadie ma ahonya
13,merchandising,adetɔn
13,merchandising,aguadi
13,metro area,kuropɔn mu
13,Mexican Cession,Mexico Man nyaemu
13,Mexican Revolution,Mexico man no anidan
13,Mexican War,ɔko a ɛkɔɔ so wɔ Mexico
13,Middle Atlantic,Atlantic Mfinimfini
13,migration,atukɔtena
13,military,asraafodom
13,militia,ɔmanfo a wɔama wɔn asraafo ntetee
13,minority,dɔm kumaa
13,minutemen,nea wanya asraafo ntetee (bɛmma ahorow)
13,misdemeanor,nsɛmmɔne
13,misdemeanor,nsɛmmɔnedi
13,Missouri Compromise,Missouri Nteaseɛ
14,mobilization,anoboaboa
14,monopoly,gye kɛntɛn so
14,Monroe Doctrine,Monroe Nkyerekyerɛ
14,Montgomery Bus Boycott,Montgomery Bɔs so Atuateɛ
14,Mormon Church,Mormon Asɔre
14,muckrakers,nsɛmtwerefoɔ a wɔfeefee nsɛm mu
14,multicultural,amamɛɛ ahodoɔ mu
14,multiculturalism,ɛfa amamɛɛ ahodoɔ ho
14,multinational corporation,adwumakuo a ɛwɔ aman ahodoɔ so
14,municipal,mansini
14,nation,ɔman
14,National Association for the Advancement of Colored People (NAACP),ɔman nkabomkuo a ɛhwɛ sɛ abibifoɔ bedi yie (NAACP)
14,National Organization of Women (NOW),Mmaa Nkabomkuo wɔ ɔman mu
14,National Socialist Party,ɔman Sohyialesefo Amanyɔkuw
14,Native American Indian,Amerika indiafoɔ
14,natural resources,nnepa a ɛfri ɔbɔadeɛ ho
14,natural rights,faahodie a ɔbɔadeɛ de ama wo
14,naturalization,wokɔyɛ ɔman foforɔ bi ba
14,naval forces,asraafoɔ a wɔko wɔ po so
14,navigation,awurewura/nsuo/po so akwantu
14,necessary and proper clause,mmara a ɛsɛ na ɛfata
14,negotiation,nsawɔsodie/nkɔmmɔ twetwe
14,neutrality,wonni obara afa
14,New Deal,apam foforɔ
14,New Federalism,Mantam a wɔdi wɔn ho so
14,New Frontier,Hye foforɔ
14,New York State Constitution,New York Mantam Mmara kunini
14,nonpartisan,yɛ nfa nnyɛ amanyɔsɛm
14,non-violence,ntɔkwasɛm nnim
14,normal,biribi a wɔtaa yɛ/ɛtaa si/ ɛnyɛ ade foforɔ
14,North,Atifi
14,North American Free Trade Agreement (NAFTA),Aman a wɔwɔ Amerika Atifi Edwadie Nkabomkuo
14,northeast,atifiapueɛ
14,northwest,atifitoeɛ
14,Northwest Ordinance,Atifitoeɛ Mmara
14,Nuclear families,Abusua nkumaa
14,nullification,ntwamu
14,nullify,twa mu
15,oil crisis,famgo ho ahokyerɛ
15,Old Imperialism,Tete aman a wɔdi afoforɔ so bere mu
15,Open door Policy,sɛ wɔbɛma ɔman biara aguadi hokwan pɛ
15,open shop,sɛ wɔbɛfa adwumakuw adwumayefo wɔ adwuma foforo mu ɛmfa ho sɛ wɔdɔm adwumayefo kuw
15,opposition,wɔko tia
15,opposition,ɔsɔretia
15,ordinance,ahyɛdeɛ
15,ordinance,mmara
15,overexpansion,y'abaemu aboro so
15,overproduction,y'ayɛ aboro so
15,ownership,adeɛ wura
15,Pacific Northwest,Pasifik Atifiatɔeɛ
15,pacifism,ɛfa pasifik ho
15,pardon,bɔne fafri
15,Paris Peace Accords,Adweneyɛ a ɛkɔ so wɔ Paris(Paris asomdwoe Apam)
15,parliament,mmarahyɛ badwam
15,parliamentary democracy,mmarahyɛ badwam kabimamenkabi
15,partitioned,y'akyekyɛ mu
15,partnerships,nkabomde
15,partnerships,ayɔnkofa
15,past,atwam
15,past,tete
15,patriotism,ɔman ho dɔ
15,patriotism,ɔman pɛ
15,patronage,akyitae
15,patronage,gye tom
15,peace movement,asomdwoe dɔm
15,peace treaty,asomdwoe adweneyɛ
15,peace treaty,apam
15,persecution,anitan
15,persecution,ɔtaa
15,Persian Gulf Crisis,persia mpɔpreso ahokyerɛ
15,philanthropy,ayɛmyɛ
15,physical environment,yɛn mmɔnten so a wɔdi ani hunu (mpɔtam a yehu)
15,physical maps,asase mfonin ahodoɔ a wode w'ani hu
15,Plains States,mantam ahodoɔ a ɛda nsow
15,plantation system,afuw akɛse a wɔyɛ
15,Pledge of Allegiance,Nokwaredi ho Bɔhyɛ
15,pluralism,akuoakuo ahodoɔ
15,pocket veto,mmoguo tumi
15,political affairs,amanyɔsɛm
15,political boundaries,ɔman bi hyeɛ so
15,political cartoons,amanyɔ ho aseresɛm mfonin ahorow
15,political corruption,amanyɔ mu krɔnoo
15,political corruption,ɔporɔw
15,political institutions,amanyɔ mu nwumakuo
15,political institutions,ahyɛhyɛde
15,political machine,kuw a ɛkyerɛ nea amanyɔkuw bi yɛ kwan
15,political maps,aman ahorow asase ho mfonin
16,political organization,amanyɔ adwumakuo
16,political organization,ahyehyɛde
16,political party,amanyɔkuo
16,political platform,amanyɔ mu hokwan
16,political power,amanyɔ tumi
16,political radicals,amanyɔfoɔ a wɔn yɛ hetuhɛtu
16,political systems,amanyɔ nhyehyɛɛ ahorow
16,pol tax,aman too
16,pollution,efinyɔ
16,pollution,efi
16,popular sovereignty,dodoɔ tumi
16,popular vote,nnipa dodoɔ abatoɔ
16,Populist Movement,dɔm a wɔpere hokwan ma obiara
16,pork-barrel legislation,mmara ɛko sɛ mmarahyɛ badwani de mpontuodwuma bɛkɔ ne mpɛsua so
16,post-industrial,mfididwuma berɛ akyi
16,post-modern,anibie berɛ akyi
16,postwar,akoo akyi
16,poverty,ohiabubro
16,poverty,ohia buruburoo
16,prairie,asaase kesee
16,preamble,nnianim
16,Preamble of the Constitution,aman mmara kunini no nnianim nsɛm
16,prejudice,wodi tia
16,prejudice,ntɛnkyia
16,president,ɔman panyin
16,President of the United States,united states manpanyin
