page,eng,twi
9,broccoli,brokoli (kabegyi abusuani)
9,bronchitis,ɛwa
9,bronchus,dorobɛn a ɛde mframa firi menem kɔ ahurututuo mu no mu baako
9,bubble,ahuro
9,bud,dua ani
9,budding,dua a ɛrefire
9,buffer,pampim/bammɔ
9,bulb,bɔɔbo/bɔlb
9,burn,nhyehyee/hyew
9,cabbage,kabegyi
9,calcium,kalsiɔm (dompe mu aduaneduro)
9,calcium carbonate,kalsiɔm kaabonate
9,calibrate,susudua ho nsensaneeɛ
9,calorie,deɛ yɛde susu ahoɔden anaa sradeɛ dodoɔ a ɛwɔ aduane mu
9,calorimeter,afidie a yɛde susu biribi hyeɛ
9,cancer,kokoram
9,canopy,nkatasoɔ
9,capacity,ahoɔden
9,capillary,mogya ntini nketewa
9,capillary action,nsuo anamɔntuo wɔ akwan nketewa pa ara mu
9,carbohydrate,kabohaedrete (nnuanennuro a ɛma nipadua no ɔhyew ne ahoɔden)
9,carbohydrate (s),kabohaedrete ahoɔdoɔ (nnuanennuro a ɛma nipadua no ɔhyew ne ahoɔden)
9,carbon,mframa
9,carbon cycle,mframa nnanemu
9,carbon dioxide,mframa a yɛhome pue
9,carbon fixation,nkwadeɛ de kaabɔn daasaede rehyɛ deɛ ɛtumi porɔ bi mu
9,carbon monoxide,Mframa bɔne a mfidie pu ba
9,carbon-containing,deɛ mframa wom
9,carboxyl group,asede mu aduro bi
9,carcinogen,aduro a ɛbɛtumi ama obi anya kokoram
9,cardiac muscle,Ɛnam a ɛno na ɛkora akoma no mu nneɛma nyinaa no
9,cardiovascular disease,akoma anaa mogya ntini mu yareɛ
9,carnivore,aboa a ɔwe mogyanam
9,carnivorous,deɛ ɔwe mogyanam
9,carotene,deɛ ɛma akokɔsradeɛ ahosuo wɔ abɔdeɛ ahoɔdoɔ mu
9,carrier,ɔsoafoɔ
9,carrying capacity,adesoa mu ahoɔden
9,cartilage,apɔ so ntini a emu yɛ den
9,catabolism,kwammɔne a nipadua no fa so sesa aduane yɛ no ahoɔden a ɛmmoa no
10,catalase,nkwammo a ɛma haadogyen sesa yɛ ɔsegyen ne nsuo
10,catalyst,adeɛ a ɛma dwumadie bi kɔ so ntɛm so
10,caterpillar,osa
10,caterpillar,esa
10,catfish,Adwene
10,cattail,Demire
10,caudal fin,podua
10,caudal fin,bodua
10,caudal vertebra,akyire dompe mu nkyemu a ɛwɔ fam no mu baako
10,caudatum,dua mu
10,cauliflower,Kɛliflawa
10,cell,Nkwammoa
10,cell body,nkwammoa dua
10,cell cycle,nkwammoa nnanemu
10,cell division,nkwammoa nkyɛmu
10,cell membrane,nkwammoa honam
10,cell plate,Enam a ɛbea beaeɛ a nkwammoa bi nkyɛmu hyɛ aseɛ a ɛno na ɛbɛtwa nkyɛmu mmienu a ɛbefiri mu aba no ntam
10,cell respiration,nkwammoa homeɛ
10,cell specialization,nkwammoa biara ne ne dwumadie soronko
10,cell theory,nkwammoa ho adwenemususuo
10,cell wall,nkwammoa fasuo
10,cell-mediated immunity,nkwammoa bammɔ wɔ awummoa ho
10,cellular respiration,nkwammoa homeɛ a ɛma no ahoɔden de di ne dwuma
10,cellulose,nnua nkwammoa fasuo mu aduro bi a yɛde yɛ krataa
10,Celsius,Sɛɛsɛɔso (deɛ yɛgyina so susu biribi hyeɛ
10,Celsius scale,Sɛɛsɛɔso susudua
10,centigrade,sɛɛsɛɔso susudua
10,centimeter,sɛntimita
10,central nervous system,deɛ ɛde atenka kɔma adwene no ma no kyerɛ mu
10,centrifuge,sɛntrifugyi (afidie a ɛtwa ne ho ntɛm so de kyekyɛ nneɛma a afrafra mu)
10,centriole,mmoa mu nkwammoa fa bi
10,centromere,sɛntromiɛ
10,centrosome,sɛntrosɔm
10,cereal group,ayuo abusua
10,cerebellum,sɛrebɛlɔm (adwene fa kɛseɛ baako)
10,cerebral cortex,sɛrebɛlɔm no fa bi a ɛkura akokɔsradeɛ ahosuo
10,cerebrospinal fluid,akyiribrɛmo mu nsuo
10,cerebrum,sɛrebrɔm (adwene no soro)
10,certain,pɔtee
10,cervix,awodeɛ ano
10,challenge,sɔhwɛ
10,challenge,ɔhaw
10,chemical,Aduro
10,chemical bond,aduro mu mfamyɛ
10,chemical equation,aduro nkontaa nhyehyɛeɛ
10,chemical formula,aduro nhyehyɛeɛ kwan
10,chemical reaction,aduro nsunsuansoɔ/dwumadie
10,chemoautotroph,kɛmuɔtɔtrɔf (aboa bi a ɔnam nkwammoa mu nnuro dwumadie binom so nyini a ɛnyɛ deɛ ɛnam awia so)
11,chemosynthesis,nnuro mu mpaapaemu
11,chemotherapy,kɛmɔtɛrapi (kwan a yɛfa so de nnuro sa yɛreɛ)
11,chemotropism,deɛ efa kɛmɔtɛrapi ho
11,chicken pox,buropete
11,chipmunk,amoakua
11,chitin,kyeten (mmoa bi abena)
11,chlorine,klorene (aduro a yɛde te nsuo ho/ani)
11,chlorophyll,klorofel (deɛ a ɛwɔ nhaban so a ɛboa ma wɔyɛ wɔn aduane)
11,chloroplast,kloroplast (deɛ ɛkora klorofel)
11,cholera,ayamtuonini
11,cholesterol,kɔlɛsɛrɔl (sradeɛ mu adeɛ)
11,chordate,kodeeti (mmoa bi abusuakuo bi)
11,chorion,korion (awoɔ akyire adeɛ fa bi)
11,chromatid,kromatede (nkwammoa mmienu a aka abom mu baako)
11,chromatin,kromaten (nnuanennuro fa bi)
11,chromatography,kromatografi (kwan bi a wɔfa so kyɛ mframa ne nsuo mu)
11,chromosomal alteration,kromosom mu nnanemu
11,chromosomal recombination's,kromosom nkabom
11,chromosome,kromosom (aboa anaa dua nkwammoa mu fa bi)
11,chyme,kyeme (yafunu mu aduane a ayam agu nsono mu)
11,cilia,silia (nkwammoa fa bi a ɛwɔso boa ma nkwammoa no nante)
11,ciliary motion,anamɔntuo a ɛnam silia so
11,circulation,ntopetɛɛ
11,circulate,to pete
11,circulatory,deɛ efa ntopetɛɛ ho
11,circulatory system,ntopetɛɛ dwumadie
11,claim,deɛ obi repɛ/deɛ obi rekyerɛ
11,class,klaase/ɔfa
11,classification,nkyekyɛmu
11,classify,kyɛ mu
11,clawed,deɛ wafa ɔyaw bi mu
11,cleavage,ɔbaa nufu ntam (biribi a emu apae/akyɛ)
11,climate,beaeɛ bi tebea wɔ berɛ tenten mu
11,climax community,"mmoa, nnua ne mmoawa tenabea"
11,climax,mmoa asetena nnidisɔɔ nnidisɔɔ a ɛtwa toɔ (awiei)
11,climax,mmoa asetena nnidisɔɔ nnidisɔɔ a ɛtwa toɔ (awiei)
11,clipping,ɔfa a wɔatwa afiri mua ho
11,clone,asesɛdeɛ (biribi a edi nsɛ)
11,cloning,kwan a wɔfa so ma nneɛma bi sesɛ
11,close circulatory systems,mogya dwumadie bi a mogya no gyina ntini ahodoɔ no mu
11,coacervate,Koaseveeti
11,coal,asasebiri
11,coal,asasebidie
11,coarse adjustment,adeɛ a ano ano nyɛ torontorom mu nnanemu
11,coast,Mpoano
11,coastal ocean,"mpoanim, baabi a nnipa di agorɔ san yi nam"
11,coastline,mpoano pɛɛ
11,cocci,baatiiria
11,cocci,aboawa
11,coccus,baatiiria
11,coccus,aboawa
12,cockroach,tefrɛ
12,cocoon,Amankuo
12,codominance,tebea bi a nkwammoa tumi kom
12,codon,kodon (nkwammoa mu nhyehyɛɛ bi)
12,coenzyme,koensaem (nkwammoa fa bi a ɛyɛ nnuanennuro bi)
12,coevolution,nkwadeɛ binom a wɔdan wɔn ho mu nnanemu
12,cohesion,"asetena a asomdwoeɛ wom (nkabom, koroyɛ)"
12,cohesive force,deɛ ɛde asetena a asodwoeɛ wom ba
12,collect,gye/anoboa
12,collecting duct,bɔtɔ biribi boa ano wom
12,colloidal dispersion,kolɛde peteɛ
12,colon,nsono awieeɛ
12,colony,mmoa tenabea anaa anoboa
12,color blindness,deɛ ɔntumi nna nsonsonoɛɛ a ɛda ahosuo ahodoɔ mu adi
12,coloration,ahosuoyɛ
12,combat,ko tia
12,combination,Nkabom/ka fra
12,commensalism,twaka a ɛda akuo bi ntam a baako ma ɔfoforɔ no aduane a ɔnnye akyire biribiara
12,common,deɛ obiara nim
12,common ancestor,deɛ dodoɔ no ase firi no
12,common cold,Papun
12,communicable,nsan yareɛ
12,communication,Nkutahodie
12,community,mpɔtam
12,competition,Akansie
12,competitive exclusion principle,asetena mu mmara a ɛkyerɛ sɛ nkwadeɛ akuo mmienu ntumi mpere adeɛ baako ho berɛ korɔ no ara mu ma no nyɛ yie
12,complementary,deɛ ɛka ho ma no yɛ mua
12,complete protein,aduaneduro a ɛkura nnepa nkoron a ɛhia ma nipadua no nyinaa
12,complex multicellular,nkwadeɛ a ɛkura nkwammoa ahodoɔ kuntann a ɛboro baako
12,complexity,afaafa hwanyann
12,compost,nnua ne nhahan a aprɔ agu asase mu
12,compound,aduro mmɔho
12,compound eye,aboa bi ani a ɛwɔ deɛ ɛhunu adeɛ bebree
12,compound light microscope,maakrosukopu a ɛkura ani ahodoɔ a ne kanea to mfonini no to deɛ ɔrehwɛ no ani so
12,compound microscope,maakrosukopu a ɛtumi twe adeɛ a ɛwɔ akyire ba anim yie
12,concentration,deɛ ɛwom dodoɔ
12,concentration gradient,susudua a wɔde susu biribi dodoɔ a ɛwɔ adeɛ bi mu
12,concept,adwenepɔ
12,conception,adwenepɔ hyehyɛ
12,concerning,deɛ ɛfa biribi ho
12,conclusion,awieeɛ
12,condensation,nsunaneeɛ
12,conditioned reflex,nneyɛɛ bi a ɛgyina biribi so
12,conditioning,deɛ ɛnam so
12,conduct,suban/di dwuma
13,conduction,Ɔkwan a ɔhyew fa so fa biribi mu
13,cone,aduaba bi
13,cone,bɔbea bi
13,conifer,konifa (nnua akukuo bi)
13,coniferous,nnua akuo bi a ɛyɛ konifa pii
13,coniferous forest,kwaeɛ bi a ɛyɛ konifa pii
13,conjugation,kwan a nkwadeɛ binom fa so ma wɔn ase dɔre
13,connective tissue,Ɛnam ahodoɔ a ɛhyehyɛ nipadua akwaa atitire no ntam
13,conservation,akoraeɛ
13,conservation of environment,atenaeɛ akoraeɛ
13,considered,wɔahwɛ no/dwene ho
13,constipation,Ayamtim
13,construct,si
13,consumer,deɛ ɔdi anaase ɔtɔ biribi
13,contain,kora
13,content,deɛ ɛwom/sɛ biribi yɛ ma wo
13,contour farming,bɛpɔ anim afuoyɛ
13,contour ploughing,bɛpɔ anim funtum
13,contraception,kwan a wɔfa so de aduro si awoɔ ano kwan
13,contractile vacuole,akwaa a ɛkyen ne ho de pu nsuo wɔ nkwammoa mu
13,contribute,yɛ wo fam deɛ
13,control,sɔ ano/anosɔ/di so
13,controlled experiment,nhwehwɛmu a wɔyɛ no beaeɛ a wotumi sosɔ nneɛma ano
13,controlled variable,nhwehwɛmu fa bi a wɔakyerɛ deɛ ɛwɔ sɛ ɛfiri mu ba anaase wɔanya so nkɛntɛnsoɔ
13,convergent evolution,nkwadeɛ soronko soronko binom mu akwaa korɔ mu nsesaeɛ
13,convert,dane
13,convert,sesa
13,convulsion,ɔsoro aka obi/adeɛ atɔ obi so
13,coordinating system,kwan a wɔfa so de nɔma ahodoɔ kyere biribi gyinabea (nhyɛnhyɛe a wɔde toto nneɛma yiye)
13,coordination,sɛdeɛ akwaa ahodoɔ bom di dwuma.
13,coral,koral (nsunam nketewa dompe mu adeɛ dennen bi a yɛde yɛ kɔmuadeɛ)
13,coral reef,koral ahodoɔ a aboa ano
13,coronary circulation,mogya dwumadie wɔ akoma mu
13,coronary artery,mogya ntini a ɛwɔ akoma mu
13,corpus luteum,"akwaa bi a ɛyɛ akokɔsradeɛ a ɛba baabi a ɔbaa to kosua fire, berɛ a wato awie"
13,cortex,akwaa bi akyire honam
13,cortisone,nkwammoa bi a yɛde sa dompe mu yaw
13,cotyledon,aba akwaa a ɛyi nwura a ɛdi kan
13,covalent bond,mfamyɛ a ɛwɔ atɔm ntam a ɛnam ɛlɛtrɔnso so
13,cover,mmuasoɔ
13,cover,bua so
13,cover,kata so
13,cover,nkataso
13,cover crop,nwura a ɛka asase so a ɛmma nsuo nhohoro asase no nkɔ
13,coverslip,adeɛ a yɛde kata biribi so de hwɛ wɔ maakrosukopu mu
13,Cowper's gland,akwaa mmienu bi a ɛyɛ akokɔsradeɛ a ɛwɔ adwonsotwa no soro
13,Cranial nerve,ntini a ɛfiri adwene no mu wurawura tikwankora no mu de ba nipadua no mu
