page,twi,eng
18,esíe,ant-hill
18,esíw,ant-hill
18,te,to tear
18,tèw,to tear
18,mã,work
18,adwúmã,work
18,mfrãmã,wind
18,tò,to buy
18,tòŋ,to sell
18,wa,to be long
18,wàre,to be long
18,kyè,to last
18,kyere,to last
18,kō,one
18,koro,one
18,pà,to take off superficially
18,prá,to sweep
18,părá,to sweep
18,bà,to come
18,brá,to come (i. e. be born) again into this world
18,bărá,to come (i. e. be born) again into this world
18,bà,to come
18,kò,to go
18,kóè,to go
18,kórè,to go
18,esé,a small pillar
18,ɔséré,the thigh
18,pà,repetition
18,pápa,repetition
18,tiá,repetition
18,tiátia,repetition
18,fe,repetition
18,fefé,repetition
18,sié,repetition
18,siésie,repetition
18,pò,repetition
18,popó,repetition
18,těé,repetition
18,těétěè,repetition
19,dà,sleep
19,dèda,sleep
19,pà,good
19,popá,good
19,paé,break
19,paápaé,break
19,dùru,heavy
19,dudúru,heavy
19,hòro,wash
19,hohóro,wash
19,sòre,rise
19,sosóre,rise
19,ɔ̀bàrimá,a man
19,onuá,brother
19,ɔsebɔ́,leopard
19,opété,vulture
19,ɔbɔ́,stone
19,osú,rain
19,ɔkóm,hunger
19,obià,poverty
19,a,a
19,akoá,slave
19,agyá,father
19,akurá,mouse
19,akyené,drum
19,asɔ́,ear
19,àbóro,injury
19,ŋkyéne,salt
19,nsú,water
19,ŋŋó,oil
19,mfɔ́tɛ,termite(s)
19,ŋhwí,hair
19,nsá,the hand
19,nsǎnfía,a pair of scales
19,nséw,curse
19,ntám,oath
19,esé,tooth
19,ekó,buffalo
19,ediŋ,name
19,ámpàŋ,a bat
19,antweri,a ladder
19,asáw,a dance
19,sàw,to dance
19,ɔkɔ́,fight
19,kɔ̀,to fight
19,mpǎm,an alliance
19,pǎm,to form an alliance
19,nná,sleep
19,dà,to sleep
19,antwèri,ladder
19,twèri,to climb
19,kètewa,a little person
19,kesé,greatness
19,ɔkèsé,a great man
19,osikaní,a rich man
19,siká,gold
19,oguadíní,a trader
19,guá,to trade
19,A'fúa,feminine birth-name
19,odáŋ,house
19,m'aní,my face
19,n'asɔ́,your ear
19,m'anim,my face
19,wo ano,your mouth
19,prá,to sweep
19,mfrafrá,mixture
19,fra,to mix
19,adidí,eating-place
19,didi,to eat
19,ba,child
19,abóawa,a small animal
19,abóaa,a small animal
19,abóa,animal
19,ohiání,a poor man
19,ohiá,poverty
19,ɔtámfo,enemy
19,taŋ,to hate
19,ade-bònè,bad thing
19,oba-húhuni,a worthless fellow
20,ahem-fí,"the king's house, palace"
20,atú-boa,"flying animal, bird, bat"
20,tù,to fly
20,àbóa,animal
20,ani-wu,"eye-dying, shame"
20,adesàe,"evening, night"
20,adè sà,things come to an end
20,dwón-tó,singing
20,tò,to sing
20,dwóm,to sing
20,só-hwe,"examination, temptation"
20,á-ŋkɔ-nam,"who walks alone, a lone traveller"
20,n-tò-dii,"(things) bought (and) eaten, expenses"
20,ɔ-bó-àdèe,"who creates things, creator"
20,a-hùn-ani-aŋkánsa,"(it) lets the eye see (sc. what is in a house, but) the hand not reach, i. e. lattice-window, Venetian-blind, jalousie"
20,nsó,ash-coloured (lit. 'ashes')
20,abo-abó,stony (lit. 'stones')
20,as-du-wúi,a dead tree
20,duá à éwúi,a dead tree
20,gòru,to play
20,gyina,to stand
20,sò,to be large
20,patípàtiriw,5 syllables
20,tafótàfo,4 syllables
20,tàfóro,4 syllables
20,fà,to bend or break
20,bàre,to bend or break
20,fofáfòfa,to bend or break
20,bobábòbare,to bend or break
20,hata,compounded verb
20,watiriw,compounded verb
20,bò,to strike
20,bobó,to strike often or repeatedly
20,wù,to die (one or several persons)
20,wuwú,to die in numbers
20,bù,"to bend, break"
20,bubú,to break many things; to bend or break a thing in many places
20,di,to eat (an orange)
20,akutú,an orange
20,didí,"to eat, be at meal"
20,hwè,to look
20,hwehwé,to search for
20,okún,husband
20,baa,female
21,m-fi,the king's
21,àbóa,animal
21,adesáe,evening
21,a-bùn-ani-aŋká,not reach
21,táfo,fr. tàfóro
21,bò,or object
21,ak,many things
21,di,akutú
21,ɔbàrimá,man
21,ɔbéa,woman
21,agyá,father
21,osé,father
21,ɛná,mother
21,awó,mother
21,okúnu,husband
21,oyére,wife
21,ɔbá-barimá,son
21,ɔbá-bea,daughter
21,akókɔ-nini,cock
21,akókɔ-beré,hen
21,atá,"atáwa (Ak.), male"
22,ataá,female twin
22,owúrà,master
22,oŵìrà,master
22,aŵiraŵá,mistress
22,-bá,mistress
22,ohéne,king
22,ahéne,kings
22,ekúw,heap
22,akúw,heaps
22,gyatá,lion
22,agyatá,lions
22,etów,lump
22,atowatów,lumps
22,obá,child
22,mmá,children
22,edá,day
22,nná,days
22,afé,comrade
22,mfefó,comrades
22,obantoni,mason
22,abantofó,masons
22,ená,mother
22,enánom,mothers
22,oyàré,sickness
22,nyarewá,sicknesses
22,àdé,thing
22,nnéwa,things
22,nnéma,things
23,Reflexive Pronouns,"formed by adding hɔ to the objective pronouns; thus: me hɔ, wo hɔ &c., myself &c.; ɔdɔ ne hɔ, he loves himself."
23,Reciprocal Pronouns,"in which case the compound form, or only the second part of it, or the verb, is doubled; as wɔdɔ wɔŋhɔ-wɔŋhɔ, or wɔdɔ wɔŋhɔ-hɔ, or wɔdɔdɔ wɔŋ hɔ, they love each other."
23,Demonstrative Pronouns,"oyí, this (person), pl. eyínom, used substantively. — yí, this (thing), pl. yi & yínom; no, that, the, those, both used adjectively. 'Yi' refers to things near at hand, 'no' to something farther away, or mentioned and known already. No serves also as definite article."
23,Relative Pronoun,a; it always has a low tone.
23,Attributive adjective,"is placed after the noun which it qualifies, as ɔdáŋ kèsé no, that (or the) large house; nnipa pá yi, these good people; but always before the distinguishing terms 'no' or 'yi'."
23,Predicative adj.,"is (always) joined to a verb of existence; e. g. dadé yè deŋ, iron is hard."
23,Comparative,"when comparison is made, is expressed by the verbs kyeŋ or seŋ .. surpass; as mfoníni yi yè fé kyèn ɛnó, this picture is finer than that."
23,Superlative,"when comparison is made, is expressed by kyeŋ or seŋ .. nyináa; as ɔdáŋ no sèŋ adáŋ ny., that house is larger than all (other) houses; that is the largest house."
23,Adjectives (no comparison),"When no comparison is made, reduplication, or an adverb, or 'no ara' is used; e. g. akutú dèdéde, an exceedingly sweet orange; òware sê, he is very tall; mmofrá plì nó ara, most children."
23,Adjectives as adverbs,"frequently serve also as adverbs; thus: wógòru fɛfɛɛfɛ, they play very nicely."
23,Numerals,"They are in analogy with nouns. The object counted is placed before the Cardinals; as ɔbó blakó, one stone; nnuá dú, ten trees."
23,Ordinals,"are wanted. They are supplied (besides personal nouns like those signifying the order of birth, as Maánú, the 2nd child; A'naŋ, the fourth child, Gr. § 41) chiefly by verbal phrases; e. g. ódi káŋ, he or she is the first; nea ódi káŋ, the first (person); nea édi káŋ, the first (thing), firstly; ódi hɔ, he or she is the 2nd; nea édi hɔ, the second (thing), secondly; nea ótia abieŋ' or nea ótó so abieŋ', the 2nd (person). Gr. § 76 ff."
23,Nyináa,"the word for all, every, whole, is probably a noun meaning totality; cf. Dict."
24,ɔ́fá,he takes
24,obisá,he asks
24,ɔwfá,he does not take
24,ommisá,he does not ask
24,ɔ̀sɔ́,he is large
24,òkura,he holds or held
24,wɔ̀sɔ̃,they are large
24,wòyiyɛ,they are good
24,ɔnsɔ́,he is not large
24,oŋkùrà,he does not hold
24,ɔfàè,he took (it)
24,obisàè,he asked
24,ɔfàà no,he took him
24,obisàà no,he asked him
24,ohúì,he saw
24,ohúũ no,he saw him
24,ɛsa'ŋ no,it infected him
24,ɔmfàè,he did not take
24,ommisàè,he did not ask
24,wáfà,he has taken
24,wabísa,he has asked
24,wamfá,he has not taken
24,wammisá,he has not asked
24,ɔ̀réfà,he is taking
24,ɔrebísá,he is asking
24,ɔrem'fá,he is not taking
24,ɔrem'misá,he is not asking
24,ɔ̀béfà,he will take
24,ɔbébisá,he will ask
24,ɔ́mm'fá,he will not take
24,ómm'misá,he will not ask
24,mɛ́fà,I shall take
24,mébisá,I shall ask
24,ɔrebefà,he will take in the near future
24,ɔrebebísá,he will ask in the near future
24,ɔrem'mefà,he will not take in the near future
24,ɔrem'mebisá,he will not ask in the near future
24,wafà,that he may take
24,wafà no,that he may take him
24,wabisá (nò),that he may ask (him)
24,wamfá,that he may not take
24,wammisá,that he may not ask
24,fá,take (thou)
24,fá no,take him!
24,bisa (no),ask (him)!
24,mfá,do not take!
24,mmisá,do not ask!
24,ɔ́mfa,he shall take!
24,wómfa,they shall take!
24,ómmisà,he shall ask!
24,wómmisà,they shall ask!
24,mã ménkɔ,let me go!
24,mã meŋkɔ,let me go!
24,ómmã wɔŋkɔ,let them go!
24,mómã wɔmfa,you (pl.) shall let them go!
24,mfá,do not take!
24,mmã m'emfá,do not let me take!
24,m'mã wòmmisá,do not allow them to ask!
24,ɛhá,here
24,ofie,at home
24,ase,down(wards)
24,wɔ́fã fãhɔ-fãhɔ,they sail along the shore
24,dáa,always
24,pɛŋ,once
24,ɛ́tɔ-dabí-à,sometimes
24,onyã yɛ̀,he does already
24,ɔda só dã,he sleeps still
24,ɔsáŋ yɛ̀,he does again or repeatedly
24,kwà,for nothing
24,hùnu,without cause
24,tɛta,in vain
24,(ntɛm)ntɛm,very quickly
24,sa,thus
24,sɛ́,thus
24,sɛ,very
24,eyb sɛ,it is very good
24,ɔte yíyɛ,he is well
24,nokwárem,truly
24,gyám'gyám,eagerly
24,mpà-asé,unexpectedly
24,ɔháre-sɔ,swiftly
24,ode ɛnígye yɛ̀,he did it gladly
24,oẅiɛ yé,he does (it) completely
25,ɛso,the upper part; on
25,ɔdáŋ no sò,the top part of the house': on the house.
25,ase,"lower part, under"
25,ɔpɔŋ ase,the lower part of a table': under a table.
25,emu,"the interior, inside"
25,adáká no mù,the inside of the box': in the box.
25,ɛhɔ,"the exterior, outside"
25,ntamá no hɔ,the outside of that cloth': on that cloth.
25,akyi,the back (part)
25,ɔdáŋ akyi,the back of the house': behind the house.
25,nè,"and, with"
25,ɛnè,"and, with"
25,aná(sè),or
25,na,"and, but"
25,nanso,"and also, yet, nevertheless"
25,ɛnónti,therefore
25,ɛnná,"then, after that"
25,sɛ,to say
25,efisɛ,because
25,besɛ,"till, until"
25,kosí sɛ,"till, until"
25,no,"when, after, as"
25,yi,"when, after, as"
25,àŋkã,"eventually, then, in that case"
25,sò,at the beginning of sentences
25,ɛnó,at the beginning of sentences
25,ásá,at the beginning of sentences
25,koraà,at the end of a sentence
25,àná,at the end of a sentence
26,Adwó éè!,a call for attention
26,Bèr' oo,come!
26,Kó óo,go!
26,kó è,go!
26,hwè,look there!
26,hweó-hwèò,look out!
26,ê,approval & pleasure
26,yê,approval & pleasure
26,wïè,approval & pleasure
26,ɔsémpa!,approval & pleasure
26,áò,surprise
26,èì,surprise
26,hóo,surprise
26,yée!,surprise
26,â,"displeasure, disapproval, annoyance"
26,ô,"displeasure, disapproval, annoyance"
26,áò,"displeasure, disapproval, annoyance"
26,kòsɛ!,"displeasure, disapproval, annoyance"
26,ál,pain & grief
26,agy'è,pain & grief
26,meréwù,pain & grief
26,óo!,pain & grief
26,hâ,contempt
26,twéal féè!,contempt (a challenge to fight)
26,yíw',"affirmation & negation, consent & denial: yes!"
26,wïè,"affirmation & negation, consent & denial: yes!"
26,éè,"affirmation & negation, consent & denial: yes!"
26,ɛhéè,"affirmation & negation, consent & denial: yes!"
26,ampá,"affirmation & negation, consent & denial: indeed! you are right!"
26,wóm'moá,"affirmation & negation, consent & denial: indeed! you are right!"
26,dàbi,"affirmation & negation, consent & denial: no!"
26,dàbidà,"affirmation & negation, consent & denial: no, never!"
26,ŋ'ŋó,"affirmation & negation, consent & denial: no!"
26,kòsɛ!,"sympathy, condolence"
26,dué!,"sympathy, condolence"
26,hyèdɛŋ!,"sympathy, condolence"
26,mó,congratulation
26,mó mo!,congratulation
26,woáy(è) àdé!,congratulation
26,mèpa wo kyéw,"apology, respect, politeness: I beg your pardon!"
26,wó kyéw ni,"apology, respect, politeness: I beg your pardon!"
26,sébè(w),"apology, respect, politeness"
26,sébèóò,"apology, respect, politeness"
26,táfárákyé!,"apology, respect, politeness"
26,akwâba,greeting: welcome!
26,abóóò,greeting: welcome!
26,abá óò,greeting: welcome!
26,àhýia!,greeting: on the way
26,mifua no,greeting: I hold it!
26,àgoo,greeting: is anybody there?
26,àmẽẽ,greeting: come in!
26,makyé,greeting: good morning!
26,mahá,greeting: good day!
26,madwó,greeting: good evening!
26,nnopá,greeting: at parting in the night: I wish you good sleep!
26,nnop'óó,greeting: at parting in the night: I wish you good sleep!
26,da yiyé,greeting: sleep well!
27,ɛ,"The prefix is usually omitted in the connected form, except when the preceding vowel is open (a, ɛ, ɔ)."
27,e,"The prefix is usually omitted in the connected form, except when the preceding vowel is open (a, ɛ, ɔ)."
27,ɔ,"The prefix is usually omitted in the connected form, except when the preceding vowel is open (a, ɛ, ɔ)."
27,o,"The prefix is usually omitted in the connected form, except when the preceding vowel is open (a, ɛ, ɔ)."
27,a,The prefix of the connected word joins the preceding word with an equal tone.
27,m,The prefix of the connected word joins the preceding word with an equal tone.
27,am,The prefix of the connected word joins the preceding word with an equal tone.
27,mu,"The tone of this postposition is low when joined to a noun or pronoun in the possessive case ending with high or middle tone; if those words end with low tone, mu has high tone."
27,so,"The tone of this postposition is low when joined to a noun or pronoun in the possessive case ending with high or middle tone; if those words end with low tone, so has high tone."
28,nó,that
28,yí,this
28,né,his
28,yé,verb stem
28,śtàn no,he hates him continually
28,óbébóa,he will help
28,óbétúa,he will pay
28,óbétúmi,he will be able
28,śhòro,he washes (clothes)
28,śpàm,he joins
28,opàm,he drives away
28,śhyèn,he blows (a horn)
28,śhyen,he enters
28,fefére,to swing
28,ofeféré abaá,he swings a whip
28,oferéfèree,he fears him (Pret.)
28,wɔŋ' aká adodódòdore,their debts have grown to a great amount
28,ódá kyè,he sleeps long
28,migyé midi,I believe
28,wagyé atíe,he has obeyed
28,oyí amà me,he pleads for me
28,né yàré agyáe,his disease is passed
28,ànnyaé,has come
28,yey' núa abà,our brother has come
28,me,objective pronoun
28,no,objective pronoun
28,ode nó baà otie,he brought him home
28,óbaé no,when he came
28,mekóè,I went away
28,órebá yi,whilst he is coming
28,nâ mèrékò,I am going away
28,yɛdɔ wóŋ à wódɔ,we love those that love us
28,né déŋ nà àyéra,which of his things is lost?
28,ese sè,he must go
28,wón'téè,do you not hear?
28,misè,I say (Akp.)
28,mèséè,I say (Ak.)
30,à,"rel. p. after i or pri where, such a usual; to Gr. § 1"
30,à,interr.
30,bà,"v. [remove address forth; occur. arise; to spri a flowi ba adua ba mu, realized rtak beco ntam', ba yiye prosper pr. 212 bĕră. p. wanyă F. mbaa Tshi.E"
31,a-,"pref. 1. of nouns in the sing. and pl. (Gr. § 29,2. 35,2. 42,1. 43. 44. 71. 104,2), of adjectives (§ 69,2 b. e. 70,2. 72), of numerals (77, 78,2. 3), and of a few particles, viz. adverbs (134,3), conjunctions (142), and interjections (147,1, 5. 6). — 2. of the verb in the perf, and consec. forms (§ 91,4. 8. 92. 95—97)."
31,à,"rel. part. (conj.) 1. with no comma after it, belonging to a noun, pron., or princ. sent., that = who, which, where, or any other rel. pron. and conj.; such as, so that. Gr. § 64. 65. — 2. usually followed by a comma, belonging to a subord. sent., if, when, though. Gr. § 141,3 c. Cf. se...a, kaanse-se...a."
31,à,interrog. part. Gr. § 142.
31,à,"emph. part. (interj.) Gr. § 75,2. 144. 151. — F. (after a noun or adj., or at the end of a sent., omitting eye at the beginning) = it is, they are. Mt. 16,12. 14. Mk. 14,19; e.g. daŋ a, it is a house; me dze a, it is mine; ɔsɔfo a, it (or he) is a priest; kese a, it is great. áa = ara, emph. part. ever, very, s. under r."
31,"à, àa","int. ah! oh! aha! Jer. 14,13."
31,"ai, aai, aii","int. ah! ah me! alas! woe! Prov. 23,29. Cf. due."
31,áɔ,int. what! why! hey! ay! fie!
31,au,"int. ah! alas! Mk. 15,29."
31,"am-, an-, aŋ-","pref. 1. of nouns in the sing., Gr. § 29,2. 35,5. — 2. of the v. in the perf. or consec. neg. forms, § 92. (95, with w = ɔ). — 3. of the particles ampá, ànsã, àŋkã."
31,bà,"v. [red. beba, boba] to come, i. e. to move to or towards the speaker or addressed person. pr. 2113 f. — to come forth; to come to pass, to happen, to occur. pr. 1 ff. 96, to take place, to arise; to fill: nsu ba, the river fills; to spring, to flow: asuten ɛ ba yiye, a flowing stream. — to produce: asase ba aduan, the earth brings forth food. — ba mu, to come in, into; to be fulfilled, realized. — ba so, to come upon, befall, overtake; to succeed (on the throne); to become famous, renowned. — ba yiye, to turn out well; to thrive, to prosper. pr. 115. — de..ba, to bring. pr. 2120; kofa..ba, to fetch. — imp. bɛrà. pr. 2367; inf. ɔbá, ódi akɔ-nè-abá, wanyã ha mmae, ne koree nè ne bae, F. mbaa, Mat. 24,3. — Gr. § 95. 104."
31,ɔ-bá,"inf., s. ba [con. né bá]. pr. 2518. — bɔ..ba, to beckon (and call or bid) to come; gye..ba, by assenting replies or acclamations to encourage a speaker to continue."
31,ɔ-bá,"pl. m-. offspring, child, son (ɔbá-banin, ɔbábarimá), daughter (ɔbábea); the"
32,ɔ-bá,"young of animals; young plants: e.g. ɔbrode ba; person (esp. in cpds.); me bá, my child, my brother's child; mfrihyia du ba, mfe aduosia oba, a person of ten, sixty years. Lev. 27,3. -ba, -ma, -wa, dim. suff. small, little, dwarfed. Gr. § 37."
32,"ɔ-bá, abooba",a kind of beetle.
32,"abá, pl. id.","F. the arm, a branch; n'abá apà, his arm has become slack, i. e. he is despondent; n'aba mu abu, he is disheartened, discouraged; cf. abaw. - n'aba so aye yiye, he was successful, s. obasa; mèmã wo abá so, a) I help you to gain the victory; b) I congratulate you = memã wo amo. - abáaträ(-a)se: mã ab., to welcome a new-comer."
32,ba,"(in cpds., as bakɔŋ, basiŋ, batwew, mmati) = basa; s. baw."
32,"abá, pl. id.","F. pl. amba [con. n'abá & n'ábá] kernel, nut, seed, fruit; product; cf. adua, aduaba; eggs; da or butuw aba so, to brood. pr. 235; -ball, knob; pl. abaabá, knots, clods, globules; adj. knotty, clotty."
32,aba,a play of children; s. agoru.
