page,eng,twi
8,we,yɛn
8,what,dɛn
8,when,bere bɛn
8,whenever,bere biara
8,where,hefa
8,whereas,n'abirabɔ mu no
8,whereby,a/yɛnam
8,whereby,denam
8,wherein,a/bere a
8,which,bɛn
8,who,hena
8,who is speaking,hena na ɔrekasa
8,why,dɛn nti
8,wide open,ano abue bayaa
8,with,ne
8,without,enni
8,without,nni
8,word,asɛmfua
