page,eng,twi
5,antifreeze,nea ɛmma ade nnyɛ nwini
5,antimatter,nea etia abɔde
5,antimony,antimoni dade
5,antioxidant,nea edi nea mframa a yɛhome wɔ mu so
5,antiseptic,nea ekum mmoawa
5,aqua,nsu
5,aqueous,te sɛ nsu/nsu wom
5,argon,argɔn
5,aromatic,etu hua
5,arsenic,arsinik esiam
5,arsenic trioxide,arsinik triɔksaidi
5,arsenical,wɔ arsinik
5,arsenide,arsinik a pɔsitif ade wom
5,artificial radioactivity,redioaktif dwumadi a wɔahyɛ da ayɛ
5,assistant,boafo
5,association,ekuo
5,atmosphere,Wim
5,atmospheric pressure,wim tumi
5,atom,atɔm
5,atomic absorption spectrometry,atɔmtwe nsusuwii
5,atomic bond,atɔm nkabom
5,atomic mass,atɔm mu duru
5,atomic mass unit,atɔm mu duru susude
5,atomic pile,atɔm mmoaboano
5,atomic radius,atɔm mu tenten fa
5,atomic weight,atɔm mu duru
5,attraction,nea ɛtwetwe
5,Avogadro's constant,Avogadro adesuade
5,azeotropic,asiɔtrɔpik
5,baking powder,esiam a wɔde gu esam mu
5,baking soda,soda a wɔde yɛ esiam
5,balance,Susufiri
5,balanced equation,pɛyɛ asɛm a n'afa abien yɛ pɛ
5,barium,bariɔm dade
5,barium carbonate,bariɔm kabɔneti
6,barium chloride,bariɔm nkyene
6,barium nitrate,bariɔm nitreti
6,barium sulfate,bariɔm sɔlfeti
6,barometer,wim tumi susufiri
6,barometric pressure,wim tumi wɔ susufiri so
6,base,Besi
6,basic anhydride,besi anidraidi
6,battery,Batere
6,bauxite,bɔksait agude
6,beaker,nhwehɛmu kuruwa
6,beneficiation,Mpaepaemu
6,Benz-aldehyde,Benz-aldehaidi
6,benzene ring,benzene kawa
6,benzene series,benzene ahorow
6,benzene sulfonic acid,benzene asede a efi sufre mu
6,benzenoid,nea ɛsɛ benzene
6,Benzedrine,amfitamin sɛso bi
6,benzoic acid,benzene asede
6,benzyl alcohol,benzil mmosa
6,berkelium,bɛkiliɔm
6,beryllium,bɛriliɔm
6,beta particle,bita adewa
6,binary compound,nkabomde a emu ade yɛ abien
6,Binder,nea ɛka bom
6,binding energy,nkabom tumi
6,biochemical,nea ɛfa nnuru adwuma wɔ nkwa abɔde mu
6,bismuth,bismut dade
6,bleach,ade a wɔpa ho
6,blowing agent,nea ehuw ade
6,boiler scale,nea esi gya so susufiri
6,boiling,ade rehuru
6,boiling point elevation,pɛnpɛnso a ade huru a wɔma so
6,bond,Nkabom
6,bond angle,nkabom angil
6,bond energy,nkabom tumi
6,bonding,nneɛma nkabom
6,borax,boraks dade
6,boric acid,asede a borɔn wom
6,boron,borɔn
6,boron carbide,borɔn kabaidi
6,boron hydride,borɔn haidraidi
6,boron nitride,borɔn nitraidi
6,boron silicate,borɔn nkyene
6,bottle,Toa
6,Boyle’s law,Boyle mmara
6,brake fluid,breki ngo
6,branch-chain,nkorabata ahorow a ɛwɔ nkitahodi
6,brass,kɔpa ne sinki nkabom
7,brazing,Nkabom
7,breeder reactor,nukliɛ afiri a ɛyɛ ade sen nea ɛhyew
7,bright-line spectrum,hama a ɛhyerɛn ade horow
7,brine,nkyene nsu
7,bromine,bromin nsu
7,bronze,brɔnse dade
7,buffer,nea ɛnsesa ne pH
7,Bunsen burner,Bunsen gya afiri
7,burette,bureti
7,burning,ade hye
7,butane,Buteni
7,butylene,Butileni
7,butyl,butyl
7,butyl alcohol,butil mmosa
7,butyl alcohol,butil nsaden
7,butyric acid,butyrik asede
7,cadmium,cadmiɔm
7,calcination,nnade nsakrae
7,calcite,Kalsaiti
7,calcium,kalsiɔm
7,calcium carbide,kalsiɔm kabaidi
7,calcium carbonate,kalsiɔm nkyene
7,calcium chloride,kalsiɔm nkyene a ɛtwe nsu
7,calcium hydroxide,kalsiɔm hidroɔksaidi
7,calcium hypochlorite,kalsiɔm asede a wɔde pa ade
7,calcium oxide,kalsiɔm ɔksaidi
7,calcium phosphate,mmoa nnompe mu aduru
7,calcium sulfate,nkyene fitaa
7,californium,califɔniɔm
7,calomel,esiam a wɔde yɛ aduru
7,calorie,aduan mu ahoɔden susude
7,calorimeter,aduan mu ahoɔden susufiri
7,camphor,aduru a wɔde yɛ ɛyaw twetwede
7,capacity,tumi a ade wɔ
7,carbide,Kabaidi
7,carbocyclic,fa nea ɛwɔ kabɔn atɔm nkaawa ho
7,carbohydrate,aduannuru a ɛma ahoɔden
7,carbonic acid,kabɔn asede
7,carbon,kabɔn
7,carbon black,kabɔn aduru a wɔde yɛ inki
7,carbon cycle,kabɔn kyinhyia
7,carbon dioxide,mframa a yɛhome ba
7,carbon disulfide,kabɔn gyansu
7,carbon monoxide,kabɔn a anhyew anwie mframabɔne
7,carbon tetrachloride,kabɔn nsu a wɔde yi srade
7,carbonate,kabɔn a wɔde hyɛ
7,carbonic acid,kabɔn asede
8,carboxyl,Kabosil
8,carboxylic acid,kabosil asede
8,carburation,kabɔn a wɔde fra
8,carcinogen,nea ɛma kokoram
8,carrier,nea ekura ade nenam
8,catalyst,Nkanyande
8,catenate,hyehyɛ
8,cathode,anyinam hama negetif
8,cell,Nkwammoa
8,Celsius scale,Celsius susudua
8,centigrade,ɔhyew ne nwini susudua nkye ɔha
8,centimeter,sɛntimita
8,centrifugation,nnuru abien mpaepaemu
8,centrifuge,afiri a wɔde yiyi nnuru mu
8,cerium,sɛriɔm
8,cesium,sɛsiɔm nsu
8,chain,nkɔnsɔnkɔnsɔn
8,chain reaction,nnuru dwumadi a ɛtoatoaso
8,change,Nsakrae
8,chelate,Kilete
8,chemical bond,aduru nkabom
8,chemical equation,aduru yɛbea pɛyɛ nkyerɛwde
8,chemical equilibrium,aduru yɛbea pɛyɛ
8,chemical property,aduru yɛbea
8,chemical reaction,dwumadi akyi yɛbea
8,chemisorption,nsu ne mframa nnuru adetwe
8,chemistry,abɔde yɛbea ho nhomasua
8,chlorate,klɔrik asede nkyene
8,chloride,klɔraidi
8,chlorine,klorin
8,chlorine dioxide,klorin mframa
8,chlorite,kloraiti bo
8,chloroform,klorofɔm
8,chlorohydrin,klorohaidrin
8,chromatography,nsu mu mpaepaemu
8,chrome green,krom ahabammono
8,chromic acid,kromik asede
8,chromium,kromiɔm
8,chromium sulfate,kromiɔm sɔlfeti
8,circuit,anyinam nhama a adikyinhyia
8,citric acid,nnuaba mu asede
8,clamp,nea wɔde kye ade gyina hɔ
8,classical mechanics,mfiridwuma a egyina Newton mmara so
8,clay,anwene dɔte
8,cobalt,kobɔlt
8,coefficients,kɔɛfihyieŋti
8,colligative properties,nea ɛde ba yɛbea
8,collision,Nkasianim
9,colloid chemistry,afrade abɔde yɛbea ho nhomasua
9,colorant,nea wɔde hye kɔla
9,colorimeter,kɔla ade susufiri
9,columbium,kolombiɔm
9,combination,ahorow nkabom
9,combined gas laws,mframa mmara nkabom
9,combustion,ade a ɛrehyew
9,common ion effect,aiɔn nsunsuanso a ɛba
9,complex,nea emu nneɛma dɔɔso
9,complex ion,aiɔn a emu nneɛma dɔɔso
9,component,emu ade
9,composite,nea ɛwɔ afa ahorow
9,composition,nea ɛwom
9,compound,adewa nkabom
9,compressed gas,mframa a wɔamia mu
9,concentrated solution,nsu a emu ade dɔɔso
9,concentration,dodow a ɛwom
9,conceptual definition,adwene mu nkyerɛkyerɛmu
9,condensation,nsudan
9,condensation polymer,nsudan pɔlima
9,condensation reaction,nsudan dwumadi
9,conduction,ade fa biribi mu
9,conductivity,tumi a ade tumi fa ade mu
9,conductor,nea ade tumi fa mu
9,configuration,adehyɛhyɛ
9,configurational formula,nhyehyɛe kwan
9,conformation,fa biribi seso
9,Congo red,Congo kɔkɔɔ
9,conjugate pair,ade nketewa abien nkabom
9,conservation,Adekora
9,conservation of charge,anyinam tumi a ɛnsesa
9,constant,nea ɛnsesa
9,constant composition law,nea ɛwom mmara a ɛnsesa
9,constituent,ade a ɛwom
9,container,nea ade wom
9,contaminant,nea ɛfra ade mu sɛe no
9,continuous spectrum,ade horow a ɛtoatoaso
9,controlled equipment,akade a wɔato ano hye
9,conversion factor,nea wɔde yɛ susude nsakrae
9,coordinate covalent bond,kovalɛnti nkabom
9,copolymer,pɔlima a emu ade yɛ abien
9,copper,kɔbere
9,cork,toa ano nkatade
9,corrosion,dade ho huan
9,covalence,kovalɛnse
9,covalent bond,kovalɛnti nkabom
9,covalent molecule,kovalɛnti adewa
9,cover,Nkatade
10,cracking,Mpaapae
10,cresol,Krisol
10,critical mass,nea ɛma ade kɔ so
10,critical point,mpɛnpɛnso titiriw
10,critical pressure,tumi titiriw
10,critical temperature,ɔhyew/onwini titiriw
10,crucible,nea ɛnan ntɛm
10,crystal,ahwehwɛbo
10,crystallization,ahwehwɛbo dan
10,cubic centimeter,kiubik sentimita
10,curium,kuriɔm
10,current,anyinam
10,curve,mfonin hama
10,cyanogen,saianogen mframa
10,cyclic compound,adewa nkabom a wɔahyehyɛ no sɛ kawa
10,cycloalkane,kawa alkane
10,cyclohexane,saiklohɛkseni
10,cyclotron,saiklotrɔn
10,data,amaneɛbɔ nsɛm
10,decay rate,bere a ɛde porɔw
10,decomposition,ɔporɔw
10,decrepitude,dedaw a ade yɛ
10,definition,nkyerɛkyerɛmu
10,dehydrating,emu nsu retwe
10,dehydration,Nsutwe
10,dehydrogenation,Haidrogyenyi
10,deionized water,nsu a wɔayi aiɔn afi mu
10,deliquescence,nsudan bere a ɛreporɔw
10,delivery tube,adema durubɛn
10,denatured alcohol,mmosa a wontumi nnom
10,density,mmoaboano susuw
10,depression,Mmotow
10,derivative,nea wonya fi mu
10,destructive distillation,nsu kurunyɛnyɛ na ɛsɛe no
10,detergent,samina aduru
10,deuterium,diuteriɔm
10,deuteron,diuterɔn
10,developing agent,nkanyandeyɛ
10,dextrorotary,dannan kɔ nifa
10,dialysis,nsu mu nnuru mpaepaemu
10,diamond,dɛnkyɛmmo
10,diatomic gas,mframa a n'atɔm yɛ abien
10,diborane,diborane
10,dicarboxylic acid,daikaboksilik asede
10,diffusion,Adewura
10,dihydroxy alcohol,dihaidrɔksi mmosa
11,diluent,nea wode fra
11,dilute solution,nsu a emu ade nnɔso
11,dimethyl,dimɛtil nsu
11,dinitrobenzene,dinaitrobɛnsin
11,di-olefin,olifin abien
11,dioxide,kura ɔksigyen adewa abien
11,dipole,nnua abien
11,direct combustion,ade a wohye no tee
11,direct combustion reaction,nea efi ade a wohye no tee mu ba
11,direct current,anyinam a ɛyɛ tee
11,displacement,gyinabea a woyi fi
11,disproportionation,nea ɛnyɛ pɛpɛɛpɛ
11,dissociation,ɔwae
11,distillate,yɛ nsu kurunyenn
11,distillation,nsu kurunyennɛ
11,dolomite,dolomaiti bo
11,donor,ɔdemafo
11,dope,nnubɔnenom
11,dot diagram,mma mfonin
11,double bond,nkabom mmɔho abien
11,double pan balance,ade mu duru susufiri a n'afa yɛ abien
11,double replacement,nsiananmu mmɔho abien
11,ductility,tumi a wotumi dannan yɛ hama
11,dynamic equilibrium,pɛyɛ a etumi sesa
11,dysprosium,disprosiɔm
11,effective collision,nkasianim papa
11,effervescence,tumi a ahuruw tumi fi ba
11,efflorescence,tumi a ade tumi bɔ nhwiren
11,einsteinium,ainstainiɔm
11,electric current,Anyinam tumi
11,electrical conductivity,tumi a anyinam tumi fa ade mu
11,electrochemical,nea ɛfa nnuru a ɛma anyinam ho
11,electrochemical cell,aduru a ɛma anyinam nkwammoa
11,electrochemistry,nnuru a ɛma anyinam ho nhomasua
11,electrode,anyinam hama
11,electrode position,anyinam hama gyinabea
11,electrolysis,nhwi ase tutu
11,electrolyte,nsu a anyinam tumi fa mu
11,electrolytic conduction,sɛnea anyinam fa nsu mu
11,electrolyze,fa anyinam fa mu
11,electromotive force,anyinam tumi a ɛde rekɔ
11,electromotive series,anyinam tumi ahorow a ɛde rekɔ
11,electron,ilɛktrɔn
11,electron configuration,ilɛktrɔn adehyɛhyɛ
11,electronegative,anyinam negetif
11,electronegativity,anyinam negetifyɛ
12,electropositive,anyinam ɔɔsityfɛ
12,electrostatic force,adetwi anyinam tumi
12,electrovalence,ilɛktrofalɛnsi
12,electrovalent bonding,ilɛktrofalɛnti nkabom
12,element,abɔde mu ade
12,elevation,sorɔkɔ
12,empirical formula,asetena mu kwan
12,emulsion,nsu ne ngo agrade
12,endothermic reaction,nea efi ɔhyew a ɛma nsakrae mu ba
12,endpoint,awiei
12,energy level,ahoɔden mpɛnpɛnso
12,enthalpy,ɛntalpi
12,enzyme,adebubu aduru
12,epoxy resin,aduru a wɔde yɛ atarede
12,equation,afa abien akontaabu nsɛm a ɛyɛ pɛ
12,equilibrium,pɛyɛ
12,equilibrium constant,pɛyɛ a ɛnsesa
12,equipment,akade
12,equivalent,ne no yɛ pɛ
12,equivalent masses,mmoano abien a ɛyɛ pɛ
12,erbium,ɛbium
12,Erlenmeyer Flask,Erlenmeyer Toa
12,Ester,ɛsta
12,esterification,ɛsta dwumadi
12,ethane,iteni mframa
12,ethanol,nsa nkanyande
12,ethanolamine,itanolamini
12,Ether,ita mframa
12,Ethyl,itili adewa
12,ethyl acetate,itili nsu
12,ethyl alcohol,itili nsa
12,ethyl ether,itili ita
12,ethylamine,itilamini
12,ethyl benzene,itili bɛnsine
12,ethylene,itiline mframa
12,ethylene bromide,itiline bromaidi
12,ethylene dichloride,itiline diklɔraidi
12,ethylene glycol,itiline nsu
12,europium,uropiɔm
12,eutectic,nnuru a etumi nan agrade
12,evaporation,suwusiw dan
12,excited state,anigye bere
12,exothermic,ɛba bere a ɔhyew apue
12,experiment,nhwehwɛmu
12,explosive,tumi pae
12,expression,asɛm
12,extensive properties,yɛbea a ɛdɔɔso
13,external circuit,beae foforo anyinam nhama kyinhyia
13,extinguishing agent,nkanyande a edum gya
13,extraction,Adetwe(ade a woyi)
13,factice,sɛnnahɔ
13,family,abusua
13,Fat,Srade
13,fatty acid,srade asede
13,fatty alcohol,srade nsa
13,feedstock,nea wode yɛ ade foforo bi
13,fermentation,ade rekaw
13,fermentation tube,Toa a wode kaw ade
13,fermium,fɛmiɔm
13,Ferric,nea iron wom
13,ferroalloy,dade mfrae a iron wom
13,ferrous,nea iron wom
13,fiber,hama ade
13,file,dade a ɛwɔ se
13,filler,Akade
13,filtrate,nea wode afa mu
13,filtration,adesɔn
13,fission,nkwammoa mpaepaemu
13,fission reactor,nea ɛde nkwammoa mpaepaemu ba
13,fixed,ɛnsesa
13,flame,ogya
13,flammable material,ade a ogya tumi hyew ntɛm
13,Florence flask,Florence toa
13,flow diagram,nnidisonnidiso mfonin
13,fluoride,flɔraidi
13,fluorocarbon,florokabɔn
13,fluorspar,flɔspa
13,flux,dade a wɔanan afrade
13,force,tumi
13,forceps Florence flask,Florence toa nta
13,forensic chemistry,abɔde yɛbea ho nhomasua a mmaranimfo hia
13,formaldehyde,fɔmaldehaidi
13,formation,yɛbea
13,formic acid,ntɛtea mu asede
13,formula,ɔkwan
13,fossil,afifide ne mmoa nkaede
13,fractional distillation,nsu kurunyennyɛ a wɔkyekyem
13,francium,fransiɔm
13,free energy,adwumayɛ tumi
13,free radical,adewa a ahwere ne fa bi
13,freezing,ɛreyɛ asukɔkyea/nwini
13,freezing point,mpɛnpɛnso a ade yɛ asukɔkyea/nwini
14,freezing point depression,mpɛnpɛnso a ade ayɛ asukɔkyea kɔ fam
14,frequency,pɛn dodow
14,fuel,nea wode sɔ gya
14,functional group,kuw a emufo yɛbea sesɛ
14,fundamental particle,adewa titiriw
14,funnel,funrɛ
14,fuse,nea etwa anyinam mu
14,fused salt,nkyene a wode ade aka ho
14,fusible alloy,dade a wotumi de foforo fra
14,fusion,nneɛma abien nkabom
14,fusion reactor,nneɛma abien nkabom nkanyandeu
14,gadolinium,gaduliniɔm
14,gallium,galiɔm
14,gallium arsenide,galiɔm asinaidi
14,galvanizing,sinki a wode kata
14,gamma rays,gamma nkanea
14,garnet,gaanit
14,gas,mframa
14,gasification,mframa dan
14,gas phase,mframa fa
14,glycerol,glaiserol
14,glycol,glaikɔl
14,goggles,ahwehwɛaniwa
14,gold,sika kɔkɔɔ
14,graduated beaker,nhwehwɛmu kuruwa a wɔakyekyem
14,graduated cylinder,nhwehwɛmu toa a wɔakyekyem
14,graduated pipette,nhwehwɛmu toa a wɔakyekyem
14,graphite,grafite
14,gram,gram
14,gram atomic mass,gram atɔm mu duru
14,gram equivalent mass,gram mmoano abien a ɛyɛ pɛ
14,gram molecular mass,gram adew mu duru
14,gram molecular volume,gram adewa kɛse
14,gravimetric analysis,emu duru pɔtee nhwehwɛmu
14,gravity,tumi a ɛtwe ade ba fam
14,grease,ngo a wode ka
14,ground state,tumi a ɛbam sen
14,group,Kuw
14,guncotton,gankɔtin
14,hafnium,hafniɔm
14,half-life,bere a edi ma ade so tew ka fa
14,half-reaction,adeyɛ fa
14,halogen,Halogyin
15,hardness,ade den
15,hard water,nsu a emu yɛ den
15,heat,ɔhyew
15,heat exchange,ɔhyew kyɛ
15,heat of combustion,ɔhyew a ɛhyew
15,heat of condensation,ɔhyew a ɛma ade dan nsu
15,heat of crystallization,ɔhyew a ɛma ade dan aboabo
15,heat of dilution,ɔhyew a ɛma nsu mu ade so te
15,heat of formation,ɔhyew a ɛma yɛbea bi
15,heat of fusion,ɔhyew a ɛma nkabom
15,heat of hydration,ɔhyew a ɛma ade mu nsu dɔɔso
15,heat of reaction,ɔhyew a ɛde nsunsuanso bi ba
15,heat of sublimation,ɔhyew a ɛma ade dan mframa
15,heat of solution,nsu afrae hyew
15,heat of transition,adaneadane hyew
15,heat of vaporization,ɔhyew a ɛma suwusiw
15,heat transfer,ɔhyew a efi kɔ foforo mu
15,heavy hydrogen,haidrogyen duruduru
15,heavy water,nsu a emu yɛ duru
15,helium,hiliɔm
15,heterocyclic,adewa ahorow a etwa kɔntɔnkrɔn
15,heterogeneous mixture,afrade a emu nneɛma dɔɔso
15,heterogeneous reaction,nea efi nneɛma ahorow mu ba
15,hertz,pɛn dodow susude
15,high polymer,soro pɔlima
15,holmium,holmiɔm
15,homogenous mixture,afrade a emu nneɛma yɛ biako
15,homogenous reaction,nea efi ade biako mu ba
15,homologous series,ahorow a efi faako
15,homo polymer,pɔlima a emu ade sesɛ
15,holt-melt,holt-adenan
15,humectant,nea wɔde ka foforo ho ma no fɔ
15,hybridization,ahorow nkabom
15,hydrate,fa nsu hyɛ
15,hydration,nsu hyɛ
15,hybrid,ahorow nkabom
15,hydrocarbon,haidrokabɔn
15,hydrochloric acid,haidroklɔrik asede
15,hydrocyanic acid,haidrosianik asede
15,hydrocolloid,nea ɛfra nsu ma ɛyɛ nku
15,hydrogen,Haidrogyen
15,hydrogenation,haidrogyen a wɔde fra
15,hydrogen bomb,haidrogyen topae
15,hydrogen bond,haidrogyen nkabom
15,hydrogen chloride,haidrogyen klɔraidi
15,hydrogen cyanide,haidrogyen sianaidi
15,hydrogen fluoride,haidrogyen flɔraidi
16,hydrogen iodine,haidrogyen iodin
16,hydrogen peroxide,haidrogyen pɛrɔksaidi
16,hydrogen sulfide,haidrogyen sufre
16,hydrolysis,nsu a ɛka ade foforo ma ɛdan foforo
16,hydrolysis constant,nea ɛnsesa wɔ nsu a ɛka ade foforo ma ɛdan foforo
16,hydronium ion,haidroniɔm iɔn
16,hydrophilic,kye nsu ntɛm
16,hydrophobic,kyi nsu
16,hydroxyl group,haidrosil kuw
16,hygroscopic,kye nsu fi mframa mu
16,hypochlorite,nkyene a n'asede nyɛ den
16,hypothesis,bɔtirimka
16,ideal gas,mframa pa
16,identity period,yɛbea bere
16,immiscible,ntumi mfra
16,impermeable,ade ntumi nwura mu
16,impingement black,aduru tuntum
16,impregnation,ade a wɔde wura foforo mu
16,increment,sorokɔ/nea ɛka ho
16,impurity,nea ɛmma ade mu nte
16,indanthrene blue,indantrini bruu
16,Indian red,India kɔkɔɔ
16,indium,indiɔm
16,indicator,Susude
16,industrial alcohol,mfridwuma mu nsa
16,inert,ahoɔden nnim
16,inertia,tumi a ɛmma ade nnkɔ
16,industrial diamonds,mfridwuma mu ndɛnkyɛmmo
16,inflammable,tumi kye gya
16,infrared spectroscopy,infrared nhwehwɛmu
16,inhibitor,nea esi kwan
16,initiating explosive,topae a ɛtwetwe
16,initiator,nea ɛde ba
16,inorganic analysis,nea nkwa nnim nhwehwɛmu
16,inorganic chemistry,abɔde a nkwa nnim yɛbea ho nhomasua
16,insecticide,aduru a ekum ntummoa
16,instrumental analysis,akade ho nhwehwɛmu
16,insulin,aduru a ɛde nipaduam sikyere di dwuma
16,intensive properties,emu yɛbea
16,interionic attraction,emu adetwe
16,interface,beae a ahorow hyia
16,intermediate,adantam
16,intermetallic compound,nnade adewa nkabom
16,internal circuit,emu anyinam nhama kyinhyia
16,interstitial,ɛfa akwaa horow ntam tokuru ho
17,iodine,iodin
17,ion,iɔn
17,ion-exchange reaction,iɔn nkitahodi dwumadi
17,ion-product constant of water,iɔn nsu ade
17,ionic conduction,iɔn a ɛfa biribi mu
17,ionic bonding,iɔn nneɛma nkabom
17,ionization,iɔn a wɔde ka
17,ionization constant,iɔn a wɔde ka a ɛnsakra
17,ionization of energy,tumi a wɔde iɔn ka ho
17,ionization potential,iɔn a wɔde aka ho tumi
17,ionone,ionone
17,iridium,iridiɔm
17,iron,dade
17,iron blue,dade bruu
17,iron oxide,aiɔn ɔksaidi
17,irreversible,ntumi nnan
17,isolation,nteho
17,isomer,isoma
17,isomerization,isoma a wɔma ade yɛ
17,isopropyl alcohol,isoprɔpil nsa
17,isotactic,isotaktik
17,isotonic,nea wɔn adewura yɛ pɛ
17,isotope,isotop
17,isotropic,kura isotop yɛbea
17,IUPAC system,IUPAC nhyehyɛe
17,ivory black,ɔsono mmɛn a wɔahye ayam
17,joule,joule
17,Kelvin scale,Kelvin susudua
17,kerosene,keresin
17,ketone,kiton
17,kilogram,kilogram
17,kinetic energy,nea ɛrekɔ tumi
17,kinetic theory,nea ɛrekɔ tumi ho nsusuwii
17,kinetics,nea ɛrekɔ tumi ho adesua
17,krypton,kriptin
17,laboratory burner,nhwehwɛmubea gya afiri
17,lactic acid,nufusu mu asede
17,lactone,lakton
17,lake,osutare
17,Lanthanide series,Lanthanide ahorow
17,latent heat,ɔhyew a ɛnna adi
18,latent solvent,nea ade fra mu a ɛnna adi
18,lattice,adewa nhyehyɛe
18,Law of Conservation of Mass,Ade mu Duru a Wɔkora ho Mmara
18,lawrencium,lɔrɛnsiɔm
18,lead,lɛd
18,lead chromate,lɛd krometi
18,level,mpɛnpɛnso
18,light metal,dade a emu yɛ hare
18,lime,laime
18,limestone,laime bo
18,lipid,srade ade
18,liquefaction,nsudan
18,liquid crystal,nsu a ɛda ahwehwɛbo su adi
18,liquor,nsaden
18,liter,Lita
18,litharge,litaagye
18,lithium,litiɔm
18,litmus,litmɔs
18,lutetium,lutitiɔm
18,lye,lai nsu
18,lyophilic,nsu afrade a ɛntɔ fam
18,macro analysis,ade akɛse mu nhwehwɛmu
18,macromolecule,adewa kɛse
18,magma,botan a anan
18,magnesia,magnisia
18,magnesite,magnisait
18,magnesium,magnisiɔm
18,magnet,magnɛti
18,magneto chemistry,magnɛti yɛbea ho nhomasua
18,manometer,mframa tumi susufiri
18,maltose,nipaduam sikyere aboabo
18,manganese,manganisi
18,manganese dioxide,manganisi diɔksaidi
18,manganic oxide,manganik ɔksaidi
18,mannitol,aduru a ɛma dwensɔ
18,mass,mmoano
18,mass action,mmoano adeyɛ
18,mass conservation,mmoano adekora
18,mass number,mmoano nɔma
18,matter,Ade
18,mechanics,mfiridwuma
18,mechanism,ɔkwan
18,medicine dropper,nea wode ma aduru
18,melting,renan
18,melting point,mpɛnpɛnso a ade nan
19,mendelevium,mɛnduliviɔm
19,mercury,mɛkuri
19,mesh,nhamanhama a wɔanwene
19,metallic bond,nnade nkabom
19,metalloid,nea ɛnyɛ dade nso ekura dade su
19,metallurgy,nnade ho nhomasua
19,methane,mɛteni
19,methanol,mɛtanɔl
